review_id	pair_key	pair_label_canonical	final_class	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes
M20A-EXT-0931	bmp10 gpr152	Bmp10 Gpr152	no_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=bmp10%20AND%20gpr152;EuropePMC:https://europepmc.org/search?query=bmp10%20AND%20gpr152	none established for exact pair	no_exact_pair_primary_evidence	No pair-specific primary binding, activation, adhesion, or receptor-dependent function was recovered after expanded searches.	Hits, when present, were broad co-occurrence, family, pathway, expression, or database leads without exact-pair primary validation.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=0; PubMed_hits=0; composite_component_search=no Expanded search verdict=no_evidence.
M20A-EXT-0938	bmp2 acvr2a_bmpr1a	Bmp2 Acvr2a_Bmpr1a	low_evidence	PMID:28977600 https://pubmed.ncbi.nlm.nih.gov/28977600/	human granulosa-lutein cells	receptor-dependent_function	BMP2-induced SMAD1/5/8 signaling and PTX3 suppression were reversed by knockdown of ALK2/ALK3 and BMPR2/ACVR2A, directly supporting the submitted type-I/type-II receptor scope.	The study uses receptor knockdown and pathway output rather than purified binding; ACVR1/BMPR1A and ACVR2A/BMPR2 are not separated into one uniquely proven tetramer.	Exact ligand and receptor components are functionally tested in a primary human-cell assay. Candidate audit verdict=approve_candidate.
M20A-EXT-0939	bmp2 acvr2a_bmpr1b	Bmp2 Acvr2a_Bmpr1b	no_evidence	PMID:18436533 https://pubmed.ncbi.nlm.nih.gov/18436533/; PMID:42234754 https://pubmed.ncbi.nlm.nih.gov/42234754/; PMID:35494490 https://pubmed.ncbi.nlm.nih.gov/35494490/	human MSCs plus unrelated human single-cell/expression studies	none	The receptor-utilization study supports BMP2 with BMPR1A and type-II receptors but did not support BMPR1B as the relevant type-I receptor; the other citations are unrelated expression/inference records.	No exact BMP2-ACVR2A-BMPR1B functional or binding assay was identified.	Cited evidence does not support the submitted receptor complex; use no_evidence rather than approving a family-level inference. Candidate audit verdict=no_evidence.
M20A-EXT-0940	bmp2 acvr2b_bmpr1a	Bmp2 Acvr2b_Bmpr1a	no_evidence	PMID:28977600 https://pubmed.ncbi.nlm.nih.gov/28977600/; PMID:18780779 https://pubmed.ncbi.nlm.nih.gov/18780779/; PMID:35494490 https://pubmed.ncbi.nlm.nih.gov/35494490/	human granulosa-lutein cells and mixed expression studies	contextual_expression/inference	The cited BMP2 functional study tested ACVR2A/BMPR2 with ALK2/ALK3, not ACVR2B with BMPR1A; the remaining records do not test this complex.	No cited assay establishes BMP2 signaling through ACVR2B-BMPR1A.	The candidate appears to have been assembled by swapping receptor subunits across family-level evidence. Candidate audit verdict=no_evidence.
M20A-EXT-0941	bmp2 acvr2b_bmpr1b	Bmp2 Acvr2b_Bmpr1b	no_evidence	PMID:16622178 https://pubmed.ncbi.nlm.nih.gov/16622178/; PMID:18436533 https://pubmed.ncbi.nlm.nih.gov/18436533/; PMID:35494490 https://pubmed.ncbi.nlm.nih.gov/35494490/	mouse/human podocytes and human MSCs	contextual_expression/inference	The podocyte study reports BMP2 responses and receptor expression, while the MSC receptor-utilization study found weak or non-significant use of the ACVR2B/BMPR1B combination.	Expression of receptor transcripts is not evidence for a ligand-bound complex; no exact pair assay was cited.	No evidence for the submitted complex in the cited sources. Candidate audit verdict=no_evidence.
M20A-EXT-0942	bmp2 eng	Bmp2 Eng	no_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=bmp2%20AND%20eng;EuropePMC:https://europepmc.org/search?query=bmp2%20AND%20eng;PMID:22535663 (PubMed/Europe PMC);PMID:12957859 (PubMed/Europe PMC);PMID:28940371 (PubMed/Europe PMC);PMID:23712751 (PubMed/Europe PMC)	none established for exact pair	no_exact_pair_primary_evidence	No pair-specific primary binding, activation, adhesion, or receptor-dependent function was recovered after expanded searches.	Hits, when present, were broad co-occurrence, family, pathway, expression, or database leads without exact-pair primary validation.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=1208; PubMed_hits=6; composite_component_search=no Expanded search verdict=no_evidence.
M20A-EXT-0945	bmp2 smo	Bmp2 Smo	non_ligand_receptor	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=bmp2%20AND%20smo;EuropePMC:https://europepmc.org/search?query=bmp2%20AND%20smo;PMID:30865837 (PubMed/Europe PMC);PMID:22588073 (PubMed/Europe PMC);PMID:41056386 (PubMed/Europe PMC);PMID:30241937 (PubMed/Europe PMC)	not applicable for exact pair	noncognate_or_non_ligand_receptor_relationship	Searches support a protein complex, intracellular regulator, adhesion partner, antagonist, or noncognate family relationship rather than the submitted extracellular ligand-receptor edge.	The relation may be biologically associated, but it is not the submitted ligand-receptor relationship.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=748; PubMed_hits=12; composite_component_search=no Expanded search verdict=reject_pair.
M20A-EXT-0946	bmp3 acvr1b_acvr2a	Bmp3 Acvr1b_Acvr2a	low_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=bmp3%20AND%20acvr1b_acvr2a;EuropePMC:https://europepmc.org/search?query=bmp3%20AND%20acvr1b_acvr2a;PMID:28901463 (PubMed/Europe PMC);PMID:35518645 (PubMed/Europe PMC);PMID:38385025 (PubMed/Europe PMC)	mixed or unresolved; exact submitted species/pair not fully established	fragment_specific_or_complex_context_or_indirect_primary	Component-wise BMP/TGF-beta receptor literature was recovered, but exact ligand-specific assignment to this composite remains unresolved.	Family/database/expression evidence was not treated as exact-pair proof; fragment, co-receptor, precursor, or heteromeric identity remains material.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=41; PubMed_hits=0; composite_component_search=yes Expanded search verdict=hold_low.
M20A-LIANA-REMAINING-0008	bmp3 acvr2b	Bmp3 Acvr2b	low_evidence	PMID:22074949 https://pubmed.ncbi.nlm.nih.gov/22074949/	mouse bone-marrow stromal cells	receptor-dependent_function	BMP3 suppressed osteoblast differentiation, and Acvr2b knockdown reduced the BMP3 effect; the paper explicitly assigns the functional interaction to ACVR2B.	The study defines receptor-dependent function rather than a purified binding constant and does not resolve a type-I partner.	Exact BMP3-ACVR2B primary functional evidence; approve the simple receptor edge. Candidate audit verdict=approve_candidate.
M20A-EXT-0950	bmp4 acvr2a_bmpr1a	Bmp4 Acvr2a_Bmpr1a	no_evidence	PMID:18436533 https://pubmed.ncbi.nlm.nih.gov/18436533/; PMID:17004110 https://pubmed.ncbi.nlm.nih.gov/17004110/; PMID:41111476 https://pubmed.ncbi.nlm.nih.gov/41111476/	human MSCs and human cancer/bioinformatic contexts	contextual_expression/inference	The cited BMP4 receptor study is not among the submitted locators; the submitted BMP4 sources are expression, review, or bioinformatic records and do not test the exact complex.	No cited primary assay establishes BMP4-ACVR2A-BMPR1A.	The pair is plausible in the BMP receptor family, but the submitted citations do not validate it. Candidate audit verdict=no_evidence.
M20A-EXT-0951	bmp4 acvr2a_bmpr1b	Bmp4 Acvr2a_Bmpr1b	no_evidence	PMID:18436533 https://pubmed.ncbi.nlm.nih.gov/18436533/; PMID:18780779 https://pubmed.ncbi.nlm.nih.gov/18780779/; PMID:42234754 https://pubmed.ncbi.nlm.nih.gov/42234754/	human MSCs plus unrelated human expression studies	contextual_expression/inference	The cited receptor-utilization work supports BMP4 primarily through BMPR1A and not the submitted BMPR1B combination; other cited records are unrelated or nonfunctional.	No exact BMP4-ACVR2A-BMPR1B assay was identified.	Cited evidence is insufficient and points away from the submitted type-I receptor scope. Candidate audit verdict=no_evidence.
M20A-EXT-0952	bmp4 acvr2b_bmpr1a	Bmp4 Acvr2b_Bmpr1a	no_evidence	PMID:18436533 https://pubmed.ncbi.nlm.nih.gov/18436533/; PMID:17004110 https://pubmed.ncbi.nlm.nih.gov/17004110/; PMID:18780779 https://pubmed.ncbi.nlm.nih.gov/18780779/	human MSCs and mixed expression/review contexts	contextual_expression/inference	The cited sources contain receptor expression or general BMP discussion but no exact BMP4-ACVR2B-BMPR1A assay.	A receptor family table or expression profile cannot establish the submitted complex.	No evidence in the cited set. Candidate audit verdict=no_evidence.
M20A-EXT-0953	bmp4 acvr2b_bmpr1b	Bmp4 Acvr2b_Bmpr1b	no_evidence	PMID:17004110 https://pubmed.ncbi.nlm.nih.gov/17004110/; PMID:18436533 https://pubmed.ncbi.nlm.nih.gov/18436533/; PMID:37333824 https://pubmed.ncbi.nlm.nih.gov/37333824/	human cancer and human MSC/review contexts	contextual_expression/inference	The cited records are expression/review studies or receptor-utilization data that do not demonstrate BMP4 signaling through ACVR2B-BMPR1B.	No exact ligand-complex assay was cited.	No evidence for the submitted scope. Candidate audit verdict=no_evidence.
M20A-EXT-0954	bmp4 cfc1	Bmp4 Cfc1	no_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=bmp4%20AND%20cfc1;EuropePMC:https://europepmc.org/search?query=bmp4%20AND%20cfc1;PMID:21931629 (PubMed/Europe PMC);PMID:37714133 (PubMed/Europe PMC);PMID:18559478 (PubMed/Europe PMC);PMID:28951435 (PubMed/Europe PMC)	none established for exact pair	no_exact_pair_primary_evidence	No pair-specific primary binding, activation, adhesion, or receptor-dependent function was recovered after expanded searches.	Hits, when present, were broad co-occurrence, family, pathway, expression, or database leads without exact-pair primary validation.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=59; PubMed_hits=1; composite_component_search=no Expanded search verdict=no_evidence.
M20A-EXT-0955	bmp4 grem2	Bmp4 Grem2	non_ligand_receptor	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=bmp4%20AND%20grem2;EuropePMC:https://europepmc.org/search?query=bmp4%20AND%20grem2;PMID:24614542 (PubMed/Europe PMC);PMID:35349825 (PubMed/Europe PMC);PMID:26416033 (PubMed/Europe PMC);PMID:29969831 (PubMed/Europe PMC)	not applicable for exact pair	noncognate_or_non_ligand_receptor_relationship	Searches support a protein complex, intracellular regulator, adhesion partner, antagonist, or noncognate family relationship rather than the submitted extracellular ligand-receptor edge.	The relation may be biologically associated, but it is not the submitted ligand-receptor relationship.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=246; PubMed_hits=7; composite_component_search=no Expanded search verdict=reject_pair.
M20A-EXT-0956	bmp4 lrp6	Bmp4 Lrp6	no_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=bmp4%20AND%20lrp6;EuropePMC:https://europepmc.org/search?query=bmp4%20AND%20lrp6;PMID:29969831 (PubMed/Europe PMC);PMID:39408781 (PubMed/Europe PMC);PMID:19553665 (PubMed/Europe PMC);PMID:41427418 (PubMed/Europe PMC)	none established for exact pair	no_exact_pair_primary_evidence	No pair-specific primary binding, activation, adhesion, or receptor-dependent function was recovered after expanded searches.	Hits, when present, were broad co-occurrence, family, pathway, expression, or database leads without exact-pair primary validation.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=722; PubMed_hits=14; composite_component_search=no Expanded search verdict=no_evidence.
