edge_id	source_entity	relation_type	target_entity	pathway_name	effect_polarity	directionality	upstream_feature_context	receptor_or_adhesion_context	cell_type_context	compartment_context	species_context	injury_context	evidence_layer	evidence_status	context_scope	confidence_tier	export_priority	curator_decision
M23A-E305	VTN	supports	ITGA2B:ITGB3	vitronectin-alphaIIbbeta3 platelet adhesion	activating	matrix_to_integrin	vitronectin	alphaIIbbeta3	platelet	matrix; membrane	human	SCI relevance unresolved	downstream_pathway_or_function	reviewed_supported	Q0581; primary/comparator	medium	P1	function_edge_only
M23A-E306	VTN	supports	ITGAV:ITGB3	vitronectin-alphaVbeta3 vascular adhesion	activating	matrix_to_integrin	vitronectin	alphaVbeta3	endothelial; smooth muscle	matrix; focal adhesion	human; mouse	SCI relevance unresolved	downstream_pathway_or_function	reviewed_supported	Q0582; primary/comparator	medium	P1	function_edge_only
M23A-E307	VTN	supports	PLAUR:integrin complex	vitronectin-uPAR-integrin adhesion	activating	matrix_to_complex	vitronectin	uPAR/PLAUR-integrin complex	endothelial; tumor	matrix; membrane	human; mouse	SCI relevance unresolved	downstream_pathway_or_function	reviewed_supported	Q0583; primary/comparator	medium	P1	preserve_complex
M23A-E308	VWF	supports	GPIb-IX-V:ITGA2B:ITGB3	VWF platelet tethering and alphaIIbbeta3 stabilization	activating	matrix_to_platelet_complex	VWF multimer	GPIb-IX-V; alphaIIbbeta3	platelet	vascular lumen; membrane	human; mouse	thrombosis comparator	downstream_pathway_or_function	reviewed_supported	Q0584; platelet comparator	medium-high	P1	preserve_complex
M23A-E309	WNT5B	associates_with	FZD7	WNT5B-FZD7 noncanonical Wnt	activating	ligand_to_receptor	WNT5B; WNT5A/B co-IP context	FZD7	breast cancer	plasma membrane; cytosol	human	tumor comparator	mixed_layers	reviewed_supported	Q0585; primary/comparator	medium-high	P1	preserve_ligand_attribution_limit
M23A-E310	EFNA1	binds	EPHA1	EFNA1-EPHA1 Eph signaling	activating	ligand_to_receptor	ephrin-A1	EphA1	HEK293 heterologous	cell surface; membrane	human	SCI relevance unresolved	mixed_layers	reviewed_supported	Q0586; heterologous	medium-high	P1	promote_with_context
M23A-E311	EFNA1	binds	EPHA4	EFNA1-EPHA4 Rho/actin neuronal branch	activating	ligand_to_receptor	ephrin-A1	EphA4	striatal; hippocampal neurons	cell surface; cytosol	rat; mouse	SCI relevance unresolved	mixed_layers	reviewed_supported	Q0588; neural comparator	medium-high	P1	promote_with_context
M23A-E312	EFNA1	binds	EPHA5	EFNA1-EPHA5 binding survey	activating	ligand_to_receptor	ephrin-A1	EphA5	recombinant/heterologous	cell surface	human; mouse comparator	SCI relevance unresolved	binding_activation	reviewed_supported	Primary exact-pair ELISA binding plus orthogonal receptor-proximal activation; no purified monovalent affinity or SCI transfer	medium-high	P2	PROMOTE_EXISTING_EDGE_WITH_AVIDITY_BOUNDARY
M23A-E313	EFNA1	binds	EPHA6	EFNA1-EPHA6 binding survey	activating	ligand_to_receptor	ephrin-A1	EphA6	recombinant mouse EphA6-Fc and mouse ephrin-A1-Fc binding panel	recombinant extracellular ligand-receptor assay	mouse; recombinant	non-SCI recombinant biochemical comparator	binding_activation	reviewed_supported	Primary all-pair ELISA reports apparent K_D 5.2 ± 1.1 nM for mEphrin-A1 with mEphA6; dimeric Fc avidity and no receptor-proximal or downstream evidence remain explicit	medium-high	P2	PROMOTE_EXISTING_EDGE_WITH_FC_AVIDITY_BOUNDARY
M23A-E314	EFNA1	binds	EPHA8	EFNA1-EPHA8 activation	activating	ligand_to_receptor	ephrin-A1	EphA8	recombinant/heterologous	cell surface	mouse; human comparator	SCI relevance unresolved	binding_activation	reviewed_supported	Primary ephrin-A1-Fc binding and receptor-proximal activation; no downstream program or SCI transfer	medium-high	P2	PROMOTE_EXISTING_EDGE_WITH_LAYER_BOUNDARY
M23A-E315	EFNA2	binds	EPHA2	EFNA2-EPHA2 binding survey	activating	ligand_to_receptor	ephrin-A2	EphA2	recombinant/heterologous	cell surface	human; mouse comparator	SCI relevance unresolved	binding_activation	reviewed_supported	Primary Figure 1 all-pair ELISA reports weak apparent binding of mEphrin-A2 to hEphA2 (>50 nM); dimeric Fc avidity and no receptor-proximal or downstream evidence remain explicit	medium	P2	PROMOTE_EXISTING_EDGE_WITH_WEAK_FC_BINDING_BOUNDARY
M23A-E316	EPHA3	signals_to	EFNA2	EPHA3-ephrin-A2 reverse signaling	activating	receptor_to_ligand_reverse	EphA3 clustering	ephrin-A2/EFNA2	heterologous	cell surface; cytosol	human comparator	SCI relevance unresolved	mixed_layers	reviewed_supported	Q0595; reverse signaling	medium-high	P1	preserve_directionality
M23A-E317	EFNA2	binds	EPHA5	EFNA2-EPHA5 binding survey	activating	ligand_to_receptor	ephrin-A2	EphA5	NIH-3T3 ephrin-A2-expressing fibroblasts and mouse/chick retinal axon systems	cell surface	mouse; chick; recombinant	non-SCI developmental visual-system comparator	binding_activation	reviewed_supported	EphA5-AP affinity-probe binding and complementary retinal EphA5/ephrin-A2 binding context; no purified affinity or receptor-exclusive causality	medium-high	P2	RETAIN_AS_EFNA2_EPHA5_CELL_ASSOCIATED_DIRECT_EDGE
M23A-E318	EFNA2	binds	EPHA6	EFNA2-EPHA6 binding survey	activating	ligand_to_receptor	ephrin-A2	EphA6	recombinant mouse EphA6-Fc and mouse ephrin-A2-Fc binding panel	recombinant extracellular ligand-receptor assay	mouse; recombinant	non-SCI recombinant biochemical comparator	binding_activation	reviewed_supported	Primary all-pair ELISA reports apparent K_D 3.6 ± 0.74 nM for mEphrin-A2 with mEphA6; dimeric Fc avidity and no receptor-proximal or downstream evidence remain explicit	medium-high	P2	PROMOTE_EXISTING_EDGE_WITH_FC_AVIDITY_BOUNDARY
M23A-E319	EFNA2	binds	EPHA7	EFNA2-EPHA7 neural branch	activating	ligand_to_receptor	ephrin-A2	EphA7	mouse neural; heterologous	cell surface; cytosol	mouse; human comparator	SCI relevance unresolved	mixed_layers	reviewed_supported	Q0599; neural/comparator	medium	P1	promote_with_context
M23A-E320	EFNA2	binds	EPHA8	EFNA2-EPHA8 activation	activating	ligand_to_receptor	ephrin-A2; historical Elf-1/Cek7-L nomenclature	EphA8/Eek receptor	recombinant/heterologous NIH3T3 receptor systems	cell-surface receptor compartment	mouse; recombinant; human comparator	non-SCI heterologous receptor comparator	binding_activation	reviewed_supported	Q0600; direct binding and receptor activation; historical Eek/Elf-1 nomenclature retained	medium-high	P2	promote_with_context
M23A-E321	Efna3	activates	Epha4 forward signaling	Eph-ephrin ligand-receptor relay	promoting	directed	Q0602; ephrin-A3 engagement	EphA4 receptor complex	hippocampal neurons and glia	neuronal/glial membrane	mouse	non-SCI neural model	receptor_proximal_relay	reviewed_batch013	non-SCI neural mechanistic anchor	medium-high	P1	RETAIN_AS_RECEPTOR_PROXIMAL_NOT_DIRECT_BINDING
M23A-E322	Efna3	modulates	EphA5-associated entorhino-hippocampal axon targeting	Eph-ephrin axon guidance/repulsion	modulating	directed	Q0603; ephrin-A3 guidance cue	EphA5-AP receptor context	entorhinal/hippocampal axons	axon surface	rat	developmental neural model	downstream_pathway_or_cellular_function	reviewed_batch013	non-SCI developmental neural mechanistic anchor	medium	P1	RETAIN_AS_FUNCTIONAL_CONTEXT_RECEPTOR_ASSIGNED_BY_AP
M23A-E323	Efna4	binds	Epha4 ectodomain	Eph-ephrin ligand-receptor binding	increasing	directed	Q0605;Q0637; ephrin-A4 ligand	EphA4 ectodomain	striatal cells	cell surface/biochemical	rat	non-SCI neural model	ligand_receptor_binding	reviewed_batch013	neural biochemical binding anchor	high	P1	RETAIN_AS_DIRECT_BINDING_EDGE
M23A-E324	Efna4	binds	Epha8 ectodomain	Eph-ephrin ligand-receptor binding	increasing	directed	Q0609;Q0648; ephrin-A4 ligand	EphA8 ectodomain	NIH3T3 EphA8 transfectants	cell surface	mouse	heterologous non-SCI model	ligand_receptor_binding	reviewed_batch013	heterologous receptor binding/activation anchor	high	P1	RETAIN_AS_DIRECT_BINDING_EDGE
M23A-E325	Efna5	binds	Epha4 ectodomain	Eph-ephrin ligand-receptor binding	increasing	directed	Q0614; ephrin-A5 ligand	EphA4 ligand-binding domain	recombinant protein complex	biochemical/recombinant	human recombinant	non-SCI biochemical model	ligand_receptor_binding	reviewed_batch013	structural/biophysical mechanistic anchor	high	P1	RETAIN_AS_DIRECT_BINDING_EDGE
M23A-E326	Efna5	modulates	EphA5 neural/metabolic output	Eph-ephrin neural/metabolic function	modulating	directed	Q0615; ephrin-A5 perturbation	EphA5 receptor context	VMH neurons and hippocampal slices	neural tissue	rat; mouse	non-SCI neural model	downstream_pathway_or_cellular_function	reviewed_batch013	non-SCI neural/metabolic functional anchor	medium-high	P1	RETAIN_AS_FUNCTIONAL_CONTEXT_NOT_SCI
M23A-E327	Efna5	activates	Epha8–Tiam1–Rac relay	Eph-ephrin endocytosis and cytoskeletal relay	promoting	directed	Q0616; ephrin-A5 treatment	EphA8 receptor complex	cultured cells	plasma membrane/cytosol	human	non-SCI cellular model	receptor_proximal_relay	reviewed_batch013	non-SCI cellular mechanistic anchor	medium-high	P1	RETAIN_AS_RECEPTOR_PROXIMAL_RELAY
M23A-E328	Efnb1	activates	Epha4 forward signaling	Eph-ephrin bidirectional adhesion	promoting	directed	Q0617;Q0638; ephrin-B1 clustering	EphA4 receptor complex	cortical cells and HEK293T	plasma membrane	mouse	non-SCI developmental neural model	receptor_proximal_relay	reviewed_batch013	neural developmental relay anchor	medium-high	P1	RETAIN_AS_RECEPTOR_PROXIMAL_NOT_DIRECT_BINDING
M23A-E329	Efnb1	activates	Ephb2 SH2-adaptor relay	EphB2 phosphotyrosine/adaptor signaling	promoting	directed	Q0618; ephrin-B1 stimulation	EphB2 receptor complex	NG108-15 hybrid neurons	plasma membrane/cytosol	mouse; rat	non-SCI neuronal model	receptor_proximal_relay	reviewed_batch013	ephrin-B1/EphB2 neuronal relay anchor	high	P1	RETAIN_AS_RECEPTOR_PROXIMAL_NOT_DIRECT_BINDING
M23A-E330	Efnb1	modulates	EphB3-dependent neural crest migration	Eph-ephrin neural crest guidance	modulating	directed	Q0619; ephrin-B1 stripe/soluble cue	EphB3 receptor context	avian neural crest and sclerotome	cell-contact interface	avian	developmental non-SCI model	downstream_pathway_or_cellular_function	reviewed_batch013	non-mammalian developmental guidance anchor	medium	P1	RETAIN_AS_FUNCTIONAL_CONTEXT_NOT_SCI
M23A-E331	Efnb1	activates	EphB6 JNK/Rac1 relay	Eph-ephrin immune signaling	increasing	directed	Q0621; ephrin-B1 stimulation	EphB6 receptor context	Jurkat cells and thymocytes	plasma membrane/cytosol	human; mouse	non-SCI immune model	receptor_proximal_relay	reviewed_batch013	conflicted EphB6 functional context	low	P1	RETAIN_CONFLICTED_BOUNDARY
M23A-E332	Efnb2	binds	Epha4 ectodomain	Eph-ephrin cross-class ligand binding	increasing	directed	Q0622;Q0639; ephrin-B2 ligand	EphA4 ligand-binding domain	recombinant protein complex	biochemical/recombinant	human recombinant	non-SCI biochemical model	ligand_receptor_binding	reviewed_batch013	structural/biophysical mechanistic anchor	high	P1	RETAIN_AS_DIRECT_BINDING_EDGE
M23A-E333	Efnb2	binds	Ephb2 ectodomain	Eph-ephrin ligand-receptor binding	increasing	directed	Q0623; ephrin-B2 ligand	EphB2 ectodomain	recombinant protein complex	biochemical/recombinant	recombinant	non-SCI structural model	ligand_receptor_binding	reviewed_batch013	structural/biophysical mechanistic anchor	high	P1	RETAIN_AS_DIRECT_BINDING_EDGE
M23A-E334	Efnb2	activates	EphB3 forward signaling	Eph-ephrin tumor-cell relay	promoting	directed	Q0624; ephrin-B2-Fc treatment	EphB3 receptor complex	HNSCC CAL27/Ly2 cells	plasma membrane	human	non-SCI cancer model	receptor_proximal_relay	reviewed_batch013	non-SCI human cellular relay	medium-high	P1	RETAIN_AS_RECEPTOR_PROXIMAL_NOT_DIRECT_BINDING
M23A-E335	Efnb2	binds	Ephb4 ectodomain	Eph-ephrin ligand-receptor binding	increasing	directed	Q0625; ephrin-B2 ligand	EphB4 ectodomain	recombinant protein complex	biochemical/recombinant	human recombinant	non-SCI biochemical model	ligand_receptor_binding	reviewed_batch013	structural/biophysical mechanistic anchor	high	P1	RETAIN_AS_DIRECT_BINDING_EDGE
M23A-E336	Efnb2	modulates	EphB4-dependent vascular development	Eph-ephrin vascular development	promoting	directed	Q0625; ephrin-B2 genetic perturbation	EphB4 receptor context	embryonic vascular cells	tissue/cell-contact interface	mouse	developmental non-SCI model	downstream_pathway_or_cellular_function	reviewed_batch013	developmental vascular functional anchor	high	P1	RETAIN_AS_FUNCTIONAL_CONTEXT_NOT_SCI
M23A-E337	Efnb2	binds	Ephb6 ectodomain	Eph-ephrin ligand-receptor binding	increasing	directed	Q0626; ephrin-B2 ligand	EphB6 ectodomain	transfected Reh/COS cells and thymus	cell surface	human; mouse	non-SCI immune model	ligand_receptor_binding	reviewed_batch013	primary binding specificity anchor	high	P1	RETAIN_AS_DIRECT_BINDING_EDGE
M23A-E338	Efnb3	binds	Epha4 ectodomain	Eph-ephrin cross-class ligand binding	increasing	directed	Q0627; ephrin-B3 ligand	EphA4 ligand-binding domain	recombinant protein complex	biochemical/recombinant	human recombinant	non-SCI biochemical model	ligand_receptor_binding	reviewed_batch013	structural/biophysical mechanistic anchor	high	P1	RETAIN_AS_DIRECT_BINDING_EDGE
M23A-E339	Efnb3	modulates	EphA4-dependent embryonic tissue separation	Eph-ephrin tissue separation	promoting	directed	Q0627; ephrin-B3 activation	EphA4 receptor context	Xenopus embryo explants	cell-contact interface	Xenopus laevis	developmental non-SCI model	downstream_pathway_or_cellular_function	reviewed_batch013	non-mammalian developmental tissue-separation anchor	medium-high	P1	RETAIN_AS_FUNCTIONAL_CONTEXT_NOT_SCI
M23A-E340	Efnb3	modulates	EphB1 inflammatory injury pathway	Eph-ephrin inflammatory pathway	modulating	directed	Q0628; ephrin-B3 pathway context	EphB1 receptor context	primary enteric neuronal/glial cultures and mouse colon	cell-contact and inflammatory signaling compartment	mouse	non-SCI LPS-induced intestinal-injury comparator	downstream_pathway_or_cellular_function	reviewed_supported	Ephrin-B3 overexpression increased EphB1-associated expression and reduced LPS-induced enteric-cell injury, inflammatory cytokines, Akt/Src/NF-kB activation, and beta-catenin nuclear translocation; direct binding and receptor-proximal relay are not asserted	medium	P1	RETAIN_AS_EFNB3_EPHB1_FUNCTIONAL_CONTEXT
M23A-E341	Efnb3	modulates	EphB2 axon-bundling function	Eph-ephrin axon organization	promoting	directed	Q0629; ephrin-B3 substrate	EphB2 receptor context	hippocampal neurons and mutant mice	axon surface	mouse	non-SCI neural model	downstream_pathway_or_cellular_function	reviewed_batch013	neural developmental functional anchor	medium-high	P1	RETAIN_AS_FUNCTIONAL_CONTEXT_NOT_PURIFIED_BINDING
M23A-E342	Efna1	binds	Epha4 ectodomain	Eph-ephrin ligand-receptor binding	increasing	directed	Q0635; ephrin-A1 ligand	EphA4 ligand-binding domain	recombinant protein complex	biochemical/recombinant	human recombinant	non-SCI biochemical model	ligand_receptor_binding	reviewed_batch013	structural/biophysical mechanistic anchor	high	P1	RETAIN_AS_DIRECT_BINDING_EDGE
M23A-E343	Efna1	activates	EphA4–Vsm-RhoGEF–RhoA relay	Eph-ephrin cytoskeletal relay	promoting	directed	Q0635; ephrin-A1 stimulation	EphA4 receptor complex	vascular smooth muscle cells	cytosol/actin cytoskeleton	species not explicit	non-SCI vascular model	receptor_proximal_relay	reviewed_batch013	non-SCI vascular relay anchor	medium	P1	RETAIN_AS_RECEPTOR_PROXIMAL_RELAY
M23A-E344	Efna2	binds	Epha4 ectodomain	Eph-ephrin ligand-receptor binding	increasing	directed	Q0636; ephrin-A2 ligand	EphA4 ligand-binding domain	recombinant protein complex	biochemical/recombinant	human recombinant	non-SCI biochemical model	ligand_receptor_binding	reviewed_batch013	structural/biophysical mechanistic anchor	high	P1	RETAIN_AS_DIRECT_BINDING_EDGE
M23A-E345	Efna2	binds	Epha7 ectodomain	Eph-ephrin ligand-receptor binding	increasing	directed	Q0644; ephrin-A2 ligand	EphA7 receptor context	P6 rat striatum	cell surface/biochemical	rat	non-SCI neural model	ligand_receptor_binding	reviewed_batch013	neural biochemical binding anchor	high	P1	RETAIN_AS_DIRECT_BINDING_EDGE
M23A-E346	Efna1	binds	Epha8 ectodomain	Eph-ephrin ligand-receptor binding	increasing	directed	Q0646; ephrin-A1 ligand	EphA8 ectodomain	NIH3T3 EphA8 transfectants	cell surface	mouse	heterologous non-SCI model	ligand_receptor_binding	reviewed_batch013	heterologous receptor binding/activation anchor	high	P1	RETAIN_AS_DIRECT_BINDING_EDGE
M23A-E347	CD40LG	binds/activates	ITGA2B:ITGB3 (αIIbβ3)	KGD-dependent αIIbβ3 outside-in platelet branch	activating	directed	CD40LG source/feature	ITGA2B:ITGB3 (αIIbβ3)	human washed platelets; recombinant soluble CD40L and integrin	cell surface/adhesion or signaling compartment	human	non-SCI comparator unless otherwise stated	binding_or_activation	reviewed_supported	bounded primary comparator; no SCI transfer	high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E348	CD40LG	activates/modulates	ITGA2B:ITGB3 (αIIbβ3)	KGD-dependent αIIbβ3 outside-in platelet branch	activating	directed	CD40LG source/feature	ITGA2B:ITGB3 (αIIbβ3)	human washed platelets; recombinant soluble CD40L and integrin	cell surface/adhesion or signaling compartment	human	non-SCI comparator unless otherwise stated	receptor_proximal_relay	reviewed_supported	bounded primary comparator; no SCI transfer	high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E349	CD40LG	promotes/modulates	ITGA2B:ITGB3 (αIIbβ3)	KGD-dependent αIIbβ3 outside-in platelet branch	context-dependent output	directed	CD40LG source/feature	ITGA2B:ITGB3 (αIIbβ3)	human washed platelets; recombinant soluble CD40L and integrin	cell surface/adhesion or signaling compartment	human	non-SCI comparator unless otherwise stated	downstream_pathway_or_cellular_function	reviewed_supported	bounded primary comparator; no SCI transfer	high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E350	CD47	binds/activates	SIRPA	CD47–SIRPα ITIM–SHP1/2 self-recognition checkpoint	activating	directed	CD47 source/feature	SIRPA	mouse and human RBC/myelin targets; macrophages and microglia	cell surface/adhesion or signaling compartment	mouse; human	non-SCI comparator unless otherwise stated	binding_or_activation	reviewed_supported	bounded primary comparator; no SCI transfer	high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E351	CD47	activates/modulates	SIRPA	CD47–SIRPα ITIM–SHP1/2 self-recognition checkpoint	activating	directed	CD47 source/feature	SIRPA	mouse and human RBC/myelin targets; macrophages and microglia	cell surface/adhesion or signaling compartment	mouse; human	non-SCI comparator unless otherwise stated	receptor_proximal_relay	reviewed_supported	bounded primary comparator; no SCI transfer	high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
