queue_id	batch_id	priority	candidate_class	upstream_feature_or_ligand	receptor_or_adhesion_system	receptor_complex_status	receptor_proximal_branch_to_validate	downstream_tf_or_program_target	evidence_layers_to_extract	species_context	cell_type_or_model_context	source_origin	source_record_id	stable_source_locator	search_boundary	status	notes
M23A-Q0308	M23A-B007	P1	matrix_receptor_candidate	Lama4	Cd44	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	CD44-cytoskeletal-RHO/ERK;validate-mechanotransduction	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA4_CD44	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0309	M23A-B007	P1	matrix_receptor_candidate	Lama4	Dag1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	dystroglycan-laminin-actin;validate-FAK/ILK/YAP	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA4_DAG1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0310	M23A-B007	P1	matrix_receptor_candidate	Lama4	Itga1, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA4_ITGA1_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0311	M23A-B007	P1	matrix_receptor_candidate	Lama4	Itga2, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA4_ITGA2_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0312	M23A-B007	P1	matrix_receptor_candidate	Lama4	Itga3, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA4_ITGA3_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0313	M23A-B007	P1	matrix_receptor_candidate	Lama4	Itga6, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA4_ITGA6_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0314	M23A-B007	P1	matrix_receptor_candidate	Lama4	Itga6, Itgb4	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA4_ITGA6_ITGB4	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0315	M23A-B007	P1	matrix_receptor_candidate	Lama4	Itga7, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA4_ITGA7_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0316	M23A-B007	P1	matrix_receptor_candidate	Lama4	Itga9, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA4_ITGA9_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0317	M23A-B007	P1	matrix_receptor_candidate	Lama4	Itgav, Itgb8	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA4_ITGAV_ITGB8	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0318	M23A-B007	P1	matrix_receptor_candidate	Lama5	Cd44	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	CD44-cytoskeletal-RHO/ERK;validate-mechanotransduction	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA5_CD44	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0319	M23A-B007	P1	matrix_receptor_candidate	Lama5	Dag1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	dystroglycan-laminin-actin;validate-FAK/ILK/YAP	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA5_DAG1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0320	M23A-B007	P1	matrix_receptor_candidate	Lama5	Itga1, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA5_ITGA1_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0321	M23A-B007	P1	matrix_receptor_candidate	Lama5	Itga2, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA5_ITGA2_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0322	M23A-B007	P1	matrix_receptor_candidate	Lama5	Itga3, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA5_ITGA3_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0323	M23A-B007	P1	matrix_receptor_candidate	Lama5	Itga6, Itgb1	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA5_ITGA6_ITGB1	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
M23A-Q0324	M23A-B007	P1	matrix_receptor_candidate	Lama5	Itga6, Itgb4	CellChatDB complex candidate; exact heterodimer/co-receptor requires primary validation	integrin-focal-adhesion-FAK-SRC-ILK;validate-YAP-TAZ-TEAD	not asserted; extract YAP/TAZ/TEAD only when directly measured	ligand-receptor binding or activation;receptor-proximal relay;downstream pathway or cellular function	mouse database candidate; experimental species unresolved	SCI-relevant receiver state unresolved; extract exact primary model	CellChatDB.mouse ECM-Receptor priority seed	CellChat:LAMA5_ITGA6_ITGB4	local:work/module20_db_seed/cellchatdb_module20_priority_seeds/cellchatdb_mouse_module20_priority_ecm_receptor.tsv	Database/KEGG seed only; do not promote direct binding, relay, TF, or function without primary evidence	reviewed_first_pass	Pathway label=LAMININ; matched family=guidance_ecm_family
