candidate_id	candidate_class	upstream_feature_or_ligand	receptor_or_adhesion_system	receptor_proximal_relay	downstream_tf_or_program	layer1_status	layer2_status	layer3_status	species_posture	SCI_context_posture	status	next_gap
M23A-Q0790	module21a_reuse_candidate	CXCL12/SDF1	ITGA5:ITGB1 (α5β1)	CXCL12–α5β1 allosteric activation and stromal migration	No terminal TF transferred; CXCL12–α5β1 allosteric activation and stromal migration	reviewed_supported	reviewed_supported	reviewed_supported	human	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0791	module21a_reuse_candidate	CXCL12/SDF1	ITGAV:ITGB3 (αVβ3)	CXCL12 CXCR4-independent αVβ3 allosteric activation	No terminal TF transferred; CXCL12 CXCR4-independent αVβ3 allosteric activation	reviewed_supported	reviewed_supported	reviewed_supported	human	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0792	module21a_reuse_candidate	CXCL12/SDF1	ITGA4:ITGB1 and ITGA5:ITGB1 complexes	CXCL12 activation of β1-containing integrin heterodimers	No terminal TF transferred; CXCL12 activation of β1-containing integrin heterodimers	bounded_no_evidence	reviewed_supported	reviewed_supported	human	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	binding
M23A-Q0793	module21a_reuse_candidate	CXCL12/SDF1	ITGA2B:ITGB3 or ITGAV:ITGB3 complexes	CXCL12 β3-containing integrin activation and CXCR4–Btk platelet branch	No terminal TF transferred; CXCL12 β3-containing integrin activation and CXCR4–Btk platelet branch	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0794	module21a_reuse_candidate	CXCL16 membrane/shedded chemokine	CXCR6	CXCL16–CXCR6 chemotaxis/adhesion and immune recruitment	No terminal TF transferred; CXCL16–CXCR6 chemotaxis/adhesion and immune recruitment	reviewed_supported	bounded_no_evidence	reviewed_supported	human; mouse	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	relay
M23A-Q0795	module21a_reuse_candidate	EDIL3/Del-1	ITGAV:ITGB5 (αVβ5), with downstream αVβ3	EDIL3–αVβ5–HOXD3–αVβ3 angiogenic program	No terminal TF transferred; EDIL3–αVβ5–HOXD3–αVβ3 angiogenic program	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse; rabbit; chick	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0796	module21a_reuse_candidate	EFNA2/ephrin-A2	EPHA3	EphA3–ephrin-A2 binding and ephrin reverse signaling to β1 adhesion	No terminal TF transferred; EphA3–ephrin-A2 binding and ephrin reverse signaling to β1 adhesion	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0797	module21a_reuse_candidate	EFNA3/ephrin-A3	EPHA2	EphA2–ephrin-A3 adhesion and hypoxia-sensitive SREBP1/ACLY output	No terminal TF transferred; EphA2–ephrin-A3 adhesion and hypoxia-sensitive SREBP1/ACLY output	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0798	module21a_reuse_candidate	EFNA5/ephrin-A5	EPHA10 pseudo-RTK	EphA10–ephrin-A5 association and E-cadherin/β-catenin invasion phenotype	No terminal TF transferred; EphA10–ephrin-A5 association and E-cadherin/β-catenin invasion phenotype	reviewed_supported	bounded_no_evidence	reviewed_supported	human; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	relay
M23A-Q0799	module21a_reuse_candidate	EFNA5/ephrin-A5	EPHA2	clustered ephrin-A5–EphA2 signaling to MEK/ERK or AKT and cytoskeletal output	No terminal TF transferred; clustered ephrin-A5–EphA2 signaling to MEK/ERK or AKT and cytoskeletal output	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0800	module21a_reuse_candidate	EFNA5/ephrin-A5	EPHA4	ephrin-A5–EphA4 clustering/RTK signaling and context-dependent guidance/adhesion	No terminal TF transferred; ephrin-A5–EphA4 clustering/RTK signaling and context-dependent guidance/adhesion	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	No terminal TF; SCI receiver-state validation remains unresolved
M23A-Q0701	matrix_receptor_candidate	COL1A2	GP6	no exact isolated-chain relay recovered	no direct TF claim	no_evidence_boundary	no_evidence_boundary	no_evidence_boundary	mouse candidate; primary fibrillar collagen comparators	no matched SCI receiver state	REVIEWED_BOUNDARY	validate assembled collagen-I complex versus isolated COL1A2
M23A-Q0702	matrix_receptor_candidate	COL2A1	GP6	no exact isolated-chain relay recovered	no direct TF claim	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	REVIEWED_BOUNDARY	validate collagen-II assembly and GPVI context
M23A-Q0703	matrix_receptor_candidate	COL4A1	GP6	GP6 dimer/CBD collagen-IV binding	no terminal TF	complex_supported_not_subunit	relay_not_assessed	not_assessed	mouse PFHR-9 and recombinant comparator	no matched SCI receiver state	REVIEWED_COMPLEX_BOUNDARY	resolve type-IV collagen chain assembly
M23A-Q0704	matrix_receptor_candidate	COL4A2	GP6	GP6 dimer/CBD collagen-IV binding	no terminal TF	complex_supported_not_subunit	relay_not_assessed	not_assessed	mouse PFHR-9 and recombinant comparator	no matched SCI receiver state	REVIEWED_COMPLEX_BOUNDARY	resolve type-IV collagen chain assembly
M23A-Q0705	matrix_receptor_candidate	COL4A3	GP6	GP6 dimer/CBD collagen-IV binding	no terminal TF	complex_supported_not_subunit	relay_not_assessed	not_assessed	mouse PFHR-9 and recombinant comparator	no matched SCI receiver state	REVIEWED_COMPLEX_BOUNDARY	resolve type-IV collagen chain assembly
M23A-Q0706	matrix_receptor_candidate	COL4A4	GP6	GP6 dimer/CBD collagen-IV binding	no terminal TF	complex_supported_not_subunit	relay_not_assessed	not_assessed	mouse PFHR-9 and recombinant comparator	no matched SCI receiver state	REVIEWED_COMPLEX_BOUNDARY	resolve type-IV collagen chain assembly
M23A-Q0707	matrix_receptor_candidate	COL4A5	GP6	GP6 dimer/CBD collagen-IV binding	no terminal TF	complex_supported_not_subunit	relay_not_assessed	not_assessed	mouse PFHR-9 and recombinant comparator	no matched SCI receiver state	REVIEWED_COMPLEX_BOUNDARY	resolve type-IV collagen chain assembly
M23A-Q0708	matrix_receptor_candidate	COL4A6	GP6	GP6 dimer/CBD collagen-IV binding	no terminal TF	complex_supported_not_subunit	relay_not_assessed	not_assessed	mouse PFHR-9 and recombinant comparator	no matched SCI receiver state	REVIEWED_COMPLEX_BOUNDARY	resolve type-IV collagen chain assembly
M23A-Q0709	matrix_receptor_candidate	COL6A1	GP6	no exact primary relay recovered	no terminal TF	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	REVIEWED_BOUNDARY	search assembled collagen-VI versus isolated chain
M23A-Q0710	matrix_receptor_candidate	COL6A2	GP6	no exact primary relay recovered	no terminal TF	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	REVIEWED_BOUNDARY	search assembled collagen-VI versus isolated chain
M23A-Q0711	matrix_receptor_candidate	COL6A3	GP6	no exact primary relay recovered	no terminal TF	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	REVIEWED_BOUNDARY	search assembled collagen-VI versus isolated chain
M23A-Q0712	matrix_receptor_candidate	COL6A4	GP6	no exact primary relay recovered	no terminal TF	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	REVIEWED_BOUNDARY	search assembled collagen-VI versus isolated chain
M23A-Q0713	matrix_receptor_candidate	COL6A5	GP6	no exact primary relay recovered	no terminal TF	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	REVIEWED_BOUNDARY	search assembled collagen-VI versus isolated chain
M23A-Q0714	matrix_receptor_candidate	COL6A6	GP6	no exact primary relay recovered	no terminal TF	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	REVIEWED_BOUNDARY	search assembled collagen-VI versus isolated chain
M23A-Q0715	matrix_receptor_candidate	COL9A1	GP6	no exact primary relay recovered	no terminal TF	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	REVIEWED_BOUNDARY	search assembled collagen-IX versus isolated chain
M23A-Q0716	matrix_receptor_candidate	COL9A2	GP6	no exact primary relay recovered	no terminal TF	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	REVIEWED_BOUNDARY	search assembled collagen-IX versus isolated chain
M23A-Q0717	matrix_receptor_candidate	COL9A3	GP6	no exact primary relay recovered	no terminal TF	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	REVIEWED_BOUNDARY	search assembled collagen-IX versus isolated chain
M23A-Q0718	matrix_receptor_candidate	COMP	CD47	no exact relay recovered	no terminal TF	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	REVIEWED_BOUNDARY	search COMP-CD47 exact primary interaction
M23A-Q0719	matrix_receptor_candidate	THBS1	CD47	CD47-sGC/cGMP and CD47-CD14 relay	inflammatory/vascular output	validated_direct_domain	validated_relay	validated_function	mouse; human comparator	no matched SCI receiver state	REVIEWED_SUPPORTED	retain TSP1 C-terminal/domain specificity
M23A-Q0720	matrix_receptor_candidate	THBS2	CD47	no exact relay recovered	no terminal TF	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	REVIEWED_BOUNDARY	do not transfer THBS1-CD47 evidence
M23A-Q0721	matrix_receptor_candidate	THBS3	CD47	no exact relay recovered	no terminal TF	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	REVIEWED_BOUNDARY	do not transfer THBS1-CD47 evidence
M23A-Q0722	matrix_receptor_candidate	THBS4	CD47	no exact relay recovered	no terminal TF	no_evidence_boundary	no_evidence_boundary	not_assessed	mouse candidate; no exact primary pair recovered	no matched SCI receiver state	REVIEWED_BOUNDARY	do not transfer THBS1-CD47 evidence
M23A-Q0723	matrix_receptor_candidate	VWF	GPIBA:GP1BB:GP5:GP9	Src/Syk/PLCgamma2 to alphaIIbbeta3	platelet adhesion/activation	validated_direct_complex	validated_relay	validated_function	human platelet comparator	no matched SCI receiver state	REVIEWED_SUPPORTED	retain multimeric GPIb-IX-V; no free subunit edges
M23A-Q0724	module21a_reuse_candidate	ADAM10	CADM1	ADAM10 sheddase	CADM1 adhesion remodeling	validated_substrate_processing	relay_not_resolved	validated_function	human; mouse comparator	no SCI receiver-state validation	REVIEWED_SUPPORTED	protease-substrate edge, not ligand-receptor
M23A-Q0725	module21a_reuse_candidate	ADAM10	CD44	ADAM10 sheddase and substrate ICD control	adhesion/migration output	validated_substrate_processing	relay_context_only	validated_function	human; mouse comparator	no SCI receiver-state validation	REVIEWED_SUPPORTED	retain ADAM10/CD44 shedding limits
M23A-Q0726	module21a_reuse_candidate	ADAM10	NRCAM	ADAM10 sheddase	neuronal adhesion/remodeling	validated_substrate_processing	relay_not_resolved	validated_function	mouse	no SCI receiver-state validation	REVIEWED_SUPPORTED	neuronal comparator only
M23A-Q0727	module21a_reuse_candidate	TSPAN15	ADAM10	TspanC8 scissor complex	substrate-selective shedding	validated_cis_complex	validated_complex_function	validated_function	human; mouse	no SCI receiver-state validation	REVIEWED_SUPPORTED	cofactor complex, not ligand-receptor
M23A-Q0728	module21a_reuse_candidate	ADAM12	ITGA9:ITGB1	PI3K-associated adhesion relay	myogenic spreading/fusion	validated_complex_binding	validated_relay_context	validated_function	human; mouse comparator	no SCI receiver-state validation	REVIEWED_SUPPORTED	assembled alpha9beta1 only
M23A-Q0729	module21a_reuse_candidate	ADAM12	ITGA9:ITGB1	PI3K-associated adhesion relay	cell spreading	duplicate_alias_of_Q0728	duplicate_alias_of_Q0728	duplicate_alias_of_Q0728	human; mouse comparator	no SCI receiver-state validation	REVIEWED_DUPLICATE_ALIAS	no free ITGB1 edge
M23A-Q0730	module21a_reuse_candidate	ADAM12	SDC4	PKCalpha/RhoA-beta1 integrin relay	stress fibers/focal adhesion	validated_domain_association	validated_relay	validated_function	hamster; rat comparator	no SCI receiver-state validation	REVIEWED_SUPPORTED	HS-proteoglycan context
M23A-Q0731	module21a_reuse_candidate	ADAM15	ITGA5:ITGB1	ERK/motility context	cell motility	function_only_no_direct_binding	validated_context_relay	validated_function	human; mouse comparator	no SCI receiver-state validation	REVIEWED_FUNCTION_ONLY	retain alpha5beta1 complex
M23A-Q0732	module21a_reuse_candidate	ADAM15	ITGA5:ITGB1	ERK/motility context	cell motility	function_only_no_direct_binding	validated_context_relay	validated_function	human; mouse comparator	no SCI receiver-state validation	REVIEWED_FUNCTION_ONLY	free ITGB1 not promoted
M23A-Q0733	module21a_reuse_candidate	ADAM17	ITGA5:ITGB1	sheddase-localization/adhesion relay	adhesion output	association_context_only	validated_context_relay	validated_function	human; rat comparator	no SCI receiver-state validation	REVIEWED_CONTEXT_ONLY	cis/trans geometry unresolved
M23A-Q0734	module21a_reuse_candidate	ADAM2	ITGA6:ITGB1:CD9	complex organizer	fertilization adhesion/fusion	validated_complex_context	validated_complex_relay	validated_function	mouse; human comparator	no SCI receiver-state validation	REVIEWED_COMPLEX_ONLY	no direct ADAM2-CD9 binary edge
M23A-Q0735	module21a_reuse_candidate	AGRN	ITGAV:ITGB1	integrin-dependent synaptic relay	AChR clustering/NMJ organization	validated_complex_binding	validated_context_relay	validated_function	mouse; vertebrate comparator	no SCI receiver-state validation	REVIEWED_SUPPORTED	agrin isoform and matrix presentation retained
M23A-Q0736	module21a_reuse_candidate	ALCAM	NRP1	trans-adhesion/semaphorin response	neurite outgrowth	validated_direct_adhesion	relay_not_resolved	validated_function	mouse; rat comparator	no SCI receiver-state validation	REVIEWED_SUPPORTED	ALCAM substrate and NRP1 co-receptor context
M23A-Q0737	module21a_reuse_candidate	AMELX	CD63	endocytic vesicle trafficking	matrix clearance	validated_association	relay_not_resolved	validated_function	mouse; rat; human comparator	no SCI receiver-state validation	REVIEWED_SUPPORTED	trafficking association only
M23A-Q0738	module21a_reuse_candidate	AMELX	LAMP1	lysosomal trafficking	matrix clearance	validated_association	relay_not_resolved	validated_function	mouse; rat; human comparator	no SCI receiver-state validation	REVIEWED_SUPPORTED	LAMP1 trafficking only
M23A-Q0739	module21a_reuse_candidate	AMELX	LAMP2	lysosomal trafficking	matrix clearance	validated_association	relay_not_resolved	validated_function	mouse; rat; human comparator	no SCI receiver-state validation	REVIEWED_SUPPORTED	LAMP2 association less independently dissected
M23A-Q0740	module21a_reuse_candidate	ANGPTL2	ITGA5:ITGB1	MAPK/AKT/NFkB	inflammatory/matrix remodeling	validated_complex_binding	validated_relay	validated_function	human; mouse	no SCI receiver-state validation	REVIEWED_SUPPORTED	PIRB alternative receptor retained
M23A-Q0741	module21a_reuse_candidate	ANGPTL3	ITGA5-containing complex	beta partner unresolved	endothelial leakage	validated_association	relay_not_resolved	validated_function	human; mouse	no SCI receiver-state validation	REVIEWED_CONTEXT_ONLY	recent retinal vascular model; no complete receptor chain
M23A-Q0742	module21a_reuse_candidate	cANGPTL4	CDH11:CTNND1:CTNNB1	cadherin-catenin relay	ID3/collagen output	validated_fragment_complex	validated_relay_context	validated_function	human; mouse comparator	no SCI receiver-state validation	REVIEWED_SUPPORTED	beta-catenin endpoint not direct TF binding
M23A-Q0743	module21a_reuse_candidate	cANGPTL4	ITGA5:ITGB1	Rac1/PAK junction relay	vascular permeability	complex_binding_not_purified	validated_relay	validated_function	human; mouse	no SCI receiver-state validation	REVIEWED_SUPPORTED	C-terminal fragment and alpha5beta1 retained
