source_database	ligand_components	receptor_components	source_ligand	source_receptor	source_record_id	pathway	annotation	evidence	review_status	reason
master_LR_union	COL4A6	ITGA2+ITGB1	Col4a6	Itga2_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A6	ITGA3+ITGB1	Col4a6	Itga3_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A6	ITGA9+ITGB1	Col4a6	Itga9_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A6	ITGAV	Col4a6	Itgav					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A6	ITGAV+ITGB8	Col4a6	Itgav_Itgb8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A6	ITGB1	Col4a6	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A6	SDC1	Col4a6	Sdc1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL4A6	SDC4	Col4a6	Sdc4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A1	CD93	Col5a1	Cd93					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A1	DDR1	Col5a1	Ddr1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A1	DDR2	Col5a1	Ddr2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A1	ITGA1	Col5a1	Itga1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A1	ITGA1+ITGB1	Col5a1	Itga1_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A1	ITGA10	Col5a1	Itga10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A1	ITGA10+ITGB1	Col5a1	Itga10_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A1	ITGA11	Col5a1	Itga11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A1	ITGA11+ITGB1	Col5a1	Itga11_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A1	ITGA2	Col5a1	Itga2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A1	ITGA2+ITGB1	Col5a1	Itga2_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A1	ITGB1	Col5a1	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A1	LAIR1	Col5a1	Lair1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A1	SDC1	Col5a1	Sdc1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A1	SDC3	Col5a1	Sdc3					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A2	CD93	Col5a2	Cd93					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A2	DDR1	Col5a2	Ddr1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A2	DDR2	Col5a2	Ddr2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A2	ITGA1	Col5a2	Itga1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A2	ITGA1+ITGB1	Col5a2	Itga1_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A2	ITGA10	Col5a2	Itga10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A2	ITGA10+ITGB1	Col5a2	Itga10_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A2	ITGA11	Col5a2	Itga11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A2	ITGA11+ITGB1	Col5a2	Itga11_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A2	ITGA2	Col5a2	Itga2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A2	ITGA2+ITGB1	Col5a2	Itga2_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A2	ITGB1	Col5a2	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A2	LAIR1	Col5a2	Lair1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A2	SDC1	Col5a2	Sdc1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A3	CD93	Col5a3	Cd93					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A3	DDR1	Col5a3	Ddr1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A3	DDR2	Col5a3	Ddr2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A3	ITGA1	Col5a3	Itga1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A3	ITGA1+ITGB1	Col5a3	Itga1_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A3	ITGA10	Col5a3	Itga10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A3	ITGA10+ITGB1	Col5a3	Itga10_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A3	ITGA11	Col5a3	Itga11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A3	ITGA11+ITGB1	Col5a3	Itga11_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A3	ITGA2	Col5a3	Itga2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A3	ITGA2+ITGB1	Col5a3	Itga2_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A3	ITGB1	Col5a3	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A3	SDC1	Col5a3	Sdc1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL5A3	SDC3	Col5a3	Sdc3					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A1	CD44	Col6a1	Cd44					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A1	GP6	Col6a1	Gp6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A1	ITGA1	Col6a1	Itga1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A1	ITGA10	Col6a1	Itga10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A1	ITGA10+ITGB1	Col6a1	Itga10_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A1	ITGA11	Col6a1	Itga11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A1	ITGA11+ITGB1	Col6a1	Itga11_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A1	ITGA2	Col6a1	Itga2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A1	ITGA3+ITGB1	Col6a1	Itga3_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A1	ITGA6	Col6a1	Itga6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A1	ITGA9+ITGB1	Col6a1	Itga9_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A1	ITGAV+ITGB8	Col6a1	Itgav_Itgb8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A1	ITGB1	Col6a1	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A1	SDC1	Col6a1	Sdc1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A1	SDC4	Col6a1	Sdc4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A2	CD44	Col6a2	Cd44					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A2	GP6	Col6a2	Gp6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A2	ITGA1	Col6a2	Itga1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A2	ITGA10	Col6a2	Itga10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A2	ITGA10+ITGB1	Col6a2	Itga10_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A2	ITGA11	Col6a2	Itga11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A2	ITGA11+ITGB1	Col6a2	Itga11_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A2	ITGA2	Col6a2	Itga2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A2	ITGA3+ITGB1	Col6a2	Itga3_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A2	ITGA9+ITGB1	Col6a2	Itga9_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A2	ITGAV+ITGB8	Col6a2	Itgav_Itgb8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A2	ITGB1	Col6a2	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A2	SDC1	Col6a2	Sdc1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A2	SDC4	Col6a2	Sdc4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A3	CD44	Col6a3	Cd44					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A3	GP6	Col6a3	Gp6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A3	ITGA1	Col6a3	Itga1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A3	ITGA10	Col6a3	Itga10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A3	ITGA10+ITGB1	Col6a3	Itga10_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A3	ITGA11	Col6a3	Itga11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A3	ITGA11+ITGB1	Col6a3	Itga11_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A3	ITGA2	Col6a3	Itga2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A3	ITGA3+ITGB1	Col6a3	Itga3_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A3	ITGA9+ITGB1	Col6a3	Itga9_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A3	ITGAV+ITGB8	Col6a3	Itgav_Itgb8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A3	ITGB1	Col6a3	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A3	SDC1	Col6a3	Sdc1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A3	SDC4	Col6a3	Sdc4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A4	CD44	Col6a4	Cd44					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A4	GP6	Col6a4	Gp6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A4	ITGA1+ITGB1	Col6a4	Itga1_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A4	ITGA10+ITGB1	Col6a4	Itga10_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A4	ITGA11+ITGB1	Col6a4	Itga11_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A4	ITGA2+ITGB1	Col6a4	Itga2_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A4	ITGA3+ITGB1	Col6a4	Itga3_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A4	ITGA9+ITGB1	Col6a4	Itga9_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A4	ITGAV+ITGB8	Col6a4	Itgav_Itgb8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A4	SDC1	Col6a4	Sdc1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A4	SDC4	Col6a4	Sdc4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A5	CD44	Col6a5	Cd44					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A5	GP6	Col6a5	Gp6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A5	ITGA1	Col6a5	Itga1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A5	ITGA1+ITGB1	Col6a5	Itga1_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A5	ITGA10	Col6a5	Itga10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A5	ITGA10+ITGB1	Col6a5	Itga10_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A5	ITGA11	Col6a5	Itga11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A5	ITGA11+ITGB1	Col6a5	Itga11_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A5	ITGA2	Col6a5	Itga2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A5	ITGA2+ITGB1	Col6a5	Itga2_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A5	ITGA3+ITGB1	Col6a5	Itga3_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A5	ITGA9+ITGB1	Col6a5	Itga9_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A5	ITGAV+ITGB8	Col6a5	Itgav_Itgb8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A5	ITGB1	Col6a5	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A5	SDC1	Col6a5	Sdc1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A5	SDC4	Col6a5	Sdc4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A6	CD44	Col6a6	Cd44					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A6	GP6	Col6a6	Gp6					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A6	ITGA1	Col6a6	Itga1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A6	ITGA1+ITGB1	Col6a6	Itga1_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A6	ITGA10	Col6a6	Itga10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A6	ITGA10+ITGB1	Col6a6	Itga10_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A6	ITGA11	Col6a6	Itga11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A6	ITGA11+ITGB1	Col6a6	Itga11_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A6	ITGA2	Col6a6	Itga2					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A6	ITGA2+ITGB1	Col6a6	Itga2_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A6	ITGA3+ITGB1	Col6a6	Itga3_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A6	ITGA9+ITGB1	Col6a6	Itga9_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A6	ITGAV+ITGB8	Col6a6	Itgav_Itgb8					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A6	ITGB1	Col6a6	Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A6	SDC1	Col6a6	Sdc1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL6A6	SDC4	Col6a6	Sdc4					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL7A1	ITGA1	Col7a1	Itga1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL7A1	ITGA1+ITGB1	Col7a1	Itga1_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL7A1	ITGA10	Col7a1	Itga10					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL7A1	ITGA10+ITGB1	Col7a1	Itga10_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL7A1	ITGA11	Col7a1	Itga11					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
master_LR_union	COL7A1	ITGA11+ITGB1	Col7a1	Itga11_Itgb1					candidate_public_only_not_graph_edge	no_component_normalized_match_in_mSCIdblit
