module22a_handoff_id	pair_label_canonical	terminal_tf_entities	module21a_evidence_ids	source_locators	source_species	source_cell_type_model	source_assay_or_perturbation	source_relation_type	source_evidence_layer	source_confidence_tier	source_evidence_summary	source_limitations	source_review_status	search_boundary	limitations	disposition	blocker_tags
M22A-HANDOFF-001910	Ifng IFNGR1_IFNGR2	STAT1 candidate	M21A-PAIR-EVID-095	https://pubmed.ncbi.nlm.nih.gov/7493650/; https://pubmed.ncbi.nlm.nih.gov/7688313/	human and bovine	fetal cartilage and chondrocytes	affinity chromatography, beta1/alpha2 blocking and adhesion	direct molecular/proximal binding; function	downstream_pathway_function	high	native collagen-II-alpha2beta1 cartilage branch	Native fibril/heterotrimer and receptor presentation required.	mapped_to_local_primary_source_packet	Primary downstream review batches002_005; TF target-program search remains separate.	Exact pSTAT1/nuclear translocation supports relay; target program remains Module22A.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved;program_or_function_level_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-001911	Ifnk IFNAR1_IFNAR2	STAT/ISGF3 candidates	M21A-PAIR-EVID-096	https://pubmed.ncbi.nlm.nih.gov/?term=COL4A1+CD44; https://pubmed.ncbi.nlm.nih.gov/7513665/	none qualifying	exact-pair search boundary	exact-pair search; separate collagen-IV/CD44 observations	unresolved	ligand_receptor_binding_or_activation	low	no defensible COL4A1-CD44 branch	Do not transfer CD44-CEA or general collagen-IV adhesion.	mapped_to_local_primary_source_packet	Primary downstream review batches002_005; TF target-program search remains separate.	Exact terminal TF activation was not isolated; mouse exact-pair resolution is low.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;tf_or_target_assignment_unresolved;exact_pair_or_family_review_required
M22A-HANDOFF-001921	Wnt5a Fzd6	beta-catenin candidate	M21A-PAIR-EVID-106	https://pmc.ncbi.nlm.nih.gov/articles/PMC8816931/	mouse	oocytes/follicles and fertility knockout	co-IP, MIB2/Gm364 perturbation, gamma-secretase, NICD2 and AKT	direct association; receptor activation; function	downstream_pathway_function	medium	DLL3-NOTCH2-MIB2-NICD2-AKT branch	Specialized oocyte context; not generalized trans activation.	mapped_to_local_primary_source_packet	Primary downstream review batches002_005; TF target-program search remains separate.	Two non-interchangeable contexts are retained in one pair record; no target-program inference.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved;program_or_function_level_boundary;model_or_context_boundary
M22A-HANDOFF-001922	Agrn Dag1	SOX9 candidate	M21A-PAIR-EVID-077	https://pubmed.ncbi.nlm.nih.gov/9417121/; https://pmc.ncbi.nlm.nih.gov/articles/PMC4760904/	human, bovine and mouse	cartilage/chondrocyte, muscle and kidney models	binding/co-IP, gain/loss, DAG1 blockade and cartilage assays	direct binding; receptor-proximal anchorage; function	downstream_pathway_function	medium	AGRN-DAG1/LRP4 extracellular anchorage and chondrogenic branch	Glycosylation/complex context and non-SCI models limit reuse; cartilage target program belongs in Module22A.	mapped_to_local_primary_source_packet	Primary downstream review batches006_010; TF target-program search remains separate.	Glycosylation/complex context and non-SCI models limit reuse; cartilage target program belongs in Module22A.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved;program_or_function_level_boundary;model_or_context_boundary
M22A-HANDOFF-001927	Col1a1 Cd44	STAT3 candidate	M21A-PAIR-EVID-082	https://pmc.ncbi.nlm.nih.gov/articles/PMC13182600/	rat	T9-T10 contusion SCI and PC12 OGD/R	co-IP/colocalization, COL1A1/CD44 manipulation, AG-490 and pJAK1/pSTAT3	receptor-proximal association; function	downstream_pathway_function	medium	COL1A1-CD44-JAK1/STAT3-autophagy SCI branch	No purified extracellular binding assay; AG-490 is nonspecific. The local mismatched PMID 42549511 is not used.	mapped_to_local_primary_source_packet	Primary downstream review batches006_010; TF target-program search remains separate.	No purified extracellular binding assay; AG-490 is nonspecific. The local mismatched PMID 42549511 is not used.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved;model_or_context_boundary
M22A-HANDOFF-002112	Dmp1 ITGAV_ITGB3	c-Jun	M21A-PAIR-EVID-109	https://pmc.ncbi.nlm.nih.gov/articles/PMC3190986/	human and mouse	MSC, MC3T3-E1 and odontoblast-like cells	adhesion, alphaVbeta3 blockade, co-IP, FAK/ERK/JNK and c-Jun assays	receptor-proximal complex; function	downstream_pathway_function	medium	DMP1-alphaVbeta3-FAK-ERK/JNK branch	Phospho-c-Jun nuclear/transcriptional activation measured; target program belongs in Module22A.	mapped_to_local_primary_source_packet	Primary downstream review batches006_010; TF target-program search remains separate.	Phospho-c-Jun nuclear/transcriptional activation measured; target program belongs in Module22A.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved;program_or_function_level_boundary
M22A-HANDOFF-002154	Lama3 ITGA6_ITGB4	NF-kB p65 candidate	M21A-PAIR-EVID-144	https://pubmed.ncbi.nlm.nih.gov/16413178/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2820731/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2289398/	human, mouse and recombinant	laminin-332/LM332 epithelial and keratinocyte models	integrin binding, adhesion, hemidesmosome organization and beta4-tail signaling	direct binding; receptor-proximal function	downstream_pathway_function	high	LAMA3/LAMB3-laminin-332-alpha6beta4 hemidesmosome branch	Evidence is intact LM332, not isolated LAMA3/LAMB3; NF-kB p65 was measured in mouse keratinocytes on laminin-332 and belongs in Module22A.	mapped_to_local_primary_source_packet	Primary downstream review batches006_010; TF target-program search remains separate.	Evidence is intact LM332, not isolated LAMA3/LAMB3; NF-kB p65 was measured in mouse keratinocytes on laminin-332 and belongs in Module22A.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;tf_or_target_assignment_unresolved
M22A-HANDOFF-002171	Lama5 ITGA6_ITGB1	TAZ; TEAD candidates	M21A-PAIR-EVID-152	https://pmc.ncbi.nlm.nih.gov/articles/PMC5580876/; https://pmc.ncbi.nlm.nih.gov/articles/PMC4281560/	human	laminin-511/521 and breast cancer stem cells	structural binding, alpha6Bbeta1 perturbation, nuclear TAZ, TEAD reporter and target genes	direct binding; receptor-proximal function	downstream_pathway_function	high	LAMA5/laminin-511-alpha6Bbeta1-TAZ/TEAD branch	Direct TAZ/TEAD activation is context-specific and belongs in Module22A; generic alpha6beta1/mouse SCI transfer is not justified.	mapped_to_local_primary_source_packet	Primary downstream review batches006_010; TF target-program search remains separate.	Direct TAZ/TEAD activation is context-specific and belongs in Module22A; generic alpha6beta1/mouse SCI transfer is not justified.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved;model_or_context_boundary
M22A-HANDOFF-002199	Lamb3 ITGA6_ITGB4	NF-kB p65 candidate	M21A-PAIR-EVID-144	https://pubmed.ncbi.nlm.nih.gov/16413178/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2820731/; https://pmc.ncbi.nlm.nih.gov/articles/PMC2289398/	human, mouse and recombinant	laminin-332/LM332 epithelial and keratinocyte models	integrin binding, adhesion, hemidesmosome organization and beta4-tail signaling	direct binding; receptor-proximal function	downstream_pathway_function	high	LAMA3/LAMB3-laminin-332-alpha6beta4 hemidesmosome branch	Evidence is intact LM332, not isolated LAMA3/LAMB3; NF-kB p65 was measured in mouse keratinocytes on laminin-332 and belongs in Module22A.	mapped_to_local_primary_source_packet	Primary downstream review batches006_010; TF target-program search remains separate.	Evidence is intact LM332, not isolated LAMA3/LAMB3; NF-kB p65 was measured in mouse keratinocytes on laminin-332 and belongs in Module22A.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;tf_or_target_assignment_unresolved
M22A-HANDOFF-002326	Dspp ITGAV_ITGB1	ELK1	M21A-PAIR-EVID-217	https://pubmed.ncbi.nlm.nih.gov/22134916/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3285302/; https://reactome.org/content/detail/R-HSA-4086132	mouse	C3H10T1/2 mesenchymal and dental-pulp cells	DPP substrate, alphaV/beta1 blockade, beta1 knockdown, pFAK/paxillin/pERK/pELK1 and odontogenic differentiation	direct processed-DPP binding; receptor-proximal relay; function	downstream_pathway_function	high	DSPP/DPP-alphaVbeta1-FAK/paxillin-ERK-ELK1 odontogenic branch	Evidence is for the cleaved DPP region of DSPP rather than necessarily full-length precursor. ELK1 phosphorylation was directly measured and is handed to Module22A.	mapped_to_local_primary_source_packet	Primary downstream review batches012_013; TF target-program search remains separate.	Evidence is for the cleaved DPP region of DSPP rather than necessarily full-length precursor. ELK1 phosphorylation was directly measured and is handed to Module22A.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved;molecular_form_boundary
M22A-HANDOFF-002544	Amh Acvr1_Amhr2	SMAD1;SMAD5;SMAD8	M21A-PAIR-EVID-4855	PMID:20861221; PMCID:PMC4023255; PMCID:PMC3842941	human; mouse; recombinant AMH systems	SMAT1 cells; Müllerian-duct mesenchyme; immature granulosa cells; receptor-reconstitution and conditional-knockout mouse models	AMH processing and receptor activation assays; pSMAD1/5/8 immunoblotting; type-I receptor depletion and Amhr2-Cre conditional Smad/Acvr1/Bmpr1a perturbations	Mature AMH engages AMHR2 and recruits an ACVR1-containing type-I receptor complex to activate the BMP-like SMAD1/5/8 branch	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	medium-high	AMH -> AMHR2/ACVR1 receptor complex -> SMAD1/5/8-SMAD4 -> Müllerian-duct regression and granulosa-cell response	AMH processing and type-I receptor usage are context dependent, with BMPR1A also contributing in some models; the submitted composite is a receptor-complex edge, not an isolated ACVR1 binary interaction.	mapped_to_local_primary_source_packet	Primary downstream review batches198_199; exact pair/family boundary search.	AMH processing and type-I receptor usage are context dependent, with BMPR1A also contributing in some models; the submitted composite is a receptor-complex edge, not an isolated ACVR1 binary interaction.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-002565	Angptl4 Cdh11	CTNNB1	M21A-PAIR-EVID-4871	PMID:28740178; URL:https://reactome.org/content/detail/R-HSA-9762246	human; mouse comparator	fibroblast and scar-remodeling models; recombinant C-terminal ANGPTL4/CDH11 complex systems	cANGPTL4-CDH11 binding and complex assays; ANGPTL4 fragment perturbation; beta-catenin-mediated ID3 expression, collagen, and wound-healing readouts	C-terminal ANGPTL4 binds CDH11 and modulates a cadherin-catenin complex associated with fibroblast scar-remodeling output	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	medium-high	cANGPTL4 -> CDH11/CTNND1/CTNNB1 complex -> beta-catenin-dependent ID3 regulation -> reduced scar-collagen output	The interaction is fragment- and cadherin-complex dependent; the primary study is fibroblast/scar context rather than SCI, and beta-catenin is a transcriptional coactivator endpoint rather than evidence of a direct ANGPTL4-TF interaction.	mapped_to_local_primary_source_packet	Primary downstream review batches198_199; exact pair/family boundary search.	The interaction is fragment- and cadherin-complex dependent; the primary study is fibroblast/scar context rather than SCI, and beta-catenin is a transcriptional coactivator endpoint rather than evidence of a direct ANGPTL4-TF interaction.	not_promoted_under_current_strict_gate	model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-002684	B2m Hfe	HIF1A	M21A-PAIR-EVID-2354	PMID:9356458; PMID:9465039; PMCID:PMC3182156; DOI:10.1016/S0167-4889(97)00097-9	human; mouse	Human and mouse HFE/B2M transfection systems; human prostate, breast, lung, and renal cancer cell models; mouse metastasis models	Co-immunoprecipitation and cell-surface-expression perturbation; B2M/HFE knockdown or overexpression; iron, HIF-1-alpha, EMT, invasion, and metastasis readouts	direct B2M-HFE complex formation with HFE-dependent iron-responsive HIF-1-alpha/EMT signaling	receptor_proximal_relay	high	B2M-HFE-TFRC iron-homeostasis branch to HIF-1-alpha and EMT	HFE is an MHC-I-like chaperone/receptor context rather than a canonical secreted-factor GPCR/RTK. The cancer signaling study supports HIF-1-alpha activation and EMT, but does not establish a single direct HIF1A DNA-occupancy assay or universal normal-tissue mechanism. Module 21A bounded-relay promotion batch081 (2026-09-02): exact pair interaction or receptor-associated relay/function is raised to high at the validated layer. The intracellular effector, noncanonical circuit, complex/cofactor, species/model, assay, and pathway-versus-terminal-TF boundaries remain explicit; no unsupported canonical ligand/receptor, terminal-TF, or SCI claim is made.	mapped_to_local_primary_source_packet	Primary downstream review batches100_101; exact pair/family boundary search.	HFE is an MHC-I-like chaperone/receptor context rather than a canonical secreted-factor GPCR/RTK. The cancer signaling study supports HIF-1-alpha activation and EMT, but does not establish a single direct HIF1A DNA-occupancy assay or universal normal-tissue mechanism.	not_promoted_under_current_strict_gate	model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-002960	Clcf1_Crlf1 Cntfr_Il6st	STAT3	M21A-PAIR-EVID-4948	PMID:23818941; PMID:30632962	human; mouse	SH-SY5Y human neuroblastoma cells; human lung adenocarcinoma cells; mouse lung-tumor models	CLCF1/CRLF1 heterodimer stimulation; gp130-neutralizing antibody or JAK1/2 inhibitor; CNTFR knockdown; STAT phosphorylation, viability, clonogenic and tumor-growth assays	Secreted CLCF1-CRLF1 forms a composite ligand for the CNTFR signaling complex containing CNTFR, LIFR and IL6ST/gp130; receptor engagement activates JAK/STAT signaling and contributes to ERK/AKT and cell-survival outputs	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	CLCF1-CRLF1 -> CNTFR/LIFR/IL6ST-gp130 -> JAK1/2-STAT3 with ERK/AKT crosstalk -> survival and tumor-growth outputs	The submitted ligand and receptor are composite entities; the strongest direct receptor-complex and pSTAT evidence is in engineered or tumor-cell contexts, and the studies do not establish an SCI-specific receiver state. STAT3 is a provisional endpoint for Module22A rather than a fully resolved terminal program.	mapped_to_local_primary_source_packet	Primary downstream review batches202_203; exact pair/family boundary search.	The submitted ligand and receptor are composite entities; the strongest direct receptor-complex and pSTAT evidence is in engineered or tumor-cell contexts, and the studies do not establish an SCI-specific receiver state. STAT3 is a provisional endpoint for Module22A rather than a fully resolved terminal program.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;ligand_or_family_specificity_boundary;tf_or_target_assignment_unresolved;program_or_function_level_boundary;model_or_context_boundary;exact_pair_or_family_review_required
