regulator_key	display_symbols	species_scopes	source_registries	source_versions	identity_catalogs	original_triage_bucket	identity_source_count	catalog_profile_count	tflink_target_count	identifier_flags	primary_role_category	role_subcategory	role_screen_basis	classification_status	module_route	module22b_eligibility	evidence_readiness	sort_priority	provenance_note
znf615	ZNF615	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf616	ZNF616	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf618	ZNF618	human	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	422		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf619	ZNF619	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf620	ZNF620	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf621	ZNF621	human	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	1		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf623	ZNF623	human;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	4	1	374		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf624	ZNF624	human	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	2		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf625	ZNF625	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf626	ZNF626	human	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	11		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf627	ZNF627	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf628	ZNF628	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf629	ZNF629	human	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	3509		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf630	ZNF630	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf639	ZNF639	human	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	10167		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf641	ZNF641	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf644	ZNF644	human	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	5183		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf646	ZNF646	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf648	ZNF648	human;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	3	1	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_profile_only	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf649	ZNF649	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
