pair_key	pair_label_canonical	verdict	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes
wnt1 fzd6_lrp5	Wnt1 Fzd6_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt1%22%20AND%20%22fzd6%20lrp5%22;https://europepmc.org/search?query=%22wnt1%22%20AND%20%22fzd6%20lrp5%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt1 fzd6_lrp5
wnt1 fzd6_lrp6	Wnt1 Fzd6_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt1%22%20AND%20%22fzd6%20lrp6%22;https://europepmc.org/search?query=%22wnt1%22%20AND%20%22fzd6%20lrp6%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt1 fzd6_lrp6
wnt1 fzd7_lrp5	Wnt1 Fzd7_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt1%22%20AND%20%22fzd7%20lrp5%22;https://europepmc.org/search?query=%22wnt1%22%20AND%20%22fzd7%20lrp5%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt1 fzd7_lrp5
wnt1 fzd7_lrp6	Wnt1 Fzd7_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt1%22%20AND%20%22fzd7%20lrp6%22;https://europepmc.org/search?query=%22wnt1%22%20AND%20%22fzd7%20lrp6%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt1 fzd7_lrp6
wnt1 fzd8_lrp5	Wnt1 Fzd8_lrp5	hold_low	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt1%22%20AND%20%22fzd8%20lrp5%22;https://europepmc.org/search?query=%22wnt1%22%20AND%20%22fzd8%20lrp5%22	Xenopus and mammalian receptor systems	partial receptor-complex evidence	Wnt1/FZD8 binding and LRP5/6 co-receptor biology were found, but the exact Wnt1-FZD8-LRP5 ternary receptor was not directly established in the audited primary packet.	Wnt1-FZD8-LRP6 evidence cannot be transferred to LRP5 by homology alone.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt1 fzd8_lrp5
wnt1 fzd8_lrp6	Wnt1 Fzd8_lrp6	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/11029007/;https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt1%22%20AND%20%22fzd8%20lrp6%22;https://europepmc.org/search?query=%22wnt1%22%20AND%20%22fzd8%20lrp6%22	Xenopus, mouse, and mammalian receptor systems	direct ternary-complex binding; canonical activation	Wnt1 induced association of FZD8 and LRP6, and the LRP6 extracellular domain bound Wnt1 in the primary reconstitution/functional studies that established the Wnt-FZD-LRP6 receptor complex.	The source uses receptor ectodomains and generic Fz/LRP receptor-complex language; species and stoichiometry differ across assays.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt1 fzd8_lrp6
wnt1 fzd9_lrp5	Wnt1 Fzd9_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt1%22%20AND%20%22fzd9%20lrp5%22;https://europepmc.org/search?query=%22wnt1%22%20AND%20%22fzd9%20lrp5%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt1 fzd9_lrp5
wnt1 fzd9_lrp6	Wnt1 Fzd9_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt1%22%20AND%20%22fzd9%20lrp6%22;https://europepmc.org/search?query=%22wnt1%22%20AND%20%22fzd9%20lrp6%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt1 fzd9_lrp6
wnt1 ryk	Wnt1 Ryk	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/15454084/;https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt1%22%20AND%20%22ryk%22;https://europepmc.org/search?query=%22wnt1%22%20AND%20%22ryk%22	mouse and mammalian neural systems	direct receptor binding; receptor-dependent neurite/Wnt function	RYK is a Wnt co-receptor; primary work showed Wnt1-dependent TCF activation and Wnt/Ryk-dependent neurite guidance/outgrowth.	RYK generally acts with Frizzled and Dishevelled rather than as an isolated canonical receptor.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt1 ryk
wnt10a fzd10_lrp5	Wnt10a Fzd10_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt10a%22%20AND%20%22fzd10%20lrp5%22;https://europepmc.org/search?query=%22wnt10a%22%20AND%20%22fzd10%20lrp5%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt10a fzd10_lrp5
