curation_id	external_record_key	species_context	tf_symbol	target_symbol	reference_pmids	public_reference_reuse_pmids	public_reference_reuse_item_count	existing_modules	status
PUBTF-CUR-041605	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002867	mouse	Mybl2	Adora2b	17979185	17979185	2		reference_reuse_review
PUBTF-CUR-041606	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002868	mouse	Mybl2	Adra2b	17979185	17979185	2		reference_reuse_review
PUBTF-CUR-041607	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002869	mouse	Mybl2	Ccna1	11264176	11264176	4		reference_reuse_review
PUBTF-CUR-041610	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002872	mouse	Mybl2	Erbb2	2577338	2577338	3		reference_reuse_review
PUBTF-CUR-041611	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002873	mouse	Mybl2	Igfbp5	11973331	11973331	2		reference_reuse_review
PUBTF-CUR-041612	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002874	mouse	Mybl2	Lin9	17098733	17098733	2		reference_reuse_review
PUBTF-CUR-041613	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002875	mouse	Mybl2	Mip	17098733	17098733	2		reference_reuse_review
PUBTF-CUR-041615	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002877	mouse	Mybl2	Prrc2a	22513242	22513242	3		reference_reuse_review
PUBTF-CUR-041616	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002878	mouse	Mybl2	Rfx2	20003220	20003220	3		reference_reuse_review
PUBTF-CUR-041617	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002879	mouse	Mybl2	Sftpa1	10488087	10488087	3		reference_reuse_review
PUBTF-CUR-041618	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002880	mouse	Myc	Acp5	12211441	12211441	3		reference_reuse_review
PUBTF-CUR-041619	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002881	mouse	Myc	Bax	11103792	11103792	3		reference_reuse_review
PUBTF-CUR-041621	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002883	mouse	Myc	Bcl2	11704823	11704823	3		reference_reuse_review
PUBTF-CUR-041622	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002884	mouse	Myc	Cad	9111322	9111322	3		reference_reuse_review
PUBTF-CUR-041623	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002885	mouse	Myc	Cad	10567564;10931841	10567564;10931841	2		reference_reuse_review
PUBTF-CUR-041626	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002888	mouse	Myc	Ccnb1	11983916	11983916	52		reference_reuse_review
PUBTF-CUR-041627	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002889	mouse	Myc	Ccnd2	9339900	9339900	13		reference_reuse_review
PUBTF-CUR-041628	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002890	mouse	Myc	Ccnd2	10508165	10508165	2		reference_reuse_review
PUBTF-CUR-041630	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002892	mouse	Myc	Cdh1	18519590	18519590	5		reference_reuse_review
PUBTF-CUR-041631	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002893	mouse	Myc	Cdk4	10688915	10688915	2		reference_reuse_review
PUBTF-CUR-041632	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002894	mouse	Myc	Cdkn1a	23804320;24586582	23804320;24586582	8		reference_reuse_review
PUBTF-CUR-041633	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002895	mouse	Myc	Cdkn2a	11062467	11062467	8		reference_reuse_review
PUBTF-CUR-041634	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002896	mouse	Myc	Cdkn2b	24586582	24586582	8		reference_reuse_review
PUBTF-CUR-041635	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002897	mouse	Myc	Cebpd	20426839	20426839	2		reference_reuse_review
PUBTF-CUR-041636	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002898	mouse	Myc	Dkk1	17964517	17964517	2		reference_reuse_review
PUBTF-CUR-041637	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002899	mouse	Myc	Eed	22184065	22184065	3		reference_reuse_review
PUBTF-CUR-041638	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002900	mouse	Myc	Eif4e	10229202	10229202	3		reference_reuse_review
PUBTF-CUR-041639	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002901	mouse	Myc	Ezh2	22184065	22184065	3		reference_reuse_review
PUBTF-CUR-041640	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002902	mouse	Myc	Fasl	12707336	12707336	9		reference_reuse_review
PUBTF-CUR-041641	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002903	mouse	Myc	Hdac2	20697349	20697349	5		reference_reuse_review
PUBTF-CUR-041642	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002904	mouse	Myc	Hnrnpa1	20010808	20010808	6		reference_reuse_review
PUBTF-CUR-041643	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002905	mouse	Myc	Hnrnpa2b1	20010808	20010808	6		reference_reuse_review
PUBTF-CUR-041644	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002906	mouse	Myc	Mir122	24038073	24038073	3		reference_reuse_review
PUBTF-CUR-041645	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002907	mouse	Myc	Mir18b	23681229	23681229	2		reference_reuse_review
PUBTF-CUR-041646	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002908	mouse	Myc	Mta1	25153068	25153068	2		reference_reuse_review
PUBTF-CUR-041647	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002909	mouse	Myc	Mxi1	14716294	14716294	4		reference_reuse_review
PUBTF-CUR-041648	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002910	mouse	Myc	Myc	14716294	14716294	4		reference_reuse_review
PUBTF-CUR-041649	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002911	mouse	Myc	Ndrg1	10381566	10381566	4		reference_reuse_review
PUBTF-CUR-041651	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002913	mouse	Myc	Nop56	24013231	24013231	2		reference_reuse_review
PUBTF-CUR-041652	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002914	mouse	Myc	Nrgn	21068393	21068393	9		reference_reuse_review
PUBTF-CUR-041654	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002916	mouse	Myc	Odc1	7478599;7729426;8356088	7478599;7729426;8356088	4		reference_reuse_review
PUBTF-CUR-041655	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002917	mouse	Myc	Pdgfrb	12153142	12153142	2		reference_reuse_review
PUBTF-CUR-041656	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002918	mouse	Myc	Ptma	9185588	9185588	2		reference_reuse_review
PUBTF-CUR-041657	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002919	mouse	Myc	Ptma	7729426	7729426	3		reference_reuse_review
PUBTF-CUR-041659	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002921	mouse	Myc	Slc11a1	12840021	12840021	3		reference_reuse_review
PUBTF-CUR-041660	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002922	mouse	Myc	Slc1a2	24277080	24277080	2		reference_reuse_review
PUBTF-CUR-041661	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002923	mouse	Myc	Slc1a2	24277080	24277080	2		reference_reuse_review
PUBTF-CUR-041662	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002924	mouse	Myc	Snai1	18978814	18978814	2		reference_reuse_review
PUBTF-CUR-041663	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002925	mouse	Myc	Suz12	22184065	22184065	3		reference_reuse_review
PUBTF-CUR-041664	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002926	mouse	Myc	Tert	10022128;15511642	10022128;15511642	3		reference_reuse_review
PUBTF-CUR-041665	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002927	mouse	Myc	Tert	11562751;16880523	11562751;16880523	4		reference_reuse_review
PUBTF-CUR-041666	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002928	mouse	Myc	Tfam	15988031	15988031	2		reference_reuse_review
PUBTF-CUR-041667	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002929	mouse	Myc	Timp3	7642607	7642607	2		reference_reuse_review
PUBTF-CUR-041668	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002930	mouse	Myc	Trp53	8494784	8494784	4		reference_reuse_review
PUBTF-CUR-041669	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002931	mouse	Myc	Trp53	10348347;19086036	10348347;19086036	20		reference_reuse_review
PUBTF-CUR-041670	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002932	mouse	Myc	Trrap	15876353	15876353	3		reference_reuse_review
PUBTF-CUR-041671	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002933	mouse	Myc	Wnt4	15964998	15964998	2		reference_reuse_review
PUBTF-CUR-041674	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002936	mouse	Mycn	Acp5	12211441	12211441	3		reference_reuse_review
PUBTF-CUR-041675	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002937	mouse	Mycn	Hdac2	20697349	20697349	5		reference_reuse_review
PUBTF-CUR-041676	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002938	mouse	Mycn	Igfbp2	10383152	10383152	2		reference_reuse_review
PUBTF-CUR-041677	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002939	mouse	Mycn	Igfbp6	10383152	10383152	2		reference_reuse_review
PUBTF-CUR-041678	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002940	mouse	Mycn	Ndrg1	10381566	10381566	4		reference_reuse_review
PUBTF-CUR-041679	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002941	mouse	Mycn	Nrgn	21068393	21068393	9		reference_reuse_review
PUBTF-CUR-041681	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002943	mouse	Mycn	Ptdss1	21068393	21068393	9		reference_reuse_review
PUBTF-CUR-041682	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002944	mouse	Mycn	Smad4	17585069	17585069	3		reference_reuse_review
PUBTF-CUR-041683	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002945	mouse	Myef2	Myl2	8589760	8589760	2		reference_reuse_review
PUBTF-CUR-041684	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002946	mouse	Myf5	Ccnd3	12105204	12105204	12		reference_reuse_review
PUBTF-CUR-041685	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002947	mouse	Myf5	Cdkn1a	12105204	12105204	12		reference_reuse_review
PUBTF-CUR-041686	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002948	mouse	Myf5	Des	8062833	8062833	5		reference_reuse_review
PUBTF-CUR-041687	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002949	mouse	Myf5	Myf6	7852366	7852366	3		reference_reuse_review
PUBTF-CUR-041688	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002950	mouse	Myf5	Myh7b	22638570	22638570	3		reference_reuse_review
PUBTF-CUR-041689	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002951	mouse	Myf5	Myod1	20978076	20978076	3		reference_reuse_review
PUBTF-CUR-041690	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002952	mouse	Myf5	Myog	1659574	1659574	3		reference_reuse_review
PUBTF-CUR-041691	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002953	mouse	Myf5	Rb1	12105204	12105204	12		reference_reuse_review
PUBTF-CUR-041692	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002954	mouse	Myf5	Sp7	18372333	18372333	2		reference_reuse_review
PUBTF-CUR-041693	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002955	mouse	Myf5	Trp73	16007124	16007124	5		reference_reuse_review
PUBTF-CUR-041694	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002956	mouse	Myf6	Ampd1	26101156	26101156	4		reference_reuse_review
PUBTF-CUR-041695	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002957	mouse	Myf6	Ccnd3	12105204	12105204	12		reference_reuse_review
PUBTF-CUR-041696	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002958	mouse	Myf6	Cdkn1a	12105204	12105204	12		reference_reuse_review
PUBTF-CUR-041697	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002959	mouse	Myf6	Des	8062833	8062833	5		reference_reuse_review
PUBTF-CUR-041698	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002960	mouse	Myf6	Myog	1659574	1659574	3		reference_reuse_review
PUBTF-CUR-041699	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002961	mouse	Myf6	Rb1	12105204	12105204	12		reference_reuse_review
PUBTF-CUR-041700	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002962	mouse	Myf6	Reck	16007210	16007210	2		reference_reuse_review
PUBTF-CUR-041701	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002963	mouse	Myf6	Trp73	16007124	16007124	5		reference_reuse_review
PUBTF-CUR-041702	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002964	mouse	Myocd	Acta2	19797053	19797053	4		reference_reuse_review
PUBTF-CUR-041703	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002965	mouse	Myocd	Mylk	15550397	15550397	3		reference_reuse_review
PUBTF-CUR-041704	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002966	mouse	Myocd	Tagln	16224064;22398275	16224064;22398275	2		reference_reuse_review
PUBTF-CUR-041705	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002967	mouse	Myocd	Tgfb1i1	21984848	21984848	2		reference_reuse_review
PUBTF-CUR-041706	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002968	mouse	Myod1	Acacb	12642900	12642900	4		reference_reuse_review
PUBTF-CUR-041707	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002969	mouse	Myod1	Acta2	19269978	19269978	4		reference_reuse_review
PUBTF-CUR-041709	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002971	mouse	Myod1	Aldh1a1	8382796	8382796	2		reference_reuse_review
PUBTF-CUR-041710	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002972	mouse	Myod1	Ankrd2	23824195	23824195	2		reference_reuse_review
PUBTF-CUR-041711	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002973	mouse	Myod1	Arnt	9733792	9733792	3		reference_reuse_review
PUBTF-CUR-041712	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002974	mouse	Myod1	Atp6v1e1	8382796	8382796	2		reference_reuse_review
PUBTF-CUR-041713	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002975	mouse	Myod1	Atp9a	24535414	24535414	2		reference_reuse_review
PUBTF-CUR-041714	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002976	mouse	Myod1	Atxn3	15233999	15233999	5		reference_reuse_review
PUBTF-CUR-041715	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002977	mouse	Myod1	Barx2	12486129	12486129	3		reference_reuse_review
PUBTF-CUR-041717	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002979	mouse	Myod1	Ccnd1	20940258	20940258	2		reference_reuse_review
PUBTF-CUR-041718	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002980	mouse	Myod1	Ccnd3	12105204	12105204	12		reference_reuse_review
PUBTF-CUR-041719	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002981	mouse	Myod1	Cdc6	20048262	20048262	3		reference_reuse_review
PUBTF-CUR-041721	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002983	mouse	Myod1	Cdkn1a	12105204;15254975;18211587	12105204;18211587	12		reference_reuse_review
PUBTF-CUR-041722	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002984	mouse	Myod1	Cdkn1c	18513743	18513743	3		reference_reuse_review
PUBTF-CUR-041724	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002986	mouse	Myod1	Cdo1	15572127	15572127	2		reference_reuse_review
PUBTF-CUR-041725	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002987	mouse	Myod1	Cdon	15572127	15572127	2		reference_reuse_review
PUBTF-CUR-041726	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002988	mouse	Myod1	Ckm	18211587;8999959	18211587	8		reference_reuse_review
PUBTF-CUR-041727	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002989	mouse	Myod1	Ckm	9690516	9690516	4		reference_reuse_review
PUBTF-CUR-041729	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002991	mouse	Myod1	Dcx	12023284	12023284	2		reference_reuse_review
PUBTF-CUR-041730	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002992	mouse	Myod1	Des	8062833	8062833	5		reference_reuse_review
PUBTF-CUR-041731	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002993	mouse	Myod1	Fosl1	25006242	25006242	2		reference_reuse_review
PUBTF-CUR-041735	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002997	mouse	Myod1	Itga7	16129691;8798472	16129691;8798472	2		reference_reuse_review
PUBTF-CUR-041736	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002998	mouse	Myod1	Maf	14521912	14521912	5		reference_reuse_review
PUBTF-CUR-041737	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002999	mouse	Myod1	Myf6	7852366	7852366	3		reference_reuse_review
PUBTF-CUR-041739	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003001	mouse	Myod1	Myh7b	22638570	22638570	3		reference_reuse_review
PUBTF-CUR-041740	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003002	mouse	Myod1	Myl1	1658001	1658001	2		reference_reuse_review
PUBTF-CUR-041741	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003003	mouse	Myod1	Myl1	1847512	1847512	2		reference_reuse_review
PUBTF-CUR-041742	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003004	mouse	Myod1	Myl2	8589760	8589760	2		reference_reuse_review
PUBTF-CUR-041743	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003005	mouse	Myod1	Myl6	1847512	1847512	2		reference_reuse_review
PUBTF-CUR-041744	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003006	mouse	Myod1	Myog	1659574;17194702;17562853	1659574;17194702;17562853	3		reference_reuse_review
PUBTF-CUR-041747	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003009	mouse	Myod1	Rb1	12105204;7970718	12105204	12		reference_reuse_review
PUBTF-CUR-041749	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003011	mouse	Myod1	Reck	16007210	16007210	2		reference_reuse_review
PUBTF-CUR-041758	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003020	mouse	Myod1	Snai2	12023284	12023284	2		reference_reuse_review
PUBTF-CUR-041759	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003021	mouse	Myod1	Sp7	18372333	18372333	2		reference_reuse_review
PUBTF-CUR-041760	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003022	mouse	Myod1	Trp73	16007124	16007124	5		reference_reuse_review
PUBTF-CUR-041763	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003025	mouse	Myog	Barx2	12486129	12486129	3		reference_reuse_review
PUBTF-CUR-041764	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003026	mouse	Myog	Ccnd3	12105204	12105204	12		reference_reuse_review
PUBTF-CUR-041765	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003027	mouse	Myog	Cdkn1a	12105204	12105204	12		reference_reuse_review
PUBTF-CUR-041766	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003028	mouse	Myog	Des	8062833	8062833	5		reference_reuse_review
PUBTF-CUR-041767	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003029	mouse	Myog	Itga7	8798472	8798472	2		reference_reuse_review
PUBTF-CUR-041768	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003030	mouse	Myog	Myef2	1656214	1656214	2		reference_reuse_review
PUBTF-CUR-041769	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003031	mouse	Myog	Myf6	7852366	7852366	3		reference_reuse_review
PUBTF-CUR-041770	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003032	mouse	Myog	Myh7b	22638570	22638570	3		reference_reuse_review
PUBTF-CUR-041771	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003033	mouse	Myog	Myl1	1658001	1658001	2		reference_reuse_review
PUBTF-CUR-041772	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003034	mouse	Myog	Myod1	20978076	20978076	3		reference_reuse_review
PUBTF-CUR-041774	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003036	mouse	Myog	Rb1	12105204	12105204	12		reference_reuse_review
PUBTF-CUR-041775	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003037	mouse	Myog	Trp73	16007124	16007124	5		reference_reuse_review
PUBTF-CUR-041776	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003038	mouse	Mzf1	Sell	19041738	19041738	5		reference_reuse_review
PUBTF-CUR-041777	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003039	mouse	Mzf1	Sod3	12374566	12374566	3		reference_reuse_review
PUBTF-CUR-041778	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003040	mouse	Nab1	Egr1	7624335	7624335	2		reference_reuse_review
PUBTF-CUR-041779	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003041	mouse	Nab1	Egr2	7624335	7624335	2		reference_reuse_review
PUBTF-CUR-041780	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003042	mouse	Nab1	Ifngr1	23935197	23935197	3		reference_reuse_review
PUBTF-CUR-041781	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003043	mouse	Nab1	Lhb	10319325	10319325	7		reference_reuse_review
PUBTF-CUR-041782	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003044	mouse	Nab2	Egr2	22842221	22842221	2		reference_reuse_review
PUBTF-CUR-041783	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003045	mouse	Nab2	Id2	18456662	18456662	4		reference_reuse_review
PUBTF-CUR-041784	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003046	mouse	Nab2	Id4	18456662	18456662	4		reference_reuse_review
PUBTF-CUR-041786	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003048	mouse	Nanog	Bglap2	22585661	22585661	2		reference_reuse_review
PUBTF-CUR-041788	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003050	mouse	Nanog	Cdx2	19564890	19564890	3		reference_reuse_review
PUBTF-CUR-041793	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003055	mouse	Nanog	Idh1	22585661	22585661	2		reference_reuse_review
PUBTF-CUR-041794	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003056	mouse	Nanog	Lin28a	25240402	25240402	7		reference_reuse_review
PUBTF-CUR-041795	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003057	mouse	Nanog	Mir290a	25240402	25240402	7		reference_reuse_review
PUBTF-CUR-041796	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003058	mouse	Nanog	Mir295	25240402	25240402	7		reference_reuse_review
PUBTF-CUR-041797	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003059	mouse	Nanog	Mir302a	24040406	24040406	4		reference_reuse_review
PUBTF-CUR-041799	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003061	mouse	Nanog	Nr0b1	20937355	20937355	4		reference_reuse_review
PUBTF-CUR-041800	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003062	mouse	Nanog	Snai1	25240402	25240402	7		reference_reuse_review
PUBTF-CUR-041802	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003064	mouse	Nanog	Xist	21085182	21085182	5		reference_reuse_review
PUBTF-CUR-041805	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003067	mouse	Nanog	Zfp819	23954693	23954693	3		reference_reuse_review
PUBTF-CUR-041806	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003068	mouse	Ncoa1	Adipoq	18584035	18584035	3		reference_reuse_review
