node_id	canonical_name	node_type	node_subtype	gene_symbol	organism_scope	compartment	notes
NODE11732	Dll3	ligand		Dll3			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Dll3; exportable_edge_count=2
NODE11733	Dll4	ligand		Dll4			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Dll4; exportable_edge_count=2
NODE11734	Dmp1	ligand		Dmp1			modules=20B;23B; pathways=DMP1 integrin signaling;module20a_frozen_ligand_receptor; label_variants=DMP1; Dmp1; exportable_edge_count=2
NODE11735	Dopamine D2-like receptor-associated cAMP-CREB and T-cell differentiation program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=Dopamine D2-like receptor-associated cAMP-CREB and T-cell differentiation program; exportable_edge_count=1
NODE11736	Dopamine-DRD1-associated PKA/NMDA-CREB activation program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=Dopamine-DRD1-associated PKA/NMDA-CREB activation program; exportable_edge_count=1
NODE11737	Dpp4	receptor		Dpp4			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Dpp4; exportable_edge_count=1
NODE11738	Draxin	ligand		Draxin			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Draxin; exportable_edge_count=1
NODE11739	Dsc1	ligand		Dsc1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Dsc1; exportable_edge_count=3
NODE11740	Dsc2	ligand		Dsc2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Dsc2; exportable_edge_count=2
NODE11741	Dsc3	ligand		Dsc3			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Dsc3; exportable_edge_count=2
NODE11742	Dscam	receptor		Dscam			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Dscam; exportable_edge_count=1
NODE11743	Dsg2	ligand		Dsg2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Dsg2; exportable_edge_count=2
NODE11744	Dsg3	receptor		Dsg3			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Dsg3; exportable_edge_count=2
NODE11745	Dsg4	receptor		Dsg4			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Dsg4; exportable_edge_count=3
NODE11746	Dspp	ligand		Dspp			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Dspp; exportable_edge_count=1
NODE11747	E2-GPER1-associated cAMP/PLC immediate-early transcriptional program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=E2-GPER1-associated cAMP/PLC immediate-early transcriptional program; exportable_edge_count=1
NODE11748	ECM scar	signaling_effector					modules=23B; pathways=perivascular fibroblast / ECM scar; label_variants=ECM scar; exportable_edge_count=1
NODE11749	ECM-GAG mechanical state	signaling_effector					modules=23B; pathways=chronic lesion mechanics / ECM-GAG branch; label_variants=ECM-GAG mechanical state; exportable_edge_count=1
NODE11750	ECM/GAG composition	signaling_effector					modules=23B; pathways=chronic hemisection scar mechanics; label_variants=ECM/GAG composition; exportable_edge_count=1
NODE11751	ECM/myeloid recruitment and repair program	signaling_effector					modules=23B; pathways=glycan-sulfation SCI matrix program; label_variants=ECM/myeloid recruitment and repair program; exportable_edge_count=1
NODE11752	ECM1	signaling_effector					modules=23B; pathways=ECM1 receptor complex; label_variants=ECM1; exportable_edge_count=1
NODE11753	ECM1-ITGB4-FAK/GSK3B-SOX2-HIF1A gastric-cancer stemness program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=ECM1-ITGB4-FAK/GSK3B-SOX2-HIF1A gastric-cancer stemness program; exportable_edge_count=1
NODE11754	ECM1-ITGB4-SOX2-associated gastric-cancer metastasis and glucose-metabolism phenotype	signaling_effector					modules=22B; pathways=phenotype; label_variants=ECM1-ITGB4-SOX2-associated gastric-cancer metastasis and glucose-metabolism phenotype; exportable_edge_count=1
NODE11755	EDA2R-NIK noncanonical NF-kB muscle-atrophy program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=EDA2R-NIK noncanonical NF-kB muscle-atrophy program; exportable_edge_count=1
NODE11756	EDIL3-alphaVbeta5 angiogenic HOXD3 program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=EDIL3-alphaVbeta5 angiogenic HOXD3 program; exportable_edge_count=1
NODE11757	EDIL3-alphaVbeta5-associated endothelial migration and neovascularization phenotype	signaling_effector					modules=22B; pathways=phenotype; label_variants=EDIL3-alphaVbeta5-associated endothelial migration and neovascularization phenotype; exportable_edge_count=1
NODE11758	EDIL3-integrin-ERK-RUNX2 osteoblast-differentiation program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=EDIL3-integrin-ERK-RUNX2 osteoblast-differentiation program; exportable_edge_count=1
NODE11759	EDIL3-integrin-associated HoxD3 angiogenic switch	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=EDIL3-integrin-associated HoxD3 angiogenic switch; exportable_edge_count=1
NODE11760	EDIL3/Del-1	ligand					modules=23B; pathways= with downstream αVβ3;Del-1 integrin branches;EDIL3-LFA1 inflammatory adhesion interference;EDIL3-alphaVbeta5 angiogenic switch and neovascularization; label_variants=EDIL3/DEL-1; EDIL3/Del-1; exportable_edge_count=7
NODE11761	EFNA2	ligand		EFNA2			modules=23B; pathways=EFNA2-EPHA2 binding survey;EFNA2-EPHA5 binding survey;EFNA2-EPHA6 binding survey;EFNA2-EPHA7 neural branch;EFNA2-EPHA8 activation;EPHA3-ephrin-A2 reverse signaling;Eph-ephrin ligand-receptor binding; label_variants=EFNA2; Efna2; exportable_edge_count=8
NODE11762	EFNA2 -> EPHA5 -> context-dependent axon-repulsion/guidance function	signaling_effector					modules=22B; pathways=phenotype; label_variants=EFNA2 -> EPHA5 -> context-dependent axon-repulsion/guidance function; exportable_edge_count=1
NODE11763	EFNA2 <-> EPHA3 -> ephrin-A2 reverse signaling -> beta1-integrin-dependent adhesion	signaling_effector					modules=22B; pathways=phenotype; label_variants=EFNA2 <-> EPHA3 -> ephrin-A2 reverse signaling -> beta1-integrin-dependent adhesion; exportable_edge_count=1
NODE11764	EFNA2/ephrin-A2	ligand					modules=23B; pathways=EphA3–ephrin-A2 binding and ephrin reverse signaling to β1 adhesion; label_variants=EFNA2/ephrin-A2; exportable_edge_count=3
NODE11765	EFNA3 -> EPHA5 -> context-dependent neurite guidance/repulsion	signaling_effector					modules=22B; pathways=phenotype; label_variants=EFNA3 -> EPHA5 -> context-dependent neurite guidance/repulsion; exportable_edge_count=1
NODE11766	EFNA3/ephrin-A3	signaling_effector					modules=23B; pathways=EphA2–ephrin-A3 adhesion and hypoxia-sensitive SREBP1/ACLY output; label_variants=EFNA3/ephrin-A3; exportable_edge_count=2
NODE11767	EFNA4-EPHA10-ERK NANOG/OCT4 oral-cancer stemness program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=EFNA4-EPHA10-ERK NANOG/OCT4 oral-cancer stemness program; exportable_edge_count=1
NODE11768	EFNA4-EPHA10-associated oral-cancer migration, spheroid formation, and metastasis phenotype	signaling_effector					modules=22B; pathways=phenotype; label_variants=EFNA4-EPHA10-associated oral-cancer migration, spheroid formation, and metastasis phenotype; exportable_edge_count=1
NODE11769	EFNA5 -> EPHA4 -> EphA4 clustering/RTK signaling -> context-dependent growth-cone collapse or adhesion	signaling_effector					modules=22B; pathways=phenotype; label_variants=EFNA5 -> EPHA4 -> EphA4 clustering/RTK signaling -> context-dependent growth-cone collapse or adhesion; exportable_edge_count=1
NODE11770	EFNA5 -> EPHA5 EphA-RTK binding branch; functional direction and relay unresolved	signaling_effector					modules=22B; pathways=phenotype; label_variants=EFNA5 -> EPHA5 EphA-RTK binding branch; functional direction and relay unresolved; exportable_edge_count=1
NODE11771	EFNA5/ephrin-A5	ligand					modules=23B; pathways=EphA10–ephrin-A5 association and E-cadherin/β-catenin invasion phenotype;clustered ephrin-A5–EphA2 signaling to MEK/ERK or AKT and cytoskeletal output;ephrin-A5–EphA4 clustering/RTK signaling and context-dependent guidance/adhesion; label_variants=EFNA5/ephrin-A5; exportable_edge_count=8
NODE11772	EFNB1 -> EPHA4 -> receptor tyrosine phosphorylation -> cortical progenitor proliferation	signaling_effector					modules=22B; pathways=phenotype; label_variants=EFNB1 -> EPHA4 -> receptor tyrosine phosphorylation -> cortical progenitor proliferation; exportable_edge_count=1
NODE11773	EFNB1 -> EPHB2 -> p120-RasGAP/Ras downregulation -> MEK-ERK attenuation -> neurite retraction; reverse ephrin-B1 phosphorylation is retained as a separate layer	signaling_effector					modules=22B; pathways=phenotype; label_variants=EFNB1 -> EPHB2 -> p120-RasGAP/Ras downregulation -> MEK-ERK attenuation -> neurite retraction; reverse ephrin-B1 phosphorylation is retained as a separate layer; exportable_edge_count=1
NODE11774	EFNB1 -> EPHB3 -> kinase-dependent adhesion inhibition and kinase-independent Rac1/Cdc42 decrease with relative RhoA increase -> altered adhesion/migration	signaling_effector					modules=22B; pathways=phenotype; label_variants=EFNB1 -> EPHB3 -> kinase-dependent adhesion inhibition and kinase-independent Rac1/Cdc42 decrease with relative RhoA increase -> altered adhesion/migration; exportable_edge_count=1
NODE11775	EFNB1-EPHB6 trans co-clustering -> double-membrane tubular contacts and stabilized cell-cell adhesion -> reduced cancer-cell invasion	signaling_effector					modules=22B; pathways=phenotype; label_variants=EFNB1-EPHB6 trans co-clustering -> double-membrane tubular contacts and stabilized cell-cell adhesion -> reduced cancer-cell invasion; exportable_edge_count=1
NODE11776	EFNB3	ligand		EFNB3			modules=23B; pathways= ephrB axon/OPC relay;Eph-ephrin axon organization;Eph-ephrin cross-class ligand binding;Eph-ephrin inflammatory pathway;Eph-ephrin tissue separation;EphB6/ephrin-B3 forward signaling; myelin repulsion and integrin-beta1 migration branch;Reelin/ephrin-B-dependent neuronal migration and lamination;Reelin–ephrin-B3 co-receptor recognition;ephrin-B–ApoER2/VLDLR–Dab1; label_variants=EFNB3; Efnb3; exportable_edge_count=10
NODE11777	EFNB3 -> EPHA4 -> contact repulsion and RhoA/PKC-alpha/FAK-associated cytoskeletal relay -> axon guidance or OPC differentiation inhibition	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=EFNB3 -> EPHA4 -> contact repulsion and RhoA/PKC-alpha/FAK-associated cytoskeletal relay -> axon guidance or OPC differentiation inhibition; exportable_edge_count=1
NODE11778	EGFL7	ligand		EGFL7			modules=23B; pathways=EGFL7-alphaVbeta3 angiogenic branch;EGFL7-alphaVbeta3 angiogenic function;EGFL7-alphaVbeta3 focal-adhesion signaling; label_variants=EGFL7; exportable_edge_count=3
NODE11779	EGFR cis/trans complex	receptor					modules=23B; pathways=FGL1/hepassocin-EGFR -> NOX1/ROS and p38 -> endothelial injury and monocyte adhesion;L1CAM-EGFR-cis/trans interaction-RTK phosphorylation-MAPK/neurite-adhesion branch; label_variants=EGFR cis/trans complex; exportable_edge_count=5
NODE11780	EGFR receptor complex	signaling_effector					modules=21B; pathways=EGF-RTK-PI3K-AKT;EGF-RTK-RAS-ERK; label_variants=EGFR receptor complex; exportable_edge_count=2
NODE11781	EGFR transactivation complex	signaling_effector					modules=23B; pathways=VCAN-domain/ADAMTS1-EGFR transactivation ERK invasion; label_variants=EGFR transactivation complex; exportable_edge_count=2
NODE11782	EGFR-CEACAM1 phospho-regulatory complex	signaling_effector					modules=23B; pathways=EGFR phosphorylation of CEACAM1 and RAS-MAPK feedback; label_variants=EGFR-CEACAM1 phospho-regulatory complex; exportable_edge_count=2
NODE11783	EGFR-Src-CAV1/Grb7	signaling_effector					modules=23B; pathways=EGF migration crosstalk; label_variants=EGFR-Src-CAV1/Grb7; exportable_edge_count=1
NODE11784	EGFR-associated p38/PKC/JAK-STAT/AKT and K-Ras/MAPK growth branches; exact-pair relay unresolved	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=EGFR-associated p38/PKC/JAK-STAT/AKT and K-Ras/MAPK growth branches; exact-pair relay unresolved; exportable_edge_count=1
NODE11785	EGFR-family ERK-ELK1 immediate-early growth program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=EGFR-family ERK-ELK1 immediate-early growth program; exportable_edge_count=1
NODE11786	EGFR_ERBB2	receptor					modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=EGFR_ERBB2; exportable_edge_count=4
NODE11787	EGR1	signaling_effector					modules=22B; pathways=cell_state_program;phenotype; label_variants=EGR1; exportable_edge_count=4
NODE11788	EGR1 promoter	target_gene					modules=22B; pathways=target_gene; label_variants=EGR1 promoter; exportable_edge_count=1
NODE11789	EGR1;FOS	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=EGR1;FOS; exportable_edge_count=1
NODE11790	EGR1;c-FOS	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=EGR1;c-FOS; exportable_edge_count=1
NODE11791	ELK1	transcription_factor		ELK1			modules=22B; pathways=cell_state_program;phenotype;target_gene; label_variants=ELK1; exportable_edge_count=6
NODE11792	ELK1;AP-1	signaling_effector					modules=22B; pathways=cell_state_program;phenotype; label_variants=ELK1;AP-1; exportable_edge_count=2
NODE11793	EP2	signaling_effector					modules=24B; pathways=PGE2-EP2-ERK/cAMP spinal pain relay; label_variants=EP2; exportable_edge_count=1
NODE11794	EP4	signaling_effector					modules=24B; pathways=PGE2-EP4 anti-inflammatory spinal feedback; label_variants=EP4; exportable_edge_count=1
NODE11795	EPHA10 pseudo-RTK	receptor					modules=23B; pathways=EphA10–ephrin-A5 association and E-cadherin/β-catenin invasion phenotype; label_variants=EPHA10 pseudo-RTK; exportable_edge_count=2
NODE11796	EPHA4-RhoA/PKC/FAK	signaling_effector					modules=23B; pathways= ephrB axon/OPC relay; label_variants=EPHA4-RhoA/PKC/FAK; exportable_edge_count=1
NODE11797	EPHB3	signaling_effector					modules=23B; pathways=EFNB1 -> EPHB3 -> kinase-dependent adhesion inhibition and kinase-independent Rac1/Cdc42 decrease with relative RhoA increase -> altered adhesion/migration; label_variants=EPHB3; exportable_edge_count=2
NODE11798	EPHB4-Src/STAT3	signaling_effector					modules=23B; pathways=alternative EPO receptor signaling; label_variants=EPHB4-Src/STAT3; exportable_edge_count=1
NODE11799	EPO-EPOR-JAK2-STAT5 induction of SOCS2; SOCS2-CRL5 recognition/ubiquitination of phospho-EPOR; terminal TF not assigned to the SOCS2 edge	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=EPO-EPOR-JAK2-STAT5 induction of SOCS2; SOCS2-CRL5 recognition/ubiquitination of phospho-EPOR; terminal TF not assigned to the SOCS2 edge; exportable_edge_count=1
NODE11800	ERBB2/HER2-Src/MAPK	signaling_effector					modules=23B; pathways=HSP90 client receptor complex; label_variants=ERBB2/HER2-Src/MAPK; exportable_edge_count=1
NODE11801	ERBB2_ERBB3	receptor					modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=ERBB2_ERBB3; exportable_edge_count=1
NODE11802	ERBB2_ERBB4	receptor					modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=ERBB2_ERBB4; exportable_edge_count=3
NODE11803	EREG-ErbB ERK-ELK1 immediate-early growth program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=EREG-ErbB ERK-ELK1 immediate-early growth program; exportable_edge_count=1
NODE11804	ERF	signaling_effector					modules=22B; pathways=cell_state_program;phenotype; label_variants=ERF; exportable_edge_count=2
NODE11805	ERK-dependent oligodendrocyte progenitor migration	signaling_effector					modules=21B; pathways=PDGF-OPC-ERK-function; label_variants=ERK-dependent oligodendrocyte progenitor migration; exportable_edge_count=1
NODE11806	ERK/Akt-CREB neurite/survival function	signaling_effector					modules=23B; pathways=activated A2M neural function; label_variants=ERK/Akt-CREB neurite/survival function; exportable_edge_count=1
NODE11807	ESR1	transcription_factor		ESR1			modules=22B; pathways=target_gene; label_variants=ESR1; exportable_edge_count=2
NODE11808	ESR2	transcription_factor		ESR2			modules=22B; pathways=target_gene; label_variants=ESR2; exportable_edge_count=1
NODE11809	ETBR/EDNRB transcription	signaling_effector					modules=21B; pathways=Notch1-STAT3-ETBR; label_variants=ETBR/EDNRB transcription; exportable_edge_count=1
NODE11810	ETV4;ETV5	signaling_effector					modules=22B; pathways=cell_state_program;phenotype; label_variants=ETV4;ETV5; exportable_edge_count=2
NODE11811	ETV5	transcription_factor		ETV5			modules=22B; pathways=target_gene; label_variants=ETV5; exportable_edge_count=1
NODE11812	Ebi3_Il12a	ligand					modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Ebi3_Il12a; exportable_edge_count=1
NODE11813	Ebi3_Il27	ligand					modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Ebi3_Il27; exportable_edge_count=1
NODE11814	Edn1	ligand		Edn1			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Edn1; exportable_edge_count=2
NODE11815	Edn2	ligand		Edn2			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Edn2; exportable_edge_count=2
NODE11816	Edn3	ligand		Edn3			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Edn3; exportable_edge_count=2
NODE11817	Ednra	receptor		Ednra			modules=20B; pathways=module20a_frozen_ligand_receptor; label_variants=Ednra; exportable_edge_count=3
