paper_identifier	identifier_type	identifier_value	canonical_url	metadata_status	title	authors	publication_year	journal	source_lanes	source_registers	source_record_count	source_record_ids	source_edge_ids	source_evidence_ids	source_handoff_ids	confidence_tiers	evidence_layers	sci_context_phrase_present	notes
PMID:10386854	PMID	10386854	https://pubmed.ncbi.nlm.nih.gov/10386854/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	3	module22b_evidence_register:M22B-EVID-005978;module22b_evidence_register:M22B-EVID-006672;module22b_evidence_register:M22B-EVID-007149	M22B-E005805;M22B-E006499;M22B-E006976	M22B-EVID-005978;M22B-EVID-006672;M22B-EVID-007149		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10386997	PMID	10386997	https://pubmed.ncbi.nlm.nih.gov/10386997/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006136;module22b_evidence_register:M22B-EVID-008299	M22B-E005963;M22B-E008126	M22B-EVID-006136;M22B-EVID-008299		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10388555	PMID	10388555	https://pubmed.ncbi.nlm.nih.gov/10388555/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-006687	M22B-E006514	M22B-EVID-006687		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10389759	PMID	10389759	https://pubmed.ncbi.nlm.nih.gov/10389759/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	4	module22b_evidence_register:M22B-EVID-005996;module22b_evidence_register:M22B-EVID-006704;module22b_evidence_register:M22B-EVID-008160;module22b_evidence_register:M22B-EVID-008862	M22B-E005823;M22B-E006531;M22B-E007987;M22B-E008689	M22B-EVID-005996;M22B-EVID-006704;M22B-EVID-008160;M22B-EVID-008862		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10389864	PMID	10389864	https://pubmed.ncbi.nlm.nih.gov/10389864/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-007931;module22b_evidence_register:M22B-EVID-009380	M22B-E007758;M22B-E009207	M22B-EVID-007931;M22B-EVID-009380		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10391130	PMID	10391130	https://pubmed.ncbi.nlm.nih.gov/10391130/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-007083;module22b_evidence_register:M22B-EVID-009211	M22B-E006910;M22B-E009038	M22B-EVID-007083;M22B-EVID-009211		medium-high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10391928	PMID	10391928	https://pubmed.ncbi.nlm.nih.gov/10391928/	identifier_only_no_local_metadata					module22a_new_primary_extractions	work/module22a_22b_promotion_audit/module22a_new_primary_extractions.tsv	1	module22a_new_primary_extractions:M22A-P2-NEW-BMP4-ID1-20260902	M22B-E000346	M22B-EVID-000016		High for the BMP4-associated ID1 pathway program and BMPR1A/BMPR2 receptor-utilization evidence in the tested comparator systems; bounded for direct promoter occupancy, receptor stoichiometry, paralog specificity, and SCI transfer	ligand_receptor_or_direct_molecular	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10392899	PMID	10392899	https://pubmed.ncbi.nlm.nih.gov/10392899/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006013;module22b_evidence_register:M22B-EVID-008188	M22B-E005840;M22B-E008015	M22B-EVID-006013;M22B-EVID-008188		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10393330	PMID	10393330	https://pubmed.ncbi.nlm.nih.gov/10393330/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-007464	M22B-E007291	M22B-EVID-007464		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10393860	PMID	10393860	https://pubmed.ncbi.nlm.nih.gov/10393860/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-008085	M22B-E007912	M22B-EVID-008085		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10395285	PMID	10395285	https://pubmed.ncbi.nlm.nih.gov/10395285/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-006687	M22B-E006514	M22B-EVID-006687		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10395653	PMID	10395653	https://pubmed.ncbi.nlm.nih.gov/10395653/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-008859	M22B-E008686	M22B-EVID-008859		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10395798	PMID	10395798	https://pubmed.ncbi.nlm.nih.gov/10395798/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-006687	M22B-E006514	M22B-EVID-006687		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10396055	PMID	10396055	https://pubmed.ncbi.nlm.nih.gov/10396055/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006830;module22b_evidence_register:M22B-EVID-008999	M22B-E006657;M22B-E008826	M22B-EVID-006830;M22B-EVID-008999		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10397274	PMID	10397274	https://pubmed.ncbi.nlm.nih.gov/10397274/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-008096;module22b_evidence_register:M22B-EVID-009521	M22B-E007923;M22B-E009348	M22B-EVID-008096;M22B-EVID-009521		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10397740	PMID	10397740	https://pubmed.ncbi.nlm.nih.gov/10397740/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-007995;module22b_evidence_register:M22B-EVID-009442	M22B-E007822;M22B-E009269	M22B-EVID-007995;M22B-EVID-009442		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10399958	PMID	10399958	https://pubmed.ncbi.nlm.nih.gov/10399958/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006689;module22b_evidence_register:M22B-EVID-008848	M22B-E006516;M22B-E008675	M22B-EVID-006689;M22B-EVID-008848		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10402231	PMID	10402231	https://pubmed.ncbi.nlm.nih.gov/10402231/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-009310	M22B-E009137	M22B-EVID-009310		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10403401	PMID	10403401	https://pubmed.ncbi.nlm.nih.gov/10403401/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-007546	M22B-E007373	M22B-EVID-007546		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10404091	PMID	10404091	https://pubmed.ncbi.nlm.nih.gov/10404091/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-007989;module22b_evidence_register:M22B-EVID-009436	M22B-E007816;M22B-E009263	M22B-EVID-007989;M22B-EVID-009436		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10404096	PMID	10404096	https://pubmed.ncbi.nlm.nih.gov/10404096/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-007989;module22b_evidence_register:M22B-EVID-009436	M22B-E007816;M22B-E009263	M22B-EVID-007989;M22B-EVID-009436		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10405161	PMID	10405161	https://pubmed.ncbi.nlm.nih.gov/10405161/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-007151;module22b_evidence_register:M22B-EVID-009265	M22B-E006978;M22B-E009092	M22B-EVID-007151;M22B-EVID-009265		medium-high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10405202	PMID	10405202	https://pubmed.ncbi.nlm.nih.gov/10405202/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006704;module22b_evidence_register:M22B-EVID-008862	M22B-E006531;M22B-E008689	M22B-EVID-006704;M22B-EVID-008862		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10406469	PMID	10406469	https://pubmed.ncbi.nlm.nih.gov/10406469/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	9	module22b_evidence_register:M22B-EVID-006635;module22b_evidence_register:M22B-EVID-008770;module22b_evidence_register:M22B-EVID-008785;module22b_evidence_register:M22B-EVID-008786;module22b_evidence_register:M22B-EVID-008787;module22b_evidence_register:M22B-EVID-008788;module22b_evidence_register:M22B-EVID-008789;module22b_evidence_register:M22B-EVID-008790;module22b_evidence_register:M22B-EVID-008798	M22B-E006462;M22B-E008597;M22B-E008612;M22B-E008613;M22B-E008614;M22B-E008615;M22B-E008616;M22B-E008617;M22B-E008625	M22B-EVID-006635;M22B-EVID-008770;M22B-EVID-008785;M22B-EVID-008786;M22B-EVID-008787;M22B-EVID-008788;M22B-EVID-008789;M22B-EVID-008790;M22B-EVID-008798		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10406835	PMID	10406835	https://pubmed.ncbi.nlm.nih.gov/10406835/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006752;module22b_evidence_register:M22B-EVID-008905	M22B-E006579;M22B-E008732	M22B-EVID-006752;M22B-EVID-008905		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10406964	PMID	10406964	https://pubmed.ncbi.nlm.nih.gov/10406964/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006322;module22b_evidence_register:M22B-EVID-008472	M22B-E006149;M22B-E008299	M22B-EVID-006322;M22B-EVID-008472		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10409233	PMID	10409233	https://pubmed.ncbi.nlm.nih.gov/10409233/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-009937	M22B-E009764	M22B-EVID-009937		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10411657	PMID	10411657	https://pubmed.ncbi.nlm.nih.gov/10411657/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-007197	M22B-E007024	M22B-EVID-007197		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:10411939	PMID	10411939	https://pubmed.ncbi.nlm.nih.gov/10411939/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006744;module22b_evidence_register:M22B-EVID-008898	M22B-E006571;M22B-E008725	M22B-EVID-006744;M22B-EVID-008898		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
