review_priority_rank	review_priority_score	ligand_label	receptor_label	route_record_count	unique_evidence_id_count	output_annotated_route_count	tf_annotated_route_count	intracellular_annotated_route_count	missing_intracellular_count	missing_tf_count	route_tiers	selection_note
1209	74	TNC/tenascin-C FBG domain	TLR4	5	5	2	0	3	2	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
1210	74	TNR/tenascin-R FBG domain	TLR4	5	5	2	0	3	2	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
1211	74	TREM2	DAP12/TYROBP	5	2	3	0	4	1	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
1212	74	TREML4	DAP12/TYROBP	5	2	3	0	4	1	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
1213	74	TSLPI/Ixodes scapularis tick salivary lectin pathway inhibitor	FCN2/L-ficolin	5	2	3	0	4	1	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
1214	74	Urocortin-1	CRHR1/CRH receptor 1	5	4	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1215	72	ANGPT2	ITGAV:ITGB3/ITGB5 and ITGA5:ITGB1	5	3	2	0	4	1	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1216	72	APRIL/TNFSF13	TACI/TNFRSF13B	5	5	3	0	0	5	5	ligand_receptor_entry_only:2;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
1217	72	CEACAM4	PDCD1LG2/PD-L2	5	3	2	0	4	1	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1218	72	CFH/Complement Factor H	SELL/L-selectin	5	3	2	0	4	1	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1219	72	CSP/Plasmodium falciparum circumsporozoite protein	C4BP/C4b-binding protein	5	3	2	0	4	1	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1220	72	DSCAM-CT	PTPRT/PTPrho	5	3	2	0	4	1	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1221	72	DSCAML1-CT	PTPRT/PTPrho	5	3	2	0	4	1	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1222	72	FGFR4	SDC2/syndecan-2	5	3	2	0	4	1	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1223	72	HBEGF	SDC2/syndecan-2	5	3	2	0	4	1	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1224	72	Hevin/SPARCL1 C-terminal fragment (astrocyte-derived)	TLR4 on microglia	5	5	2	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_output_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1225	72	Lsa25/Leptospira interrogans surface adhesin 25	C4BP/C4b-binding protein	5	3	2	0	4	1	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1226	72	Lsa30/Leptospira interrogans surface adhesin 30	C4BP/C4b-binding protein	5	3	2	0	4	1	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1227	72	Lsa33/Leptospira interrogans surface adhesin 33	C4BP/C4b-binding protein	5	3	2	0	4	1	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1228	72	NCL/Nucleolin	SELL/L-selectin	5	3	2	0	4	1	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1229	72	NPNT	ITGA8:ITGB1	4	10	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
1230	72	NRG1-beta	ERBB2/HER2:ERBB3/HER3 receptor complex	5	5	3	0	0	5	5	ligand_receptor_entry_only:2;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
1231	72	NTN1/netrin-1	MCAM/CD146	5	5	3	0	0	5	5	ligand_receptor_entry_only:2;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
1232	72	Ncam1	L1cam	5	3	2	0	4	1	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1233	72	PDCD1LG2/PD-L2	CD274/PD-L1	5	3	2	0	4	1	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1234	72	SHISA7/CKAMP59	GABRA2/GABA-A receptor alpha2 subunit	5	3	2	0	4	1	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1235	72	Sphingosine-1-phosphate/S1P	TREM2	4	10	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1236	72	TAG1/CNTN2	L1CAM/L1	5	3	2	0	4	1	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1237	72	TNC/tenascin-C	BDNF	5	3	2	0	4	1	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1238	72	VCAN/Versican	SELL/L-selectin	5	3	2	0	4	1	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1239	72	VEGF/VEGFA	SDC2/syndecan-2	5	3	2	0	4	1	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1240	72	extracellular histone H3/H4	TLR4-MD2 complex	5	5	2	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:2;ligand_receptor_output_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1241	70	C1QL2/C1q-like protein 2	ADGRB3/BAI3	5	4	3	0	0	5	5	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_output_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
1242	70	Competence-stimulating peptide 1/CSP-1	MRGPRX2	4	9	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
1243	70	FGF20	FGFR1	5	2	3	0	2	3	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1244	70	HHLA2/HERV-H LTR-associating 2	KIR3DL3	4	8	2	2	0	4	2	ligand_receptor_entry_only:1;ligand_receptor_output_missing_intracellular_and_tf:1;ligand_receptor_tf_annotation_missing_intracellular_and_output:1;ligand_receptor_tf_output_annotation_missing_intracellular:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
1245	70	IL37	IL1R8/SIGIRR	5	4	3	0	0	5	5	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_output_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
1246	70	P2Y4/P2RY4 purinergic receptor	P2Y6/P2RY6 purinergic receptor	5	3	3	0	1	4	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_output_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
1247	70	P2Y6/P2RY6 purinergic receptor	AGTR1/AT1 angiotensin II receptor	5	2	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_missing_intracellular_and_tf:4	Workflow prioritization only; mSCS determines route plausibility and confidence.
1248	70	P2Y6/P2RY6 purinergic receptor	microglial synapse phagocytosis during development	5	2	4	0	0	5	5	ligand_receptor_entry_only:1;ligand_receptor_output_missing_intracellular_and_tf:4	Workflow prioritization only; mSCS determines route plausibility and confidence.
1249	70	POSTN/periostin	STAB1/stabilin-1	4	11	2	0	0	4	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_output_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1250	70	POSTN/periostin	STAB2/stabilin-2	4	11	2	0	0	4	4	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_output_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1251	70	Ptn	ITGAV_ITGB3	4	9	2	0	2	2	4	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
1252	70	SELE/E-selectin	CD44/HCELL	4	9	3	0	0	4	4	ligand_receptor_entry_only:1;ligand_receptor_output_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
1253	68	ANGPTL4/cANGPTL4	NRP1/neuropilin-1	5	2	2	0	3	2	5	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1254	68	ANGPTL5/angiopoietin-like 5	LILRB2/ILT4	5	2	2	0	3	2	5	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1255	68	Adr1/Rickettsia conorii outer-membrane protein	VTN/Vitronectin	5	2	2	0	3	2	5	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1256	68	Ail/Yersinia enterocolitica outer-membrane protein	CFH/Complement Factor H	5	2	2	0	3	2	5	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1257	68	BclA/Bacillus anthracis spore surface protein	CFH/Complement Factor H	5	2	2	0	3	2	5	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1258	68	CALR/calreticulin	LRP1/CD91	5	4	1	0	3	2	5	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
1259	68	CCN1	SDC4	5	3	3	0	0	5	5	ligand_receptor_entry_only:2;ligand_receptor_output_missing_intracellular_and_tf:3	Workflow prioritization only; mSCS determines route plausibility and confidence.
1260	68	CD1D/CD1d	LILRB2/ILT4	5	2	2	0	3	2	5	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1261	68	CD44/sialylated glycoprotein glycoform	SIGLEC15	5	2	2	0	3	2	5	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1262	68	Chondroadherin/CHAD	CFH/Complement Factor H	5	2	2	0	3	2	5	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1263	68	Collagen IX NC4 domain/COL9A1	CFH/Complement Factor H	5	2	2	0	3	2	5	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1264	68	CspA/Borrelia burgdorferi complement regulator-acquiring surface protein A	CFH/Complement Factor H	5	2	2	0	3	2	5	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1265	68	CspZ/Borrelia burgdorferi complement regulator-acquiring surface protein Z	CFH/Complement Factor H	5	2	2	0	3	2	5	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1266	68	DAG1/beta-dystroglycan	MAGI2/S-SCAM	5	2	2	0	3	2	5	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
1267	68	EF-Tu/Mycoplasma hyopneumoniae surface elongation factor Tu	CFH/Complement factor H	5	2	2	0	3	2	5	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
