module	b_edge_ids	b_evidence_id	source_kind	support_kind	source_scope	source_locator	species_support	evidence_layer	exportable	confidence_tier	citation_note	evidence_grade	context_level	grading_status	grading_basis	paper_keys	context_basis	limitations	pass_disposition
23B	M23B-E000247	M23B-EVID-000340	primary_research_paper	primary_experiment	contextual_support	PMID:19141530; DOI:10.1096/fj.08-117564	human	contextual_or_unresolved	true	medium-high	PMID:19141530; DOI:10.1096/fj.08-117564	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1096/fj.08-117564; PMID:19141530	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Retain assembled alpha-v-beta-3; do not assign PTN to free ITGB3.	retain_for_adjudication
23B	M23B-E000247	M23B-EVID-000341	primary_research_paper	primary_experiment	pathway_membership	PMID:19141530; DOI:10.1096/fj.08-117564	human	receptor_proximal_or_pathway	true	medium-high	PMID:19141530; DOI:10.1096/fj.08-117564	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1096/fj.08-117564; PMID:19141530	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	PTPRZ1 is required; standalone PTN-integrin kinase pathway not established.	retain_for_adjudication
23B	M23B-E000247	M23B-EVID-000342	primary_research_paper	primary_experiment	contextual_support	PMID:19141530; DOI:10.1096/fj.08-117564	human	downstream_or_functional	true	medium-high	PMID:19141530; DOI:10.1096/fj.08-117564	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1096/fj.08-117564; PMID:19141530	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Not SCI-specific; direction differs by alpha-v-beta-3 expression.	retain_for_adjudication
23B	M23B-E000248	M23B-EVID-000343	primary_research_paper	primary_experiment	contextual_support	PMID:27445335; PMID:28569747; https://www.jci.org/articles/view/76838	mouse; human comparator	contextual_or_unresolved	true	medium-high	PMID:27445335; PMID:28569747; https://www.jci.org/articles/view/76838	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMID:27445335; PMID:28569747	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	PTPRZ1 isoform and chondroitin-sulfate state matter.	retain_for_adjudication
23B	M23B-E000248	M23B-EVID-000344	primary_research_paper	primary_experiment	pathway_membership	PMID:27445335; PMID:28569747; https://www.jci.org/articles/view/76838	mouse; human comparator	receptor_proximal_or_pathway	true	medium-high	PMID:27445335; PMID:28569747; https://www.jci.org/articles/view/76838	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMID:27445335; PMID:28569747	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	ERF phosphorylation is HSPC-specific and not universal.	retain_for_adjudication
23B	M23B-E000248	M23B-EVID-000345	primary_research_paper	primary_experiment	contextual_support	PMID:27445335; PMID:28569747; https://www.jci.org/articles/view/76838	mouse; human comparator	downstream_or_functional	true	medium	PMID:27445335; PMID:28569747; https://www.jci.org/articles/view/76838	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMID:27445335; PMID:28569747	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Multiple model-specific outputs; do not collapse into one universal branch.	retain_for_adjudication
23B	M23B-E000249	M23B-EVID-000346	primary_research_paper	primary_experiment	direct_edge	PMID:8175719; https://pubmed.ncbi.nlm.nih.gov/8175719/; PMCID:PMC2064262; https://pmc.ncbi.nlm.nih.gov/articles/PMC2064262/; PMID:9749725	rat; mouse comparator	ligand_receptor_or_direct_molecular	true	medium-high	PMID:8175719; PMCID:PMC2064262; PMID:9749725	B	L2	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC2064262; PMID:8175719; PMID:9749725	The register identifies a CNS or neural system but not spinal-cord tissue or SCI.	Strongest evidence uses immobilized/matrix-associated ligand and HS chains.	retain_for_adjudication
23B	M23B-E000249	M23B-EVID-000347	primary_research_paper	primary_experiment	pathway_membership	PMID:8175719; PMCID:PMC2064262; PMID:9749725	rat; mouse comparator	receptor_proximal_or_pathway	true	medium-high	PMID:8175719; PMCID:PMC2064262; PMID:9749725	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC2064262; PMID:8175719; PMID:9749725	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	SDC3 can cooperate with other PTN receptors.	retain_for_adjudication
23B	M23B-E000249	M23B-EVID-000348	primary_research_paper	primary_experiment	contextual_support	PMID:8175719; PMCID:PMC2064262; PMID:9749725	rat; mouse comparator	downstream_or_functional	true	medium	PMID:8175719; PMCID:PMC2064262; PMID:9749725	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC2064262; PMID:8175719; PMID:9749725	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	No terminal TF or SCI receiver-state result.	retain_for_adjudication
23B	M23B-E000250	M23B-EVID-000349	primary_research_paper	primary_experiment	contextual_support	PMID:1317848; PMID:10970776	human; rat comparator	contextual_or_unresolved	true	medium-high	PMID:1317848; PMID:10970776	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMID:10970776; PMID:1317848	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Endogenous PYY processing and tissue context may alter the branch.	retain_for_adjudication
23B	M23B-E000250	M23B-EVID-000350	primary_research_paper	primary_experiment	pathway_membership	PMCID:PMC1221294; PMID:10970776; https://europepmc.org/articles/PMC1221294?pdf=render; local full text=data/raw/evidence/module20_24_supervised_cli_phase2/retry_C23B_PMC1221294_PYY_Y1R_fulltext_10970776.pdf	human; rat comparator	receptor_proximal_or_pathway	true	medium-high	Primary PYY/Y1R gut-epithelial receptor-proximal pathway study; Europe PMC full-text PDF recovered and reviewed	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC1221294; PMID:10970776	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Engineered rat epithelial model; cellular binding is not purified receptor affinity. EGFR is transactivated rather than a second PYY receptor, and no SCI transfer or terminal TF was tested.	retain_for_adjudication
23B	M23B-E000250	M23B-EVID-000351	primary_research_paper	primary_experiment	contextual_support	PMID:1317848; PMID:10970776	human; rat comparator	downstream_or_functional	true	medium	PMID:1317848; PMID:10970776	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMID:10970776; PMID:1317848	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	No terminal TF measured.	retain_for_adjudication
23B	M23B-E000251	M23B-EVID-000352	primary_research_paper	primary_experiment	contextual_support	PMID:10571240; PMID:14729980; PMID:14578885	mouse; rat comparator	contextual_or_unresolved	true	medium-high	PMID:10571240; PMID:14729980; PMID:14578885	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMID:10571240; PMID:14578885; PMID:14729980	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Receptor clustering and cellular context required.	retain_for_adjudication
23B	M23B-E000251	M23B-EVID-000353	primary_research_paper	primary_experiment	pathway_membership	PMID:10571240; PMID:14729980; PMID:14578885	mouse; rat comparator	receptor_proximal_or_pathway	true	medium-high	PMID:10571240; PMID:14729980; PMID:14578885	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMID:10571240; PMID:14578885; PMID:14729980	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Not SCI-specific; no universal LRP8-to-TF edge.	retain_for_adjudication
23B	M23B-E000251	M23B-EVID-000354	primary_research_paper	primary_experiment	contextual_support	PMID:10571240; PMID:14729980; PMID:14578885	mouse; rat comparator	downstream_or_functional	true	medium	PMID:10571240; PMID:14729980; PMID:14578885	B	L2	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMID:10571240; PMID:14578885; PMID:14729980	The register identifies a CNS or neural system but not spinal-cord tissue or SCI.	Developmental-neural context only.	retain_for_adjudication
23B	M23B-E000252	M23B-EVID-000355	primary_research_paper	primary_experiment	contextual_support	PMID:10571240; PMID:14729980; PMID:14578885	mouse; rat comparator	contextual_or_unresolved	true	medium-high	PMID:10571240; PMID:14729980; PMID:14578885	B	L2	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMID:10571240; PMID:14578885; PMID:14729980	The register identifies a CNS or neural system but not spinal-cord tissue or SCI.	Receptor clustering and cellular context required.	retain_for_adjudication
23B	M23B-E000252	M23B-EVID-000356	primary_research_paper	primary_experiment	pathway_membership	PMID:10571240; PMID:14729980; PMID:14578885	mouse; rat comparator	receptor_proximal_or_pathway	true	medium-high	PMID:10571240; PMID:14729980; PMID:14578885	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMID:10571240; PMID:14578885; PMID:14729980	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	Not SCI-specific; no universal VLDLR-to-TF edge.	retain_for_adjudication
23B	M23B-E000252	M23B-EVID-000357	primary_research_paper	primary_experiment	contextual_support	PMID:10571240; PMID:14729980; PMID:14578885	mouse; rat comparator	downstream_or_functional	true	medium	PMID:10571240; PMID:14729980; PMID:14578885	B	L2	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMID:10571240; PMID:14578885; PMID:14729980	The register identifies a CNS or neural system but not spinal-cord tissue or SCI.	Developmental-neural context only.	retain_for_adjudication
23B	M23B-E000253	M23B-EVID-000358	primary_research_paper	primary_experiment	contextual_support	PMID:16836993; PMID:19273616; PMID:20643353; PMID:23744777; PMID:33748906; https://pubmed.ncbi.nlm.nih.gov/16836993/	mouse; human; Xenopus comparator	contextual_or_unresolved	true	medium-high	PMID:16836993; PMID:19273616; PMID:20643353; PMID:23744777; PMID:33748906; https://pubmed.ncbi.nlm.nih.gov/16836993/	B	L2	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMID:16836993; PMID:19273616; PMID:20643353; PMID:23744777; PMID:33748906	The register identifies a CNS or neural system but not spinal-cord tissue or SCI.	Co-receptor and context dependence.	retain_for_adjudication
