"extraction_id"	"module"	"b_evidence_id"	"canonical_paper_key"	"source_locator"	"identity_resolution_status"	"unresolved_reason"	"authoritative_source"
"M20B-P2-R-004014-R134A"	"20B"	"M20B-EVID-004014-P2-DIRECT"	"PMID:29512653; DOI:10.1038/nature26153; PMID:31727777; DOI:10.1083/jcb.201907210; PMID:6358209; DOI:10.1016/S0021-9258(17)43975-5"	"PMID:29512653; https://pubmed.ncbi.nlm.nih.gov/29512653/; DOI:10.1038/nature26153; PMID:31727777; https://pubmed.ncbi.nlm.nih.gov/31727777/; DOI:10.1083/jcb.201907210; PMID:6358209; https://pubmed.ncbi.nlm.nih.gov/6358209/; DOI:10.1016/S0021-9258(17)43975-5; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_INS2_INSR_PMID29512653_core.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_INS2_INSR_PMID31727777_core.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_INS2_INSR_PMID6358209_core.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004014-R134C"	"20B"	"M20B-EVID-004014-P2-FUNC"	"PMID:27518562; DOI:10.1016/j.cell.2016.07.028; PMID:35858325; DOI:10.1073/pnas.2204527119"	"PMID:27518562; https://pubmed.ncbi.nlm.nih.gov/27518562/; DOI:10.1016/j.cell.2016.07.028; PMID:35858325; https://pubmed.ncbi.nlm.nih.gov/35858325/; DOI:10.1073/pnas.2204527119; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_INS2_INSR_PMID27518562_core.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_INS2_INSR_PMID35858325_core.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004014-R134B"	"20B"	"M20B-EVID-004014-P2-RELAY"	"PMID:6178977; DOI:10.1038/298667a0; PMID:11526109; DOI:10.1074/jbc.M105194200; PMID:34826178; DOI:10.1111/febs.16299"	"PMID:6178977; https://pubmed.ncbi.nlm.nih.gov/6178977/; DOI:10.1038/298667a0; PMID:11526109; https://pubmed.ncbi.nlm.nih.gov/11526109/; DOI:10.1074/jbc.M105194200; PMID:34826178; https://pubmed.ncbi.nlm.nih.gov/34826178/; DOI:10.1111/febs.16299; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_INS2_INSR_PMID6178977_core.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_INS2_INSR_PMID11526109_core.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_INS2_INSR_PMID34826178_core.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004025"	"20B"	"M20B-EVID-004025"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004025-R135A"	"20B"	"M20B-EVID-004025-P2-DIRECT"	"PMID:12114498; DOI:10.1074/jbc.C200398200; PMID:17473281; DOI:10.1210/me.2007-0097"	"PMID:12114498; https://pubmed.ncbi.nlm.nih.gov/12114498/; DOI:10.1074/jbc.C200398200; PMID:17473281; https://pubmed.ncbi.nlm.nih.gov/17473281/; DOI:10.1210/me.2007-0097; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_INSL3_RXFP2_PMID12114498_core.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_INSL3_RXFP2_PMID17473281_core.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004025-R135C"	"20B"	"M20B-EVID-004025-P2-FUNC"	"PMID:12114498; DOI:10.1074/jbc.C200398200; PMID:12933905; DOI:10.1210/me.2003-0096; PMID:25562614; DOI:10.1210/en.2014-1473; PMID:36849880; DOI:10.1186/s11658-023-00433-0"	"PMID:12114498; https://pubmed.ncbi.nlm.nih.gov/12114498/; DOI:10.1074/jbc.C200398200; PMID:12933905; https://pubmed.ncbi.nlm.nih.gov/12933905/; DOI:10.1210/me.2003-0096; PMID:25562614; https://pubmed.ncbi.nlm.nih.gov/25562614/; DOI:10.1210/en.2014-1473; PMID:36849880; https://pubmed.ncbi.nlm.nih.gov/36849880/; DOI:10.1186/s11658-023-00433-0; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_INSL3_RXFP2_PMID12114498_core.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_INSL3_RXFP2_PMID12933905_core.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_INSL3_RXFP2_PMID25562614_core.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_INSL3_RXFP2_PMID36849880_core.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004025-R135B"	"20B"	"M20B-EVID-004025-P2-RELAY"	"PMID:15708846; DOI:10.1074/jbc.M414443200; PMID:36849880; DOI:10.1186/s11658-023-00433-0"	"PMID:15708846; https://pubmed.ncbi.nlm.nih.gov/15708846/; DOI:10.1074/jbc.M414443200; PMID:36849880; https://pubmed.ncbi.nlm.nih.gov/36849880/; DOI:10.1186/s11658-023-00433-0; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_INSL3_RXFP2_PMID15708846_core.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_INSL3_RXFP2_PMID36849880_core.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004035"	"20B"	"M20B-EVID-004035"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004036"	"20B"	"M20B-EVID-004036"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004036-R137A"	"20B"	"M20B-EVID-004036-P2-DIRECT"	"PMID:15525639; DOI:10.1074/jbc.M409916200; PMID:25043977; DOI:10.1016/j.abb.2014.07.010"	"PMID:15525639; https://pubmed.ncbi.nlm.nih.gov/15525639/; DOI:10.1074/jbc.M409916200; PMID:25043977; https://pubmed.ncbi.nlm.nih.gov/25043977/; DOI:10.1016/j.abb.2014.07.010; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_INSL5_RXFP3_boundary_PMID15525639_core.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_INSL5_RXFP3_boundary_PMID25043977_core.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004036-R137C"	"20B"	"M20B-EVID-004036-P2-FUNC"	"PMID:29535183; DOI:10.1530/JME-17-0152; PMID:27243554; DOI:10.1111/bph.13522"	"PMID:29535183; https://pubmed.ncbi.nlm.nih.gov/29535183/; DOI:10.1530/JME-17-0152; PMID:27243554; https://pubmed.ncbi.nlm.nih.gov/27243554/; DOI:10.1111/bph.13522; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_INSL5_RXFP3_boundary_PMID29535183_core.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_INSL5_RXFP3_boundary_PMID27243554_core.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004047"	"20B"	"M20B-EVID-004047"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004053"	"20B"	"M20B-EVID-004053"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004053-R139A"	"20B"	"M20B-EVID-004053-P2-DIRECT"	"PMID:39151001; DOI:10.1126/sciadv.adn7771; PMID:11994395; DOI:10.1210/jcem.87.5.8626"	"PMID:39151001; https://pubmed.ncbi.nlm.nih.gov/39151001/; DOI:10.1126/sciadv.adn7771; PMID:11994395; https://pubmed.ncbi.nlm.nih.gov/11994395/; DOI:10.1210/jcem.87.5.8626; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_KISS1_KISS1R_PMID39151001_core.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_KISS1_KISS1R_PMID11994395_core.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004053-R139C"	"20B"	"M20B-EVID-004053-P2-FUNC"	"PMID:15684075; DOI:10.1073/pnas.0409822102; PMID:38512807; DOI:10.1165/rcmb.2023-0469oc; PMID:11527393; DOI:10.1006/bbrc.2001.5470"	"PMID:15684075; https://pubmed.ncbi.nlm.nih.gov/15684075/; DOI:10.1073/pnas.0409822102; PMID:38512807; https://pubmed.ncbi.nlm.nih.gov/38512807/; DOI:10.1165/rcmb.2023-0469oc; PMID:11527393; https://pubmed.ncbi.nlm.nih.gov/11527393/; DOI:10.1006/bbrc.2001.5470; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_KISS1_KISS1R_PMID15684075_core.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_KISS1_KISS1R_PMID38512807_core.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_KISS1_KISS1R_PMID11527393_core.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004053-R139B"	"20B"	"M20B-EVID-004053-P2-RELAY"	"PMID:11994395; DOI:10.1210/jcem.87.5.8626; PMID:38512807; DOI:10.1165/rcmb.2023-0469oc; PMID:39151001; DOI:10.1126/sciadv.adn7771"	"PMID:11994395; https://pubmed.ncbi.nlm.nih.gov/11994395/; DOI:10.1210/jcem.87.5.8626; PMID:38512807; https://pubmed.ncbi.nlm.nih.gov/38512807/; DOI:10.1165/rcmb.2023-0469oc; PMID:39151001; https://pubmed.ncbi.nlm.nih.gov/39151001/; DOI:10.1126/sciadv.adn7771; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_KISS1_KISS1R_PMID11994395_core.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_KISS1_KISS1R_PMID38512807_core.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_KISS1_KISS1R_PMID39151001_core.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004056"	"20B"	"M20B-EVID-004056"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004056-R140C"	"20B"	"M20B-EVID-004056-P2-FUNC"	"PMID:10849422; DOI:10.1074/jbc.M002218200; PMID:23887971; DOI:10.1158/0008-5472.CAN-13-1318"	"PMID:10849422; https://pubmed.ncbi.nlm.nih.gov/10849422/; DOI:10.1074/jbc.M002218200; PMID:23887971; https://pubmed.ncbi.nlm.nih.gov/23887971/; DOI:10.1158/0008-5472.CAN-13-1318; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_KITL_KIT_PMID10849422_core.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_KITL_KIT_PMID23887971_core.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004056-R140B"	"20B"	"M20B-EVID-004056-P2-RELAY"	"PMID:9092574; DOI:10.1074/jbc.272.15.10248; PMID:9355737; DOI:10.1042/bj3270073; PMID:1372524; DOI:10.1091/mbc.3.2.197"	"PMID:9092574; https://pubmed.ncbi.nlm.nih.gov/9092574/; DOI:10.1074/jbc.272.15.10248; PMID:9355737; https://pubmed.ncbi.nlm.nih.gov/9355737/; DOI:10.1042/bj3270073; PMID:1372524; https://pubmed.ncbi.nlm.nih.gov/1372524/; DOI:10.1091/mbc.3.2.197; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_KITL_KIT_PMID9092574_core.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_KITL_KIT_PMID9355737_core.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_KITL_KIT_PMID1372524_core.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004089"	"20B"	"M20B-EVID-004089"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004095"	"20B"	"M20B-EVID-004095"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004095-R141C"	"20B"	"M20B-EVID-004095-P2-FUNC"	"PMID:12077189; DOI:10.1523/JNEUROSCI.22-12-04918.2002; PMID:37015905; DOI:10.1038/s41420-023-01410-4"	"PMID:12077189; https://pubmed.ncbi.nlm.nih.gov/12077189/; DOI:10.1523/JNEUROSCI.22-12-04918.2002; PMID:37015905; https://pubmed.ncbi.nlm.nih.gov/37015905/; DOI:10.1038/s41420-023-01410-4; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_L1CAM_integrin_PMID12077189_core.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_L1CAM_integrin_PMID37015905_core.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004095-R141B"	"20B"	"M20B-EVID-004095-P2-RELAY"	"PMID:12077189; DOI:10.1523/JNEUROSCI.22-12-04918.2002; PMID:37015905; DOI:10.1038/s41420-023-01410-4"	"PMID:12077189; https://pubmed.ncbi.nlm.nih.gov/12077189/; DOI:10.1523/JNEUROSCI.22-12-04918.2002; PMID:37015905; https://pubmed.ncbi.nlm.nih.gov/37015905/; DOI:10.1038/s41420-023-01410-4; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_L1CAM_integrin_PMID12077189_core.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_L1CAM_integrin_PMID37015905_core.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004096"	"20B"	"M20B-EVID-004096"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004096-R142A"	"20B"	"M20B-EVID-004096-P2-DIRECT"	"PMID:8898967; DOI:10.1002/eji.1830261035; PMID:15609076; DOI:10.1007/s10456-004-1328-5"	"PMID:8898967; https://pubmed.ncbi.nlm.nih.gov/8898967/; DOI:10.1002/eji.1830261035; PMID:15609076; https://pubmed.ncbi.nlm.nih.gov/15609076/; DOI:10.1007/s10456-004-1328-5; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_L1CAM_integrin_PMID8898967_core.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_L1CAM_integrin_PMID15609076_core.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004096-R142C"	"20B"	"M20B-EVID-004096-P2-FUNC"	"PMID:15609076; DOI:10.1007/s10456-004-1328-5; PMID:8898967; DOI:10.1002/eji.1830261035"	"PMID:15609076; https://pubmed.ncbi.nlm.nih.gov/15609076/; DOI:10.1007/s10456-004-1328-5; PMID:8898967; https://pubmed.ncbi.nlm.nih.gov/8898967/; DOI:10.1002/eji.1830261035; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_L1CAM_integrin_PMID15609076_core.xml; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_L1CAM_integrin_PMID8898967_core.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004099"	"20B"	"M20B-EVID-004099"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004104"	"20B"	"M20B-EVID-004104"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004107"	"20B"	"M20B-EVID-004107"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004124"	"20B"	"M20B-EVID-004124"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004126"	"20B"	"M20B-EVID-004126"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004127"	"20B"	"M20B-EVID-004127"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004129"	"20B"	"M20B-EVID-004129"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004131"	"20B"	"M20B-EVID-004131"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004132"	"20B"	"M20B-EVID-004132"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004134"	"20B"	"M20B-EVID-004134"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004135"	"20B"	"M20B-EVID-004135"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004135-R151A"	"20B"	"M20B-EVID-004135-P2-DIRECT"	"PMID:19796686; PMCID:PMC2783222; DOI:10.1016/j.mcn.2009.09.008; PMID:18974846; PMCID:PMC2575350; DOI:10.7150/ijbs.4.387"	"PMID:19796686; https://pubmed.ncbi.nlm.nih.gov/19796686/; PMCID:PMC2783222; DOI:10.1016/j.mcn.2009.09.008; PMID:18974846; PMCID:PMC2575350; DOI:10.7150/ijbs.4.387; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGI1_ADAM23_PMID19796686_pmc.html; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGI1_ADAM23_PMID18974846_pmc.html"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004136"	"20B"	"M20B-EVID-004136"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004136-R152A"	"20B"	"M20B-EVID-004136-P2-DIRECT"	"PMID:20463223; PMCID:PMC6632578; DOI:10.1523/JNEUROSCI.5147-09.2010; PMID:27468420; PMCID:PMC4947863; DOI:10.1002/mgg3.215"	"PMID:20463223; PMCID:PMC6632578; DOI:10.1523/JNEUROSCI.5147-09.2010; PMID:27468420; PMCID:PMC4947863; DOI:10.1002/mgg3.215; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGI1_RTN4R_PMID20463223_pmc.html; local=data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_LGI1_RTN4R_PMID27468420_pmc.html"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
