regulator	target	old_edge_ids	new_edge_ids	semantic_mapping_status
fos	ucn2-crhr2-associated autonomic and appetitive phenotype	M22B-E000179	M22B-E000179	exact_label_relation_match
fos	ucn2-crhr2-associated central immediate-early neural activation program	M22B-E000180	M22B-E000180	exact_label_relation_match
foxh1	foxh1-bound nodal direct-target module including gsc,nodal1,cer1,hhex,and lefty	M22B-E000181	M22B-E000181	exact_label_relation_match
foxh1	nodal-acvr1b/acvr1c-acvr2a/acvr2b-cfc1-foxh1 mesendoderm and axis-patterning program	M22B-E000182	M22B-E000182	exact_label_relation_match
foxh1	nodal-foxh1 mesendoderm,gastrulation,and left-right patterning phenotype	M22B-E000183	M22B-E000183	exact_label_relation_match
foxo1	fgf15-fgfr4-klb-frs2alpha-erk/akt/jnk-foxo1 hepatic bile-acid response program	M22B-E000184	M22B-E000184	exact_label_relation_match
frs2a	grb2/sos1 adaptor branch	M21B-E000045	M21B-E000045	exact_label_relation_match
frs2a	pi3k	M21B-E000046	M21B-E000046	exact_label_relation_match
fshb	fshr	M20B-E003496	M20B-E003496	exact_label_relation_match
fstl1	dip2a	M20B-E003506	M20B-E003506	exact_label_relation_match
fzd-lrp6 receptor complex	dvl	M21B-E000050	M21B-E000050	exact_label_relation_match
gal	galr1	M20B-E003515	M20B-E003515	exact_label_relation_match
gal	galr2	M20B-E003516	M20B-E003516	exact_label_relation_match
gal	galr3	M20B-E003517	M20B-E003517	exact_label_relation_match
galp	galr1	M20B-E003521	M20B-E003521	exact_label_relation_match
galp	galr2	M20B-E003522	M20B-E003522	exact_label_relation_match
galp	galr3	M20B-E003523	M20B-E003523	exact_label_relation_match
gas6	axl	M20B-E003524	M20B-E003524	exact_label_relation_match
gas6	mertk	M20B-E003525	M20B-E003525	exact_label_relation_match
gas6	tyro3	M20B-E003526	M20B-E003526	exact_label_relation_match
gast	cckbr	M20B-E003527	M20B-E003527	exact_label_relation_match
gc	lrp2	M20B-E003529	M20B-E003529	exact_label_relation_match
gdf1	actr2	M20B-E003530	M20B-E003530	exact_label_relation_match
gdf1	acvr1b_acvr2a	M20B-E003532	M20B-E003532	exact_label_relation_match
gdf1	acvr1b_acvr2b	M20B-E003533	M20B-E003533	exact_label_relation_match
gdf1	acvr1c_acvr2a	M20B-E003534	M20B-E003534	exact_label_relation_match
gdf1	acvr1c_acvr2b	M20B-E003535	M20B-E003535	exact_label_relation_match
gdf10	bmpr2	M20B-E003540	M20B-E003540	exact_label_relation_match
gdf11	actr2	M20B-E003541	M20B-E003541	exact_label_relation_match
gdf11	acvr1b_acvr2a	M20B-E003542	M20B-E003542	exact_label_relation_match
gdf11	acvr1c	M20B-E003543	M20B-E003543	exact_label_relation_match
gdf11	acvr2b_tgfbr1	M20B-E003545	M20B-E003545	exact_label_relation_match
gdf11	tgfbr1_acvr2b	M20B-E000726	M20B-E000726	exact_label_relation_match
gdf15	tgfbr2	M20B-E001789	M20B-E001789	exact_label_relation_match
gdf2	acvr2a_acvrl1	M20B-E003552	M20B-E003552	exact_label_relation_match
gdf2	acvr2b_acvrl1	M20B-E003553	M20B-E003553	exact_label_relation_match
gdf2	eng	M20B-E003554	M20B-E003554	exact_label_relation_match
gdf3	acvr1b_acvr2a	M20B-E003555	M20B-E003555	exact_label_relation_match
gdf3	acvr1b_acvr2b	M20B-E003556	M20B-E003556	exact_label_relation_match
gdf3	acvr1c_acvr2a	M20B-E003557	M20B-E003557	exact_label_relation_match
gdf3	acvr1c_acvr2b	M20B-E003558	M20B-E003558	exact_label_relation_match
gdf5	acvr2a_bmpr1a	M20B-E003560	M20B-E003560	exact_label_relation_match
gdf5	acvr2a_bmpr1b	M20B-E003561	M20B-E003561	exact_label_relation_match
gdf5	acvr2b_bmpr1a	M20B-E003562	M20B-E003562	exact_label_relation_match
gdf5	acvr2b_bmpr1b	M20B-E003563	M20B-E003563	exact_label_relation_match
gdf5	bmpr1b_acvr2a	M20B-E000731	M20B-E000731	exact_label_relation_match
gdf5	bmpr1b_bmpr2	M20B-E005450	M20B-E005450	exact_label_relation_match
gdf6	acvr2a_bmpr1a	M20B-E003564	M20B-E003564	exact_label_relation_match
gdf6	acvr2a_bmpr1b	M20B-E003565	M20B-E003565	exact_label_relation_match
gdf6	acvr2b_bmpr1a	M20B-E003566	M20B-E003566	exact_label_relation_match
gdf6	acvr2b_bmpr1b	M20B-E003567	M20B-E003567	exact_label_relation_match
gdf7	acvr2a_bmpr1a	M20B-E003568	M20B-E003568	exact_label_relation_match
gdf7	acvr2a_bmpr1b	M20B-E003569	M20B-E003569	exact_label_relation_match
gdf7	acvr2b_bmpr1a	M20B-E003570	M20B-E003570	exact_label_relation_match
gdf7	acvr2b_bmpr1b	M20B-E003571	M20B-E003571	exact_label_relation_match
gdf9	bmpr2_tgfbr1	M20B-E003575	M20B-E003575	exact_label_relation_match
gdnf	gfra1_ret	M20B-E001905	M20B-E001905	exact_label_relation_match
gdnf	gfra2_ret	M20B-E003579	M20B-E003579	exact_label_relation_match
gh	ghr	M20B-E003581	M20B-E003581	exact_label_relation_match
gh	prlr	M20B-E003582	M20B-E003582	exact_label_relation_match
ghrh	ghrhr	M20B-E003587	M20B-E003587	exact_label_relation_match
ghrl	ghsr	M20B-E003598	M20B-E003598	exact_label_relation_match
gip	gipr	M20B-E003608	M20B-E003608	exact_label_relation_match
glcnac6st1/4-dependent glycan sulfation	collagen-fibronectin inflammatory program	M23B-E000178	M23B-E000178	exact_label_relation_match
glcnac6st1/4-dependent glycan sulfation	ecm/myeloid recruitment and repair program	M23B-E000007	M23B-E000007	exact_label_relation_match
gli	gli hedgehog transcriptional program	M22B-E000186	M22B-E000186	exact_label_relation_match
gli1	ptch1 promoter	M22B-E000187	M22B-E000187	exact_label_relation_match
gli1	scube2-shh release and coreceptor-dependent gli1 hedgehog program	M22B-E000188	M22B-E000188	exact_label_relation_match
gli1	shh-cdon-associated ventral forebrain and hedgehog-dependent developmental phenotype	M22B-E000189	M22B-E000189	exact_label_relation_match
gli1	shh-cdon/scube2 coreceptor relay and gli1 hedgehog-feedback program	M22B-E000190	M22B-E000190	exact_label_relation_match
gnai2/p2ry12 coupling feature	p2ry12	M23B-E000551;M23B-E000552	M23B-E000551;M23B-E000552	exact_label_relation_match
gnrh1	gnrhr	M20B-E003704	M20B-E003704	exact_label_relation_match
gnrh1	gnrhr-gq/11-plcbeta-ca2+/pkc-src/egfr-ras/erk	M23B-E000146	M23B-E000146	exact_label_relation_match
gp130-osmr receptor complex	jak1	M21B-E000003	M21B-E000003	exact_label_relation_match
gp130-osmr receptor complex	jak2	M21B-E000004	M21B-E000004	exact_label_relation_match
gp130-osmr receptor complex	stat3	M21B-E000006	M21B-E000006	exact_label_relation_match
gp130-osmr receptor complex	stat5b	M21B-E000007	M21B-E000007	exact_label_relation_match
gp130-osmr receptor complex	tyk2	M21B-E000005	M21B-E000005	exact_label_relation_match
gpc3	cd81	M20B-E003707	M20B-E003707	exact_label_relation_match
gpc3	lrp1	M20B-E003710	M20B-E003710	exact_label_relation_match
gpc3	unc5c	M20B-E003713	M20B-E003713	exact_label_relation_match
gpc3	unc5d	M20B-E003714	M20B-E003714	exact_label_relation_match
gpha2	tshr	M20B-E003717	M20B-E003717	exact_label_relation_match
gphb5	tshr	M20B-E003718	M20B-E003718	exact_label_relation_match
gpi1	amfr	M20B-E003719	M20B-E003719	exact_label_relation_match
gpr32/drv1	proresolution phagocytosis and leukocyte resolution	M24B-E000136	M24B-E000136	exact_label_relation_match
gpvi/gp6 dimer	fcrgamma-syk-lat-slp76-plcgamma2 relay	M23B-E000181	M23B-E000181	exact_label_relation_match
grb2-sos1	hras	M21B-E000041	M21B-E000041	exact_label_relation_match
grem1	kdr	M20B-E003721	M20B-E003721	exact_label_relation_match
grn	sort1	M20B-E003725	M20B-E003725	exact_label_relation_match
grp	grpr	M20B-E003728	M20B-E003728	exact_label_relation_match
guca2a	gucy2c	M20B-E003736	M20B-E003736	exact_label_relation_match
guca2b	gucy2c	M20B-E003737	M20B-E003737	exact_label_relation_match
gzma	f2r	M20B-E003739	M20B-E003739	exact_label_relation_match
h2-aa	cd4	M20B-E003744	M20B-E003744	exact_label_relation_match
h2-ab1	cd4	M20B-E003746	M20B-E003746	exact_label_relation_match
h2-eb1	cd4	M20B-E003753	M20B-E003753	exact_label_relation_match
h2-k1	cd8a	M20B-E003758	M20B-E003758	exact_label_relation_match
h2-k1	cd8b1	M20B-E003759	M20B-E003759	exact_label_relation_match
h2-m3	cd8a	M20B-E003762	M20B-E003762	exact_label_relation_match
h2-m3	cd8b1	M20B-E003763	M20B-E003763	exact_label_relation_match
h2-t23	cd8a	M20B-E003767	M20B-E003767	exact_label_relation_match
h2-t23	cd8b1	M20B-E003768	M20B-E003768	exact_label_relation_match
hcrt	hcrtr1	M20B-E003785	M20B-E003785	exact_label_relation_match
hcrt	hcrtr2	M20B-E003786	M20B-E003786	exact_label_relation_match
hemokinin-1	tacr1	M24B-E000043	M24B-E000043	exact_label_relation_match
hemokinin-1	tacr2	M24B-E000044	M24B-E000044	exact_label_relation_match
hemokinin-1	tacr3	M24B-E000045	M24B-E000045	exact_label_relation_match
hes1;hes5	thbs2-potentiated notch3 canonical hes target program	M22B-E000193	M22B-E000193	exact_label_relation_match
hes1;hey1	dll4-notch1 ligand-discriminated hes/hey program	M22B-E000194	M22B-E000194	exact_label_relation_match
hes1;hey1	dll4-notch1-associated neural-crest myogenic differentiation phenotype	M22B-E000195	M22B-E000195	exact_label_relation_match
hes5	gdf5-bmpr1b/bmpr2-associated hippocampal dendrite-growth phenotype	M22B-E000197	M22B-E000197	exact_label_relation_match
hes5	gdf5-bmpr1b/bmpr2-smad1/5/8-hes5 dendrite-growth program	M22B-E000196	M22B-E000196	exact_label_relation_match
hgf	beta1-integrin/ilk repair program	M23B-E000147	M23B-E000147	exact_label_relation_match
hgf	cd44	M20B-E003795	M20B-E003795	exact_label_relation_match
hgf	nrp1	M20B-E003797	M20B-E003797	exact_label_relation_match
hhex	gpc3-cd81-associated liver-growth and regeneration phenotype	M22B-E000199	M22B-E000199	exact_label_relation_match
hhex	gpc3-cd81-hhex liver-growth and hedgehog-regulatory program	M22B-E000198	M22B-E000198	exact_label_relation_match
hif-1	hif-1α iron/emt program	M22B-E000201	M22B-E000201	exact_label_relation_match
hif1a	b2m-hfe-associated emt, invasion, and metastasis phenotype	M22B-E000203	M22B-E000203	exact_label_relation_match
hif1a	b2m-hfe-tfrc iron-homeostasis-hif1a epithelial-transition program	M22B-E000202	M22B-E000202	exact_label_relation_match
hif1a/sp1	pfkfb3	M22B-E000205	M22B-E000205	exact_label_relation_match
hif1a;sp1	pfkfb3	M22B-E000206	M22B-E000206	exact_label_relation_match
hmgb1	havcr2/tim-3	M24B-E000128	M24B-E000128	exact_label_relation_match
hmgb1	tlr2	M24B-E000129	M24B-E000129	exact_label_relation_match
hmgb1-associated damp signal	tlr2/4-erk/jnk-nf-kb inflammatory recruitment	M24B-E000016	M24B-E000016	exact_label_relation_match
hoxd3	edil3-alphavbeta5 angiogenic hoxd3 program	M22B-E000207	M22B-E000207	exact_label_relation_match
hoxd3	edil3-alphavbeta5-associated endothelial migration and neovascularization phenotype	M22B-E000208	M22B-E000208	exact_label_relation_match
hoxd3	edil3-integrin-associated hoxd3 angiogenic switch	M22B-E000209	M22B-E000209	exact_label_relation_match
hoxd3	itgb3 target gene	M22B-E000210	M22B-E000210	exact_label_relation_match
hp	cd163	M20B-E003803	M20B-E003803	exact_label_relation_match
hp	cd22	M20B-E003804	M20B-E003804	exact_label_relation_match
hp	itgam	M20B-E003805	M20B-E003805	exact_label_relation_match
hp	itgb2	M20B-E003806	M20B-E003806	exact_label_relation_match
hpx	lrp1	M20B-E003808	M20B-E003808	exact_label_relation_match
hras	raf-mek-erk	M21B-E000042	M21B-E000042	exact_label_relation_match
hsp90aa1	erbb2/her2-src/mapk	M23B-E000148	M23B-E000148	exact_label_relation_match
hsp90aa1/hsp90alpha (extracellular released form)	cell migration and wound closure	M23B-E001046	M23B-E001046	exact_label_relation_match
hsp90aa1/hsp90alpha (extracellular released form)	lrp1-npvy-akt1/akt2 relay	M23B-E001045	M23B-E001045	exact_label_relation_match
hsp90aa1/hsp90alpha (extracellular released form)	lrp1/cd91	M23B-E001044	M23B-E001044	exact_label_relation_match
hsp90b1/gp96 (extracellular released form)	apc maturation, cytokine secretion, and antigen cross-presentation	M23B-E001049	M23B-E001049	exact_label_relation_match
hsp90b1/gp96 (extracellular released form)	lrp1/cd91	M23B-E001047	M23B-E001047	exact_label_relation_match
hsp90b1/gp96 (extracellular released form)	lrp1/cd91-phosphorylation-nf-kb relay	M23B-E001048	M23B-E001048	exact_label_relation_match
hspa1a	tlr4	M20B-E003826	M20B-E003826	exact_label_relation_match
hspa1a/hsp70 (extracellular hsp70-peptide complex)	apc maturation, cytokine secretion, and antigen cross-presentation	M23B-E001052	M23B-E001052	exact_label_relation_match
hspa1a/hsp70 (extracellular hsp70-peptide complex)	lrp1/cd91	M23B-E001050	M23B-E001050	exact_label_relation_match
hspa1a/hsp70 (extracellular hsp70-peptide complex)	lrp1/cd91-phosphorylation-nf-kb relay	M23B-E001051	M23B-E001051	exact_label_relation_match
hspg2	dag1	M20B-E002127	M20B-E002127	exact_label_relation_match
hspg2	fgfr1	M20B-E003831	M20B-E003831	exact_label_relation_match
hspg2 perlecan/endorepellin	itga2:itgb1	M23B-E000149	M23B-E000149	exact_label_relation_match
hspg2/perlecan	dag1/dystroglycan	M23B-E000046	M23B-E000046	exact_label_relation_match
hspg2/perlecan	fak/shp2 pericyte relay	M23B-E000183	M23B-E000183	exact_label_relation_match
hspg2/perlecan	itga5:itgb1-pdgfrb complex	M23B-E000182	M23B-E000182	exact_label_relation_match
iapp	calcr	M20B-E003841	M20B-E003841	exact_label_relation_match
iapp	ramp3	M20B-E003848	M20B-E003848	exact_label_relation_match
ibsp	alphavbeta3-dependent adhesion and migration	M23B-E000047	M23B-E000047	exact_label_relation_match
ibsp	alphavbeta5-dependent adhesion and migration	M23B-E000048	M23B-E000048	exact_label_relation_match
ibsp	itgav itgb5	M23B-E000553;M23B-E000554	M23B-E000553;M23B-E000554	exact_label_relation_match
ibsp	itgav_itgb3	M20B-E002128	M20B-E002128	exact_label_relation_match
ibsp	itgav_itgb5	M20B-E002129	M20B-E002129	exact_label_relation_match
ic3b	cr3/itgam-itgb2	M24B-E000147	M24B-E000147	exact_label_relation_match
ic3b	cr4/itgax-itgb2	M24B-E000150	M24B-E000150	exact_label_relation_match
icam1	itgal:itgb2 (lfa-1; alias)	M23B-E000555;M23B-E000556;M23B-E000557	M23B-E000555;M23B-E000556;M23B-E000557	exact_label_relation_match
icam1	itgal:itgb2/lfa1	M23B-E000184	M23B-E000184	exact_label_relation_match
icam1	itgal_itgb2	M20B-E003855	M20B-E003855	exact_label_relation_match
icam1	itgam:itgb2 (mac-1)	M23B-E000558;M23B-E000559;M23B-E000560	M23B-E000558;M23B-E000559;M23B-E000560	exact_label_relation_match
icam1	itgam:itgb2/mac1	M23B-E000186	M23B-E000186	exact_label_relation_match
icam1	itgam_itgb2	M20B-E003856	M20B-E003856	exact_label_relation_match
icam1	itgax:itgb2 (αxβ2)	M23B-E000561;M23B-E000562	M23B-E000561;M23B-E000562	exact_label_relation_match
icam1	src/fak/cytoskeletal mac1 relay	M23B-E000187	M23B-E000187	exact_label_relation_match
icam1	src/rap1-actin adhesion relay	M23B-E000185	M23B-E000185	exact_label_relation_match
icam2	itgal:itgb2 (lfa-1)	M23B-E000563;M23B-E000564;M23B-E000565	M23B-E000563;M23B-E000564;M23B-E000565	exact_label_relation_match
icam2	itgal_itgb2	M20B-E003859	M20B-E003859	exact_label_relation_match
icam2	itgam:itgb2 (mac-1)	M23B-E000566;M23B-E000567	M23B-E000566;M23B-E000567	exact_label_relation_match
icam4	itga2b	M20B-E003861	M20B-E003861	exact_label_relation_match
icam4	itga4	M20B-E003862	M20B-E003862	exact_label_relation_match
icam4	itgal	M20B-E003863	M20B-E003863	exact_label_relation_match
icam4	itgam	M20B-E003864	M20B-E003864	exact_label_relation_match
icam4	itgam:itgb2 (mac-1)	M23B-E000568;M23B-E000569	M23B-E000568;M23B-E000569	exact_label_relation_match
icam4	itgav	M20B-E003865	M20B-E003865	exact_label_relation_match
icam4	itgb3-containing integrin complex	M23B-E000570;M23B-E000571	M23B-E000570;M23B-E000571	exact_label_relation_match
icam5	itgal	M20B-E003870	M20B-E003870	exact_label_relation_match
icam5	itgb2	M20B-E003871	M20B-E003871	exact_label_relation_match
icam5/telencephalin	filopodia-to-spine transition and synapse maturation	M23B-E001055	M23B-E001055	exact_label_relation_match
icam5/telencephalin	itga5:itgb1 (alpha5beta1)	M23B-E001053	M23B-E001053	exact_label_relation_match
icam5/telencephalin	itga5:itgb1-dependent adhesion and ectodomain-protection relay	M23B-E001054	M23B-E001054	exact_label_relation_match
icosl	icos	M20B-E003874	M20B-E003874	exact_label_relation_match
ifn-alpha/beta	ifnar1-ifnar2 receptor complex	M21B-E000108	M21B-E000108	exact_label_relation_match
ifn-beta-ifnar signaling in astrocytes	astrocyte survival, border formation, wound healing, and motor recovery	M21B-E000105	M21B-E000105	exact_label_relation_match
ifn-gamma	ifngr1-ifngr2 receptor complex	M21B-E000109	M21B-E000109	exact_label_relation_match
ifn-lambda signaling	hsv-1 replication in human astrocytes	M21B-E000064	M21B-E000064	exact_label_relation_match
ifna9	ifnar1_ifnar2	M20B-E001906	M20B-E001906	exact_label_relation_match
ifnab	ifnar1_ifnar2	M20B-E001907	M20B-E001907	exact_label_relation_match
ifnar1-ifnar2 receptor complex	jak1	M21B-E000009	M21B-E000009	exact_label_relation_match
ifnar1-ifnar2 receptor complex	stat1	M21B-E000010	M21B-E000010	exact_label_relation_match
ifnar1-ifnar2 receptor complex	stat2	M21B-E000011	M21B-E000011	exact_label_relation_match
ifnar1-ifnar2 receptor complex	tyk2	M21B-E000008	M21B-E000008	exact_label_relation_match
ifnb1	ifnar1_ifnar2	M20B-E001908	M20B-E001908	exact_label_relation_match
ifne	ifnar1_ifnar2	M20B-E001909	M20B-E001909	exact_label_relation_match
ifng	ifngr1_ifngr2	M20B-E001910	M20B-E001910	exact_label_relation_match
ifngr1-ifngr2 receptor complex	jak1	M21B-E000013	M21B-E000013	exact_label_relation_match
ifngr1-ifngr2 receptor complex	jak2	M21B-E000014	M21B-E000014	exact_label_relation_match
ifngr1-ifngr2 receptor complex	mapk1/erk2 branch	M21B-E000016	M21B-E000016	exact_label_relation_match
ifngr1-ifngr2 receptor complex	stat1	M21B-E000015	M21B-E000015	exact_label_relation_match
ifnk	ifnar1_ifnar2	M20B-E001911	M20B-E001911	exact_label_relation_match
ifnlr1-il10rb receptor complex	irf/isg transcriptional program	M21B-E000063	M21B-E000063	exact_label_relation_match
ifnlr1-il10rb receptor complex	tyk2-dependent stat activation	M21B-E000062	M21B-E000062	exact_label_relation_match
igf1	igf1r	M20B-E003876	M20B-E003876	exact_label_relation_match
igf1	insr	M20B-E003878	M20B-E003878	exact_label_relation_match
igf1	itga6:itgb4 with igf1r complex	M23B-E000962;M23B-E000963	M23B-E000962;M23B-E000963	exact_label_relation_match
igf1	itgav:itgb3 with igf1r complex	M23B-E000964;M23B-E000965	M23B-E000964;M23B-E000965	exact_label_relation_match
igf2	igf1r	M20B-E003882	M20B-E003882	exact_label_relation_match
igf2	igf2r	M20B-E003883	M20B-E003883	exact_label_relation_match
igf2	insr	M20B-E003884	M20B-E003884	exact_label_relation_match
igf2	itga6:itgb4 with igf1r complex	M23B-E000966;M23B-E000967	M23B-E000966;M23B-E000967	exact_label_relation_match
igf2	itgav:itgb3 with igf1r complex	M23B-E000968;M23B-E000969	M23B-E000968;M23B-E000969	exact_label_relation_match
igfbp4	lrp6	M20B-E003888	M20B-E003888	exact_label_relation_match
igfbpl1	dcc	M20B-E003889	M20B-E003889	exact_label_relation_match
igfl3	igflr1	M20B-E003890	M20B-E003890	exact_label_relation_match
ihh	boc	M20B-E003896	M20B-E003896	exact_label_relation_match
ihh	cdon	M20B-E003897	M20B-E003897	exact_label_relation_match
ihh	hhip	M20B-E003898	M20B-E003898	exact_label_relation_match
ihh	ptch1_smo	M20B-E003899	M20B-E003899	exact_label_relation_match
il-6	il-6r-gp130 receptor complex	M21B-E000106	M21B-E000106	exact_label_relation_match
il11	il11ra1_il6st	M20B-E003904	M20B-E003904	exact_label_relation_match
il12a_il12b	il12rb1_il12rb2	M20B-E003909	M20B-E003909	exact_label_relation_match
il12b_il23a	il12rb1_il23r	M20B-E003912	M20B-E003912	exact_label_relation_match
il13	il13_il13ra1_il4ra	M20B-E003913	M20B-E003913	exact_label_relation_match
il13	il13ra1_il4ra	M20B-E003914	M20B-E003914	exact_label_relation_match
il15	il15ra_il2rb_il2rg	M20B-E003918	M20B-E003918	exact_label_relation_match
il16	cd4	M20B-E003922	M20B-E003922	exact_label_relation_match
il17a_il17f	il17ra_il17rc	M20B-E003934	M20B-E003934	exact_label_relation_match
