b_edge_id	source_entity	target_entity	relation_type	confidence_tier	evidence_layer	edge_status	exportable	register_pathway_name	pathway_family	family_label	assignment_status	assignment_basis	pathway_claim_boundary
M20B-E001869	Fgf16	Fgfr4	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001870	Fgf17	Fgfr3	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001871	Fgf17	Fgfr4	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001872	Fgf18	Fgfr1	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001873	Fgf18	Fgfr2	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001874	Fgf18	Fgfr4	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001875	Fgf2	Fgfr1	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001876	Fgf2	Fgfr2	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001877	Fgf2	Fgfr3	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001878	Fgf2	Fgfr4	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001879	Fgf20	Fgfr3	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001880	Fgf20	Fgfr4	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001881	Fgf21	Fgfr1	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001882	Fgf21	Fgfr3	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001883	Fgf22	Fgfr2	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001884	Fgf23	Fgfr1	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001885	Fgf23	Fgfr4	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001886	Fgf4	Fgfr1	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001887	Fgf4	Fgfr2	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001888	Fgf4	Fgfr3	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001889	Fgf4	Fgfr4	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001890	Fgf5	Fgfr1	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001891	Fgf5	Fgfr2	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001892	Fgf5	Fgfr3	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001893	Fgf5	Fgfr4	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001894	Fgf6	Fgfr1	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001895	Fgf6	Fgfr2	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001896	Fgf6	Fgfr3	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001897	Fgf6	Fgfr4	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001898	Fgf7	Fgfr1	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001899	Fgf7	Fgfr2	engages	high	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001900	Fgf8	Fgfr2	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001901	Fgf8	Fgfr3	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E001902	Fgf8	Fgfr4	engages	medium	ligand_receptor_or_direct_molecular	frozen_lr_supported	true	module20a_frozen_ligand_receptor	rtk_growth_factor_receptor_family	RTK growth-factor receptor family	family_group_assigned	explicit target receptor-family nomenclature plus direct molecular evidence layer	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
