species	tf_symbol	target_symbol	external_record_keys	decision	module_assignment	evidence_status	support_kind	effect_polarity	primary_pmids	corroborating_pmids	shared_paper_status	cross_module_status	cell_type_context	stimulus_context	limitations	notes
mouse	Arid3a	Igh	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000073	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	21955986		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=21955986; direct_evidence_pmids=21955986; source_lead_pmids=19214191;21955986.
human	CUX1	WNT5A	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001076	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	23359789		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=23359789; direct_evidence_pmids=23359789; source_lead_pmids=17227781;23359789.
human	E2F6	BRCA1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001382	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	19466541		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=19466541; direct_evidence_pmids=19466541; source_lead_pmids=19466541.
mouse	Gtf2i	Fos	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001743	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=10648599;11934902;9584171.
human	KLF11	INS	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003658	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	21592955		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=21592955; direct_evidence_pmids=21592955; source_lead_pmids=15774581;18199129;21592955.
human	PAX4	ISL1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005348	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	15161765		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=15161765; direct_evidence_pmids=15161765; source_lead_pmids=15161765.
human	TWIST2	MMP2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008795	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=20646316.
mouse	Arntl	Per1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000093	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=12397359;12544823;15147242.
mouse	Bcl3	Nfkb1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000197	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	15546001		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=15546001; direct_evidence_pmids=15546001; source_lead_pmids=15546001;24244019.
mouse	Bmi1	Cdk1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000228	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	24392139		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=24392139; direct_evidence_pmids=24392139; source_lead_pmids=24392139.
mouse	Gli3	Shh	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:001721	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	negative	9152009	10409502	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=9152009;10409502;18057099; direct_evidence_pmids=9152009;10409502;18057099; source_lead_pmids=10409502;18057099;9152009.
human	HOXB7	FGF2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003123	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	21183939		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=21183939; direct_evidence_pmids=21183939; source_lead_pmids=21183939;8756643.
human	MBD2	GSTP1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003899	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	negative	11960994	12543808	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=11960994;12543808;19856314; direct_evidence_pmids=11960994;12543808;19856314; source_lead_pmids=11960994;12543808;19856314.
human	MECP2	ESR1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003916	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	unknown	21655924	23242655	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=21655924;23242655; direct_evidence_pmids=21655924;23242655; source_lead_pmids=21655924;23242655.
mouse	Mtf1	Slc39a10	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002840	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	16221973		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=16221973; direct_evidence_pmids=16221973; source_lead_pmids=16221973;21738690.
human	MYOG	ACACB	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004311	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=11076940.
human	NF1	DDB1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004390	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	12527763		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=12527763; direct_evidence_pmids=12527763; source_lead_pmids=12527763.
mouse	Nfil3	Ptgs2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003298	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	24994935		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=24994935; direct_evidence_pmids=24994935; source_lead_pmids=12743120;24994935.
human	NFYC	ABCB1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004965	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=18234965.
human	PITX1	FSHB	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005475	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	18339718		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=18339718; direct_evidence_pmids=18339718; source_lead_pmids=18339718.
mouse	Smad5	Id3	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:005273	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	21975932		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=21975932; direct_evidence_pmids=21975932; source_lead_pmids=21975932.
human	ZBTB17	CDKN2B	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:009280	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=22000024.
human	CEBPE	LTF	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000741	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=12522000.
mouse	Dlx5	Runx2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000648	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	positive	16115867	17060321	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=16115867;17060321;21187071; direct_evidence_pmids=16115867;17060321;21187071; source_lead_pmids=16115867;17060321;21187071.
human	ELF3	SPRR2A	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001548	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	10773884		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=10773884; direct_evidence_pmids=10773884; source_lead_pmids=10773884.
mouse	Elk4	Fos	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:002634:127184abf667	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	positive	20637912	26028036	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=20637912;26028036; direct_evidence_pmids=20637912;26028036; source_lead_pmids=10742173;11846562;20637912;23063436;26028036;7851904;7958835;8764983;8986626;9111305;9130707;9734357.
mouse	Nfe2	Hbb-b1	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003198	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=12672691;17428799;18308612.
mouse	Six1	Dusp6	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:005095	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	22945933		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=22945933; direct_evidence_pmids=22945933; source_lead_pmids=14614133;22945933.
human	CRX	BEST1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000992	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	18849347		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=18849347; direct_evidence_pmids=18849347; source_lead_pmids=18849347.
mouse	Ebf1	Cd79a	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:000770	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	20385820		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=20385820; direct_evidence_pmids=20385820; source_lead_pmids=12446773;20385820.
mouse	Msx1	Bmp4	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002792	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	positive	14654219	19251632	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=14654219;19251632; direct_evidence_pmids=14654219;19251632; source_lead_pmids=14654219;19251632.
