outcome_id	queue_key	regulator_symbol	target_symbol	species_scope	search_query	source_citations	evidence_type	outcome_summary	disposition	search_status
search_outcome_158	tbxt/brachyury|adam12|human	TBXT/Brachyury	ADAM12	human	"TBXT Brachyury ADAM12 direct target human"	https://tflink.net/download/;https://www.biorxiv.org/content/10.1101/2023.11.06.565933v1.full	binding_profile_without_pair_function	Human and mouse TBXT gastruloid ChIP-seq/perturbation work identified validated candidate targets such as FGF17, LHX1, MAML3, and SEMA6A, not ADAM12; the source export alone is insufficient for this exact edge.	retain_profile_only_without_promotion	completed
search_outcome_159	tbxt/brachyury|adam17|human	TBXT/Brachyury	ADAM17	human	"TBXT Brachyury ADAM17 direct target human"	https://tflink.net/download/;https://www.biorxiv.org/content/10.1101/2023.11.06.565933v1.full	binding_profile_without_pair_function	Human and mouse TBXT gastruloid ChIP-seq/perturbation work identified validated candidate targets such as FGF17, LHX1, MAML3, and SEMA6A, not ADAM17; the source export alone is insufficient for this exact edge.	retain_profile_only_without_promotion	completed
search_outcome_160	tbxt/brachyury|adgrb3|mouse	TBXT/Brachyury	Adgrb3	mouse	"TBXT Brachyury Adgrb3 direct target mouse"	https://tflink.net/download/;https://www.biorxiv.org/content/10.1101/2023.11.06.565933v1.full	binding_profile_without_pair_function	Mouse TBXT gastruloid ChIP-seq/perturbation work identified candidate targets such as BMPER, ENPP1, FGF17, and SEMA6A, not Adgrb3; the source export alone is insufficient for this exact edge.	retain_profile_only_without_promotion	completed
search_outcome_161	tbxt/brachyury|adgre5|mouse	TBXT/Brachyury	Adgre5	mouse	"TBXT Brachyury Adgre5 direct target mouse"	https://tflink.net/download/;https://www.biorxiv.org/content/10.1101/2023.11.06.565933v1.full	binding_profile_without_pair_function	Mouse TBXT gastruloid ChIP-seq/perturbation work identified candidate targets such as BMPER, ENPP1, FGF17, and SEMA6A, not Adgre5; the source export alone is insufficient for this exact edge.	retain_profile_only_without_promotion	completed
search_outcome_162	tbxt/brachyury|adgrl2|mouse	TBXT/Brachyury	Adgrl2	mouse	"TBXT Brachyury Adgrl2 direct target mouse"	https://tflink.net/download/;https://www.biorxiv.org/content/10.1101/2023.11.06.565933v1.full	binding_profile_without_pair_function	Mouse TBXT gastruloid ChIP-seq/perturbation work identified candidate targets such as BMPER, ENPP1, FGF17, and SEMA6A, not Adgrl2; the source export alone is insufficient for this exact edge.	retain_profile_only_without_promotion	completed
search_outcome_163	tex10|ackr4|mouse	TEX10	Ackr4	mouse	"TEX10 Ackr4 direct target mouse"	https://tflink.net/download/;https://doi.org/10.1002/advs.76895	noncanonical_chromatin_RNA_profile_only	The source export contains TEX10-Ackr4, but the retrieved primary TEX10 work concerns chromatin/BAF interactions and regulation of other genes, not an exact Ackr4 locus or perturbation edge.	route_chromatin_RNA_regulator_profile_without_canonical_promotion	completed
search_outcome_164	tex10|adcyap1|mouse	TEX10	Adcyap1	mouse	"TEX10 Adcyap1 direct target mouse"	https://tflink.net/download/;https://doi.org/10.1002/advs.76895	noncanonical_chromatin_RNA_profile_only	The source export contains TEX10-Adcyap1, but the retrieved primary TEX10 work concerns chromatin/BAF interactions and regulation of other genes, not an exact Adcyap1 locus or perturbation edge.	route_chromatin_RNA_regulator_profile_without_canonical_promotion	completed
search_outcome_165	tex10|adgrb1|mouse	TEX10	Adgrb1	mouse	"TEX10 Adgrb1 direct target mouse"	https://tflink.net/download/;https://doi.org/10.1002/advs.76895	noncanonical_chromatin_RNA_profile_only	The source export contains TEX10-Adgrb1, but the retrieved primary TEX10 work concerns chromatin/BAF interactions and regulation of other genes, not an exact Adgrb1 locus or perturbation edge.	route_chromatin_RNA_regulator_profile_without_canonical_promotion	completed
search_outcome_166	tex10|adgrb3|mouse	TEX10	Adgrb3	mouse	"TEX10 Adgrb3 direct target mouse"	https://tflink.net/download/;https://doi.org/10.1002/advs.76895	noncanonical_chromatin_RNA_profile_only	The source export contains TEX10-Adgrb3, but the retrieved primary TEX10 work concerns chromatin/BAF interactions and regulation of other genes, not an exact Adgrb3 locus or perturbation edge.	route_chromatin_RNA_regulator_profile_without_canonical_promotion	completed
search_outcome_167	ubn1|cebpb|mouse	UBN1	Cebpb	mouse	"UBN1 Cebpb direct target mouse"	https://tflink.net/download/	database_membership_only	The TFLink interaction export contains UBN1-Cebpb, but no traceable primary target-locus, binding, perturbation, or downstream-expression evidence for this exact mouse pair was retrieved.	retain_database_membership_without_promotion	completed
search_outcome_168	ubn1|gpc2|mouse	UBN1	Gpc2	mouse	"UBN1 Gpc2 direct target mouse"	https://tflink.net/download/	database_membership_only	The TFLink interaction export contains UBN1-Gpc2, but no traceable primary target-locus, binding, perturbation, or downstream-expression evidence for this exact mouse pair was retrieved.	retain_database_membership_without_promotion	completed
search_outcome_169	wdr43|a2m|mouse	WDR43	A2m	mouse	"WDR43 A2m direct target mouse"	https://tflink.net/download/	database_membership_only	The TFLink interaction export contains WDR43-A2m, but no traceable primary target-locus, binding, perturbation, or downstream-expression evidence for this exact mouse pair was retrieved.	retain_database_membership_without_promotion	completed
search_outcome_170	wdr43|acvr1c|mouse	WDR43	Acvr1c	mouse	"WDR43 Acvr1c direct target mouse"	https://tflink.net/download/	database_membership_only	The TFLink interaction export contains WDR43-Acvr1c, but no traceable primary target-locus, binding, perturbation, or downstream-expression evidence for this exact mouse pair was retrieved.	retain_database_membership_without_promotion	completed
search_outcome_171	wdr43|acvr1|mouse	WDR43	Acvr1	mouse	"WDR43 Acvr1 direct target mouse"	https://tflink.net/download/	database_membership_only	The TFLink interaction export contains WDR43-Acvr1, but no traceable primary target-locus, binding, perturbation, or downstream-expression evidence for this exact mouse pair was retrieved.	retain_database_membership_without_promotion	completed
search_outcome_172	wdr43|adam10|mouse	WDR43	Adam10	mouse	"WDR43 Adam10 direct target mouse"	https://tflink.net/download/	database_membership_only	The TFLink interaction export contains WDR43-Adam10, but no traceable primary target-locus, binding, perturbation, or downstream-expression evidence for this exact mouse pair was retrieved.	retain_database_membership_without_promotion	completed
search_outcome_173	zfp217|a2m|mouse	ZFP217	A2m	mouse	"ZFP217 A2m direct target mouse"	https://tflink.net/download/#interaction-gmt;https://aacrjournals.org/cancerdiscovery/article/2/7/638/3157/The-Transcription-Factor-ZNF217-Is-a-Prognostic	binding_profile_without_pair_function	The source export contains ZFP217-A2m, but the retrieved ZNF217 literature establishes a transcriptional-repressor complex and cancer-associated regulatory role without an exact A2m locus call or perturbation direction.	retain_profile_only_without_promotion	completed
search_outcome_174	zfp217|ackr3|mouse	ZFP217	Ackr3	mouse	"ZFP217 Ackr3 direct target mouse"	https://tflink.net/download/#interaction-gmt;https://aacrjournals.org/cancerdiscovery/article/2/7/638/3157/The-Transcription-Factor-ZNF217-Is-a-Prognostic	binding_profile_without_pair_function	The source export contains ZFP217-Ackr3, but the retrieved ZNF217 literature establishes a transcriptional-repressor complex and cancer-associated regulatory role without an exact Ackr3 locus call or perturbation direction.	retain_profile_only_without_promotion	completed
search_outcome_175	zfp217|actr2|mouse	ZFP217	Actr2	mouse	"ZFP217 Actr2 direct target mouse"	https://tflink.net/download/#interaction-gmt;https://aacrjournals.org/cancerdiscovery/article/2/7/638/3157/The-Transcription-Factor-ZNF217-Is-a-Prognostic	binding_profile_without_pair_function	The source export contains ZFP217-Actr2, but the retrieved ZNF217 literature establishes a transcriptional-repressor complex and cancer-associated regulatory role without an exact Actr2 locus call or perturbation direction.	retain_profile_only_without_promotion	completed
search_outcome_176	zfp217|acvr1|mouse	ZFP217	Acvr1	mouse	"ZFP217 Acvr1 direct target mouse"	https://tflink.net/download/#interaction-gmt;https://aacrjournals.org/cancerdiscovery/article/2/7/638/3157/The-Transcription-Factor-ZNF217-Is-a-Prognostic	binding_profile_without_pair_function	The source export contains ZFP217-Acvr1, but the retrieved ZNF217 literature establishes a transcriptional-repressor complex and cancer-associated regulatory role without an exact Acvr1 locus call or perturbation direction.	retain_profile_only_without_promotion	completed
search_outcome_177	zmym2|adprhl1|human	ZMYM2	ADPRHL1	human	"ZMYM2 ADPRHL1 direct target human"	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZMYM2_TARGET_GENES.html	gtrd_chipseq_target_set_without_pair_function	The ZMYM2 target-set record contains ADPRHL1, but no source-level ZMYM2 target-locus call with pair-specific perturbation or expression direction was retrieved.	retain_profile_only_without_promotion	completed
search_outcome_178	zmym2|adrm1|human	ZMYM2	ADRM1	human	"ZMYM2 ADRM1 direct target human"	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZMYM2_TARGET_GENES.html	gtrd_chipseq_target_set_without_pair_function	The ZMYM2 target-set record contains ADRM1, but no source-level ZMYM2 target-locus call with pair-specific perturbation or expression direction was retrieved.	retain_profile_only_without_promotion	completed
search_outcome_179	zmym2|ahcy|human	ZMYM2	AHCY	human	"ZMYM2 AHCY direct target human"	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZMYM2_TARGET_GENES.html	gtrd_chipseq_target_set_without_pair_function	The ZMYM2 target-set record contains AHCY, but no source-level ZMYM2 target-locus call with pair-specific perturbation or expression direction was retrieved.	retain_profile_only_without_promotion	completed
search_outcome_180	zmym2|gdf15|human	ZMYM2	GDF15	human	"ZMYM2 GDF15 direct target human"	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZMYM2_TARGET_GENES.html;https://pubchem.ncbi.nlm.nih.gov/gene/GDF15/human	gtrd_chipseq_target_set_without_pair_function	The ZMYM2 target-set record contains GDF15, but no source-level ZMYM2 target-locus call with pair-specific perturbation or expression direction was retrieved.	retain_profile_only_without_promotion	completed
search_outcome_181	adnp|ada|human	ADNP	ADA	human	"ADNP ADA direct target human"	https://www.gsea-msigdb.org/gsea/msigdb/cards/ADNP_TARGET_GENES;https://pubmed.ncbi.nlm.nih.gov/30445619/	gtrd_chipseq_target_set_without_pair_function	The ADNP target-set record contains ADA, but no source-level ADNP target-locus call with pair-specific perturbation or expression direction was retrieved.	retain_profile_only_without_promotion	completed
search_outcome_182	adnp|ang|human	ADNP	ANG	human	"ADNP ANG direct target human"	https://www.gsea-msigdb.org/gsea/msigdb/cards/ADNP_TARGET_GENES;https://pubmed.ncbi.nlm.nih.gov/30445619/	gtrd_chipseq_target_set_without_pair_function	The ADNP target-set record contains ANG, but no source-level ADNP target-locus call with pair-specific perturbation or expression direction was retrieved.	retain_profile_only_without_promotion	completed
search_outcome_183	adnp|axl|human	ADNP	AXL	human	"ADNP AXL direct target human"	https://www.gsea-msigdb.org/gsea/msigdb/cards/ADNP_TARGET_GENES;https://pubmed.ncbi.nlm.nih.gov/30445619/	gtrd_chipseq_target_set_without_pair_function	The ADNP target-set record contains AXL, but no source-level ADNP target-locus call with pair-specific perturbation or expression direction was retrieved.	retain_profile_only_without_promotion	completed
search_outcome_184	adnp|ccr10|human	ADNP	CCR10	human	"ADNP CCR10 direct target human"	https://www.gsea-msigdb.org/gsea/msigdb/cards/ADNP_TARGET_GENES;https://pubmed.ncbi.nlm.nih.gov/30445619/	gtrd_chipseq_target_set_without_pair_function	The ADNP target-set record contains CCR10, but no source-level ADNP target-locus call with pair-specific perturbation or expression direction was retrieved.	retain_profile_only_without_promotion	completed
search_outcome_185	dido1|ado|human	DIDO1	ADO	human	"DIDO1 ADO direct target human"	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/DIDO1_TARGET_GENES.html;https://academic.oup.com/nar/article/49/D1/D104/5999890	gtrd_chipseq_target_set_without_pair_function	The DIDO1 target-set record contains ADO, but the cited GTRD resource paper describes harmonized binding datasets and no exact DIDO1-to-ADO functional edge was retrieved.	retain_profile_only_without_promotion	completed
search_outcome_186	rcor1/corest|ackr1|mouse	RCOR1/CoREST	Ackr1	mouse	"RCOR1 CoREST Ackr1 direct target mouse"	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/RCOR1_TARGET_GENES.html;https://academic.oup.com/nar/article/49/D1/D104/5999890	gtrd_chipseq_target_set_without_pair_function	The mouse RCOR1/CoREST target-set record contains Ackr1, but no source-level target-locus call with pair-specific perturbation or expression direction was retrieved.	route_chromatin_corepressor_profile_to_22B_without_canonical_promotion	completed
search_outcome_187	rcor1/corest|adam17|mouse	RCOR1/CoREST	Adam17	mouse	"RCOR1 CoREST Adam17 direct target mouse"	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/RCOR1_TARGET_GENES.html;https://academic.oup.com/nar/article/49/D1/D104/5999890	gtrd_chipseq_target_set_without_pair_function	The mouse RCOR1/CoREST target-set record contains Adam17, but no source-level target-locus call with pair-specific perturbation or expression direction was retrieved.	route_chromatin_corepressor_profile_to_22B_without_canonical_promotion	completed
search_outcome_188	rcor1/corest|adora3|mouse	RCOR1/CoREST	Adora3	mouse	"RCOR1 CoREST Adora3 direct target mouse"	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/RCOR1_TARGET_GENES.html;https://academic.oup.com/nar/article/49/D1/D104/5999890	gtrd_chipseq_target_set_without_pair_function	The mouse RCOR1/CoREST target-set record contains Adora3, but no source-level target-locus call with pair-specific perturbation or expression direction was retrieved.	route_chromatin_corepressor_profile_to_22B_without_canonical_promotion	completed
search_outcome_189	rcor1/corest|amfr|mouse	RCOR1/CoREST	Amfr	mouse	"RCOR1 CoREST Amfr direct target mouse"	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/RCOR1_TARGET_GENES.html;https://academic.oup.com/nar/article/49/D1/D104/5999890	gtrd_chipseq_target_set_without_pair_function	The mouse RCOR1/CoREST target-set record contains Amfr, but no source-level target-locus call with pair-specific perturbation or expression direction was retrieved.	route_chromatin_corepressor_profile_to_22B_without_canonical_promotion	completed
