priority_rank	priority_score	priority_tier	search_lane	active_search_eligible	queue_state	queue_key	regulator_symbol	target_symbol	species_scope	target_graph_modules	provenance_row_count	source_registries	source_record_ids	review_ids	exact_pair_statuses	primary_and_corroborating_citations	dispositions	review_status	evidence_confidence_tier	evidence_tier_basis	search_outcome_status	next_action
1166	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	egfr|abca7|human	EGFR	ABCA7	human		1	TFLink	tflink:human:001516:89a70e47a21a	public_tf_evidence_batch034_pair_01_1	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1167	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	egfr|actb|human	EGFR	ACTB	human		1	TFLink	tflink:human:001516:89a70e47a21a	public_tf_evidence_batch034_pair_01_2	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1168	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	egfr|actg1|human	EGFR	ACTG1	human		1	TFLink	tflink:human:001516:89a70e47a21a	public_tf_evidence_batch034_pair_01_3	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1169	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	egfr|c11orf98|human	EGFR	C11orf98	human		1	TFLink	tflink:human:001516:89a70e47a21a	public_tf_evidence_batch034_pair_01_4	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1170	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	egln2|ackr2|human	EGLN2	ACKR2	human	20B	1	TFLink	tflink:human:001077:dcba2b08fb0b	public_tf_evidence_batch036_pair_19_1	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1171	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	egln2|actr2|human	EGLN2	ACTR2	human	20B	1	TFLink	tflink:human:001077:dcba2b08fb0b	public_tf_evidence_batch036_pair_19_2	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1172	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	egln2|acvr1c|human	EGLN2	ACVR1C	human	20B	1	TFLink	tflink:human:001077:dcba2b08fb0b	public_tf_evidence_batch036_pair_19_4	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1173	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	egln2|acvr1|human	EGLN2	ACVR1	human	20B	1	TFLink	tflink:human:001077:dcba2b08fb0b	public_tf_evidence_batch036_pair_19_3	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1174	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	ell2|a2m|human	ELL2	A2M	human	20B	1	TFLink	tflink:human:001035:35546bc1a270	public_tf_evidence_batch018_pair_15_1	chromatin_or_transcriptional_machinery_database_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_noncanonical_regulator_candidate_separately	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1175	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	ell2|ackr2|human	ELL2	ACKR2	human	20B	1	TFLink	tflink:human:001035:35546bc1a270	public_tf_evidence_batch018_pair_15_2	chromatin_or_transcriptional_machinery_database_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_noncanonical_regulator_candidate_separately	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1176	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	ell2|actr2|human	ELL2	ACTR2	human	20B	1	TFLink	tflink:human:001035:35546bc1a270	public_tf_evidence_batch018_pair_15_3	chromatin_or_transcriptional_machinery_database_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_noncanonical_regulator_candidate_separately	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1177	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	ell2|acvr1|human	ELL2	ACVR1	human	20B	1	TFLink	tflink:human:001035:35546bc1a270	public_tf_evidence_batch018_pair_15_4	chromatin_or_transcriptional_machinery_database_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_noncanonical_regulator_candidate_separately	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1178	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	ell2|adgrl1|mouse	ELL2	Adgrl1	mouse	20B;23B	1	TFLink	tflink:mouse:000948:d100e1b3c61b	public_tf_evidence_batch023_pair_19_1	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1179	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	ell2|adgrl2|mouse	ELL2	Adgrl2	mouse	20B;23B	1	TFLink	tflink:mouse:000948:d100e1b3c61b	public_tf_evidence_batch023_pair_19_2	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1180	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	ell2|aplp2|mouse	ELL2	Aplp2	mouse	20B	1	TFLink	tflink:mouse:000948:d100e1b3c61b	public_tf_evidence_batch023_pair_19_3	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1181	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	ell2|apoe|mouse	ELL2	Apoe	mouse	20B	1	TFLink	tflink:mouse:000948:d100e1b3c61b	public_tf_evidence_batch023_pair_19_4	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1182	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	elob|acvr1|mouse	ELOB	Acvr1	mouse	20B	1	TFLink	tflink:mouse:000855:0c54f9837195	public_tf_evidence_batch028_pair_01_1	database_membership_only_not_promotable	https://tflink.net/download/	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1183	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	elob|adam17|mouse	ELOB	Adam17	mouse	20B	1	TFLink	tflink:mouse:000855:0c54f9837195	public_tf_evidence_batch028_pair_01_2	database_membership_only_not_promotable	https://tflink.net/download/	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1184	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	elob|adam9|mouse	ELOB	Adam9	mouse	20B	1	TFLink	tflink:mouse:000855:0c54f9837195	public_tf_evidence_batch028_pair_01_3	database_membership_only_not_promotable	https://tflink.net/download/	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1185	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	elob|adgre5|mouse	ELOB	Adgre5	mouse	23B	1	TFLink	tflink:mouse:000855:0c54f9837195	public_tf_evidence_batch028_pair_01_4	database_membership_only_not_promotable	https://tflink.net/download/	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1186	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	emsy|acvr1|human	EMSY	ACVR1	human	20B	1	TFLink	tflink:human:000883:8cc3d71e22ad	public_tf_evidence_batch022_pair_03_1	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1187	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	emsy|adam12|human	EMSY	ADAM12	human	20B;23B	1	TFLink	tflink:human:000883:8cc3d71e22ad	public_tf_evidence_batch022_pair_03_2	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1188	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	emsy|adam9|human	EMSY	ADAM9	human	20B	1	TFLink	tflink:human:000883:8cc3d71e22ad	public_tf_evidence_batch022_pair_03_3	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1189	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	emsy|adgrl1|human	EMSY	ADGRL1	human	20B;23B	1	TFLink	tflink:human:000883:8cc3d71e22ad	public_tf_evidence_batch022_pair_03_4	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1190	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	emx1|cdh11|human	EMX1	CDH11	human	20B	1	TFLink	tflink:human:001422:c01701965e77	public_tf_evidence_batch010_pair_01_1	binding_dataset_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1191	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	emx1|col4a2|human	EMX1	COL4A2	human	20B	1	TFLink	tflink:human:001422:c01701965e77	public_tf_evidence_batch010_pair_01_2	binding_dataset_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1192	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	emx1|egf|human	EMX1	EGF	human	20B;23B	1	TFLink	tflink:human:001422:c01701965e77	public_tf_evidence_batch010_pair_01_3	binding_dataset_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1193	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	emx1|nr3c1|human	EMX1	NR3C1	human	22B	1	TFLink	tflink:human:001422:c01701965e77	public_tf_evidence_batch010_pair_01_4	binding_dataset_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1194	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	ep400|a2m|human	EP400	A2M	human	20B	1	TFLink	tflink:human:001004:13210f0bd740	public_tf_evidence_batch019_pair_21_1	chromatin_or_transcriptional_machinery_database_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_noncanonical_regulator_candidate_separately	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1195	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	ep400|abca1|human	EP400	ABCA1	human	20B	1	TFLink	tflink:human:001004:13210f0bd740	public_tf_evidence_batch019_pair_21_2	chromatin_resource_without_target_call_not_promotable	https://dbarchive.biosciencedbc.jp/kyushu-u/hg38/target/EP400.10.html	retain_chromatin_resource_lead_separately	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
