module22a_handoff_id	coverage_id	pair_key	pair_label_canonical	pathway_reuse_keys	terminal_tf_entities	module21a_evidence_ids	tf_program_evidence_ids	handoff_status	terminal_tf_status	search_boundary	limitations
M22A-HANDOFF-000396	M21A-PAIR-000396	cxcl3 ackr1	Cxcl3 Ackr1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-000397	M21A-PAIR-000397	cxcl3 cxcr1	Cxcl3 Cxcr1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-000398	M21A-PAIR-000398	cxcl3 cxcr2	Cxcl3 Cxcr2	M21A-REUSE-0124		M21A-PAIR-EVID-031		no_terminal_tf_assigned	none_found	Primary downstream review batches002_005; TF target-program search remains separate.	Human exact-pair evidence; mouse transfer is conditional and no terminal TF was measured.
M22A-HANDOFF-000399	M21A-PAIR-000399	cxcl5 ackr1	Cxcl5 Ackr1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-000400	M21A-PAIR-000400	cxcl9 ackr1	Cxcl9 Ackr1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-000401	M21A-PAIR-000401	cxcl9 cxcr3	Cxcl9 Cxcr3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-000402	M21A-PAIR-000402	desmosterol-dhcr7 nr1h2	Desmosterol-DHCR7 Nr1h2			M21A-PAIR-EVID-866		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	Desmosterol is supported as an endogenous LXR ligand/activator, but DHCR7 is a sterol-biosynthetic enzyme and was not shown to bind LXRβ or form a DHCR7–NR1H2 receptor complex. The exact composite label is therefore not promoted and no terminal TF is assigned.
M22A-HANDOFF-000403	M21A-PAIR-000403	desmosterol-dhcr7 nr1h3	Desmosterol-DHCR7 Nr1h3			M21A-PAIR-EVID-867		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	Desmosterol/LXRα evidence is not evidence for a direct DHCR7–NR1H3 complex. DHCR7-dependent sterol metabolism and mature desmosterol-mediated LXR activation are retained as separate mechanisms; no terminal TF is assigned to the exact composite.
M22A-HANDOFF-000404	M21A-PAIR-000404	dhea-sts esr1	DHEA-STS Esr1			M21A-PAIR-EVID-868		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	DHEA steroid sulfatase (STS) is an enzyme/processing label, not a demonstrated ERα receptor subunit or ligand-complex component. Mature DHEA/DHEAS and metabolites can modulate ERα, but the exact DHEA-STS–ESR1 composite was not tested; no terminal TF is assigned.
M22A-HANDOFF-000405	M21A-PAIR-000405	dhea-sts nr1i2	DHEA-STS Nr1i2			M21A-PAIR-EVID-869		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	PXR can bind diverse steroids, but the submitted DHEA-STS label combines a steroid-processing enzyme with the receptor and was not directly assayed. No exact mature DHEA-STS→PXR activation or terminal TF assignment was established.
M22A-HANDOFF-000406	M21A-PAIR-000406	dhea-sts ppara	DHEA-STS Ppara			M21A-PAIR-EVID-870		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	DHEA/DHEAS can produce PPARα-dependent function, but DHEA-STS is a steroid-processing enzyme and was not shown to bind PPARα or act as a receptor complex component. Direct ligand transactivation is context-dependent and no terminal TF is assigned to the exact composite.
M22A-HANDOFF-000407	M21A-PAIR-000407	dheas-sult1e1 ppara	DHEAS-SULT1E1 Ppara			M21A-PAIR-EVID-871		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	SULT1E1 is a sulfotransferase, not a demonstrated receptor component. The primary DHEAS–PPARα evidence does not establish a direct SULT1E1–PPARα edge or show that SULT1E1 is required for the receptor response; no terminal TF is assigned to the exact composite.
M22A-HANDOFF-000408	M21A-PAIR-000408	dheas-sult1e1 ppard	DHEAS-SULT1E1 Ppard			M21A-PAIR-EVID-872		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	The primary DHEAS study reported no PPARδ transactivation in the tested system. SULT1E1 is an enzyme label and was not manipulated as a receptor component; no direct SULT1E1–PPARD evidence or terminal TF assignment was made.
M22A-HANDOFF-000409	M21A-PAIR-000409	dheas-sult1e1 pparg	DHEAS-SULT1E1 Pparg			M21A-PAIR-EVID-873		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	The primary DHEAS study reported no PPARγ transactivation in the tested system. SULT1E1 was not shown to be a receptor component or required enzyme for PPARγ signaling; no terminal TF assignment was made.
M22A-HANDOFF-000410	M21A-PAIR-000410	dheas-sult2a1 ppara	DHEAS-SULT2A1 Ppara			M21A-PAIR-EVID-874		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	The studies support PPARα-dependent DHEAS responses and, separately, PPARα regulation of SULT2A1 expression. They do not establish a direct DHEAS–SULT2A1–PPARα receptor complex; no terminal TF is assigned to the exact composite.
M22A-HANDOFF-000411	M21A-PAIR-000411	dheas-sult2a1 ppard	DHEAS-SULT2A1 Ppard			M21A-PAIR-EVID-875		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	SULT2A1 is an enzyme regulated by PPARα in a separate assay and is not a receptor component. No exact SULT2A1–PPARD edge or direct DHEAS–PPARD activation was established; no terminal TF assignment was made.
M22A-HANDOFF-000412	M21A-PAIR-000412	dheas-sult2a1 pparg	DHEAS-SULT2A1 Pparg			M21A-PAIR-EVID-876		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	SULT2A1 is an enzyme regulated by PPARα in a separate assay and is not a receptor component. No exact SULT2A1–PPARG edge or direct DHEAS–PPARG activation was established; no terminal TF assignment was made.
M22A-HANDOFF-000413	M21A-PAIR-000413	dheas-sult2b ppara	DHEAS-SULT2B Ppara			M21A-PAIR-EVID-877		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	The exact SULT2B label was not shown to be a receptor component or required for DHEAS–PPARα function. Sulfotransferase biology and mature DHEAS signaling are kept separate; no terminal TF is assigned.
M22A-HANDOFF-000414	M21A-PAIR-000414	dheas-sult2b ppard	DHEAS-SULT2B Ppard			M21A-PAIR-EVID-878		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	SULT2B was not manipulated as a receptor component and the primary DHEAS comparison did not support PPARδ transactivation. No exact composite relay or terminal TF assignment was made.
M22A-HANDOFF-000415	M21A-PAIR-000415	dheas-sult2b pparg	DHEAS-SULT2B Pparg			M21A-PAIR-EVID-879		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	SULT2B was not manipulated as a receptor component and the primary DHEAS comparison did not support PPARγ transactivation. No exact composite relay or terminal TF assignment was made.
M22A-HANDOFF-000416	M21A-PAIR-000416	dht-srd5a1 ar	DHT-SRD5A1 Ar			M21A-PAIR-EVID-880		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	DHT directly binds/activates AR, but SRD5A1 is a biosynthetic enzyme rather than an AR receptor-complex component. The exact DHT–SRD5A1–AR composite was not assayed as one edge; no terminal TF is assigned to the exact composite.
M22A-HANDOFF-000417	M21A-PAIR-000417	dht-srd5a2 ar	DHT-SRD5A2 Ar			M21A-PAIR-EVID-881		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	The mature DHT–AR edge is supported, but no exact DHT–SRD5A2–AR complex or SRD5A2-dependent receptor activation assay was found. No terminal TF is assigned to the composite label.
M22A-HANDOFF-000418	M21A-PAIR-000418	dht-srd5a3 ar	DHT-SRD5A3 Ar			M21A-PAIR-EVID-882		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	The mature DHT–AR edge is supported, but no exact DHT–SRD5A3–AR complex or SRD5A3-dependent receptor activation assay was found. No terminal TF is assigned to the composite label.
M22A-HANDOFF-000419	M21A-PAIR-000419	doc-cyp21a2 nr3c2	DOC-CYP21A2 Nr3c2			M21A-PAIR-EVID-883		no_terminal_tf_assigned	none_found	Primary downstream review batches040_041; exact pair/family boundary search.	DOC can activate mineralocorticoid receptor in a species-specific primary reporter study, but CYP21A2 is a biosynthetic enzyme and was not shown to bind or form a receptor complex with NR3C2. The exact CellChat composite is unresolved and no terminal TF is assigned.
M22A-HANDOFF-000420	M21A-PAIR-000420	dopa-ddc_slc18a1 drd1	DOPA-DDC_SLC18A1 Drd1	M21A-REUSE-0509		M21A-PAIR-EVID-884		no_terminal_tf_assigned	none_found	Primary downstream review batches042_043_044_045; exact pair/family boundary search.	The queued token is a DOPA/DDC/SLC18A1 composite, not a single tested ligand. DDC, SLC18A1/2, and SLC6A3 were not manipulated in the receptor assays; mature dopamine receptor activation is separated from production and handling. No terminal TF was directly measured.
M22A-HANDOFF-000421	M21A-PAIR-000421	dopa-ddc_slc18a1 drd2	DOPA-DDC_SLC18A1 Drd2	M21A-REUSE-0510		M21A-PAIR-EVID-885		no_terminal_tf_assigned	none_found	Primary downstream review batches042_043_044_045; exact pair/family boundary search.	The queued token is a DOPA/DDC/SLC18A1 composite, not a single tested ligand. DDC, SLC18A1/2, and SLC6A3 were not manipulated in the receptor assays; mature dopamine receptor activation is separated from production and handling. No terminal TF was directly measured.
M22A-HANDOFF-000422	M21A-PAIR-000422	dopa-ddc_slc18a1 drd3	DOPA-DDC_SLC18A1 Drd3	M21A-REUSE-0511		M21A-PAIR-EVID-886		no_terminal_tf_assigned	none_found	Primary downstream review batches042_043_044_045; exact pair/family boundary search.	The queued token is a DOPA/DDC/SLC18A1 composite, not a single tested ligand. DDC, SLC18A1/2, and SLC6A3 were not manipulated in the receptor assays; mature dopamine receptor activation is separated from production and handling. No terminal TF was directly measured.
M22A-HANDOFF-000423	M21A-PAIR-000423	dopa-ddc_slc18a1 drd4	DOPA-DDC_SLC18A1 Drd4	M21A-REUSE-0512		M21A-PAIR-EVID-887		no_terminal_tf_assigned	none_found	Primary downstream review batches042_043_044_045; exact pair/family boundary search.	The queued token is a DOPA/DDC/SLC18A1 composite, not a single tested ligand. DDC, SLC18A1/2, and SLC6A3 were not manipulated in the receptor assays; mature dopamine receptor activation is separated from production and handling. No terminal TF was directly measured.
M22A-HANDOFF-000424	M21A-PAIR-000424	dopa-ddc_slc18a1 drd5	DOPA-DDC_SLC18A1 Drd5	M21A-REUSE-0513		M21A-PAIR-EVID-888		no_terminal_tf_assigned	none_found	Primary downstream review batches042_043_044_045; exact pair/family boundary search.	The queued token is a DOPA/DDC/SLC18A1 composite, not a single tested ligand. DDC, SLC18A1/2, and SLC6A3 were not manipulated in the receptor assays; mature dopamine receptor activation is separated from production and handling. No terminal TF was directly measured.
M22A-HANDOFF-000425	M21A-PAIR-000425	dopa-ddc_slc18a2 drd1	DOPA-DDC_SLC18A2 Drd1	M21A-REUSE-0514		M21A-PAIR-EVID-889		no_terminal_tf_assigned	none_found	Primary downstream review batches042_043_044_045; exact pair/family boundary search.	The queued token is a DOPA/DDC/SLC18A2 composite, not a single tested ligand. DDC, SLC18A1/2, and SLC6A3 were not manipulated in the receptor assays; mature dopamine receptor activation is separated from production and handling. No terminal TF was directly measured.
M22A-HANDOFF-000426	M21A-PAIR-000426	dopa-ddc_slc18a2 drd2	DOPA-DDC_SLC18A2 Drd2	M21A-REUSE-0515		M21A-PAIR-EVID-890		no_terminal_tf_assigned	none_found	Primary downstream review batches042_043_044_045; exact pair/family boundary search.	The queued token is a DOPA/DDC/SLC18A2 composite, not a single tested ligand. DDC, SLC18A1/2, and SLC6A3 were not manipulated in the receptor assays; mature dopamine receptor activation is separated from production and handling. No terminal TF was directly measured.
M22A-HANDOFF-000427	M21A-PAIR-000427	dopa-ddc_slc18a2 drd3	DOPA-DDC_SLC18A2 Drd3	M21A-REUSE-0516		M21A-PAIR-EVID-891		no_terminal_tf_assigned	none_found	Primary downstream review batches042_043_044_045; exact pair/family boundary search.	The queued token is a DOPA/DDC/SLC18A2 composite, not a single tested ligand. DDC, SLC18A1/2, and SLC6A3 were not manipulated in the receptor assays; mature dopamine receptor activation is separated from production and handling. No terminal TF was directly measured.
M22A-HANDOFF-000428	M21A-PAIR-000428	dopa-ddc_slc18a2 drd4	DOPA-DDC_SLC18A2 Drd4	M21A-REUSE-0517		M21A-PAIR-EVID-892		no_terminal_tf_assigned	none_found	Primary downstream review batches042_043_044_045; exact pair/family boundary search.	The queued token is a DOPA/DDC/SLC18A2 composite, not a single tested ligand. DDC, SLC18A1/2, and SLC6A3 were not manipulated in the receptor assays; mature dopamine receptor activation is separated from production and handling. No terminal TF was directly measured.
M22A-HANDOFF-000429	M21A-PAIR-000429	dopa-ddc_slc18a2 drd5	DOPA-DDC_SLC18A2 Drd5	M21A-REUSE-0518		M21A-PAIR-EVID-893		no_terminal_tf_assigned	none_found	Primary downstream review batches042_043_044_045; exact pair/family boundary search.	The queued token is a DOPA/DDC/SLC18A2 composite, not a single tested ligand. DDC, SLC18A1/2, and SLC6A3 were not manipulated in the receptor assays; mature dopamine receptor activation is separated from production and handling. No terminal TF was directly measured.
M22A-HANDOFF-000430	M21A-PAIR-000430	dopa-ddc_slc6a3 drd1	DOPA-DDC_SLC6A3 Drd1	M21A-REUSE-0519		M21A-PAIR-EVID-894		no_terminal_tf_assigned	none_found	Primary downstream review batches042_043_044_045; exact pair/family boundary search.	The queued token is a DOPA/DDC/SLC6A3 composite, not a single tested ligand. DDC, SLC18A1/2, and SLC6A3 were not manipulated in the receptor assays; mature dopamine receptor activation is separated from production and handling. No terminal TF was directly measured.
M22A-HANDOFF-000431	M21A-PAIR-000431	dopa-ddc_slc6a3 drd2	DOPA-DDC_SLC6A3 Drd2	M21A-REUSE-0520		M21A-PAIR-EVID-895		no_terminal_tf_assigned	none_found	Primary downstream review batches042_043_044_045; exact pair/family boundary search.	The queued token is a DOPA/DDC/SLC6A3 composite, not a single tested ligand. DDC, SLC18A1/2, and SLC6A3 were not manipulated in the receptor assays; mature dopamine receptor activation is separated from production and handling. No terminal TF was directly measured.
M22A-HANDOFF-000432	M21A-PAIR-000432	dopa-ddc_slc6a3 drd3	DOPA-DDC_SLC6A3 Drd3	M21A-REUSE-0521		M21A-PAIR-EVID-896		no_terminal_tf_assigned	none_found	Primary downstream review batches042_043_044_045; exact pair/family boundary search.	The queued token is a DOPA/DDC/SLC6A3 composite, not a single tested ligand. DDC, SLC18A1/2, and SLC6A3 were not manipulated in the receptor assays; mature dopamine receptor activation is separated from production and handling. No terminal TF was directly measured.
M22A-HANDOFF-000433	M21A-PAIR-000433	dopa-ddc_slc6a3 drd4	DOPA-DDC_SLC6A3 Drd4	M21A-REUSE-0522		M21A-PAIR-EVID-897		no_terminal_tf_assigned	none_found	Primary downstream review batches042_043_044_045; exact pair/family boundary search.	The queued token is a DOPA/DDC/SLC6A3 composite, not a single tested ligand. DDC, SLC18A1/2, and SLC6A3 were not manipulated in the receptor assays; mature dopamine receptor activation is separated from production and handling. No terminal TF was directly measured.
