evidence_id	pathway_reuse_key	source_locators	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence_tier	evidence_summary	limitations
M21A-PAIR-EVID-1877		PMCID:PMC2150755; PMID:36997523	rat; mouse	Rat brain affinity chromatography and immunoprecipitation; recombinant NRXN1alpha ectodomain; comparative mouse neurexin splice-code studies	Glycosylated alpha/beta-dystroglycan binds NRXN1alpha in brain extracts and recombinant-column assays; splice-dependent dystroglycan organization is supported in neurexin systems	Direct glycosylation- and splice-sensitive NRXN1alpha-dystroglycan complex; no receptor-proximal intracellular relay established	ligand_receptor_binding_or_activation;downstream_pathway_function	NRXN1alpha LNS2/LNS6-dystroglycan transsynaptic adhesion; inhibitory synapse organization	medium	NRXN1alpha LNS2/LNS6-dystroglycan transsynaptic adhesion; inhibitory synapse organization	The pair is submitted at gene level, while the strongest direct evidence is NRXN1alpha and depends on dystroglycan glycosylation and neurexin splice state. The 2023 functional loop is strongest for NRXN3 and was not used to infer an NRXN1 intracellular pathway. No terminal TF assigned.
M21A-PAIR-EVID-1878		PMCID:PMC2896269; PMID:20519524; PMID:19285470	human; mouse; rat	Recombinant neurexin/LRRTM ectodomains; heterologous cell-surface binding; rat and mouse neuron co-culture synapse-induction assays	Fc binding, mutagenesis of neurexin SS4 and LRRTM extracellular domains, affinity/cell-surface assays and hemisynapse formation	LRRTM1 directly engages alpha and beta neurexin variants lacking SS4 inserts and uses the transsynaptic complex to organize excitatory synapses; no intracellular receptor relay was shown	ligand_receptor_binding_or_activation;downstream_pathway_function	NRXN1 alpha/beta SS4-negative LNS-LRRTM1 adhesion code; excitatory presynaptic differentiation	medium-high	NRXN1 alpha/beta SS4-negative LNS-LRRTM1 adhesion code; excitatory presynaptic differentiation	Evidence is isoform- and splice-state-specific and is not a generic NRXN1 interaction. The exact alpha/beta and SS4 state in the queue row are unspecified; synaptogenic output does not establish a kinase or TF pathway.
M21A-PAIR-EVID-1879		PMID:20064388; PMCID:PMC2829666; PMID:20519524; PMCID:PMC6160412	human; mouse; rat	HEK293/293T and COS cell expression systems; rat brain affinity chromatography; primary hippocampal neurons	Affinity chromatography, co-immunoprecipitation, cell-surface binding, Scatchard analysis, extracellular-domain mutagenesis, neurexin knockdown and synapse-induction assays	Direct NRXN1alpha and NRXN1beta-LRRTM2 binding is supported, with strongest interaction for SS4-negative neurexin and functional presynaptic differentiation; this is synaptic adhesion rather than receptor-proximal kinase signaling	ligand_receptor_binding_or_activation;downstream_pathway_function	NRXN1 LNS-Ca2+-LRRTM2 transsynaptic adhesion; PSD-95/AMPAR-associated excitatory synapse organization	medium-high	NRXN1 LNS-Ca2+-LRRTM2 transsynaptic adhesion; PSD-95/AMPAR-associated excitatory synapse organization	The exact queue row does not encode NRXN1 promoter or SS4 state; affinity differs between alpha and beta constructs and some assays used cell-surface rather than purified proteins. No intracellular kinase cascade or terminal TF occupancy was demonstrated.
M21A-PAIR-EVID-1880		PMID:26776509; PMID:31995730; DOI:10.1016/j.celrep.2015.12.081	human; mouse	HEK293 cells; primary dentate-gyrus granule neurons; mouse Lrrtm3/Lrrtm4 genetic and co-culture models	LRRTM3 splice-variant expression and knockdown/knockout, neurexin splice-variant dependence, synapse density and AMPAR surface assays; HS-binding and presynaptic differentiation assays	NRXN1 splice-variant engagement by LRRTM3 supports transsynaptic excitatory synapse organization; the mature edge is adhesion/HS recognition and not a demonstrated intracellular receptor relay	ligand_receptor_binding_or_activation;downstream_pathway_function	NRXN1 LNS/heparan-sulfate-LRRTM3 adhesion; dentate-gyrus excitatory synapse and AMPAR surface program	medium	NRXN1 LNS/heparan-sulfate-LRRTM3 adhesion; dentate-gyrus excitatory synapse and AMPAR surface program	The primary study emphasizes specific neurexin splice variants and LRRTM3/4 differential ligand use; exact NRXN1 promoter and splice state are not specified in the queue row. HS-dependent binding and synaptogenesis should not be converted into a direct kinase or TF edge.
M21A-PAIR-EVID-1881		PMID:31995730; PMCID:PMC7165459	human; mouse	Mouse primary hippocampal neurons and dentate gyrus; LRRTM4 mutant/knockout and neurexin gamma expression models; retinal bipolar-cell comparator	Cell-surface binding and HS-site mutagenesis, co-culture presynaptic differentiation, LRRTM4 knock-in/knockout and synaptic structural/functional assays	LRRTM4 engages the heparan-sulfate modification of neurexin and NRXN1gamma is a demonstrated synapse-organizing ligand; output is transsynaptic synaptogenesis, not intracellular receptor signaling	ligand_receptor_binding_or_activation;downstream_pathway_function	NRXN1gamma-HS-LRRTM4 transsynaptic adhesion; dentate-gyrus excitatory synapse organization	medium	NRXN1gamma-HS-LRRTM4 transsynaptic adhesion; dentate-gyrus excitatory synapse organization	The direct evidence is strongest for NRXN1gamma and the neurexin HS modification, not an unspecified NRXN1 protein. The retinal study reports neurexin co-immunoprecipitation but does not resolve each neurexin isoform. No kinase relay or terminal TF assigned.
M21A-PAIR-EVID-1882		https://pubmed.ncbi.nlm.nih.gov/?term=NRXN2+CLSTN1; PMCID:PMC4101519	human; mouse; rat	No exact NRXN2-CLSTN1 pair-specific receptor model identified	Bounded PubMed/PMC/publisher search for direct CLSTN1-neurexin-2 binding; calsyntenin-family studies reviewed as non-specific	No qualifying exact direct NRXN2-CLSTN1 molecular edge; CLSTN3 and gene-family evidence were not transferred to CLSTN1	ligand_receptor_binding_or_activation	NRXN2-CLSTN1 synaptic adhesion branch unresolved	low	NRXN2-CLSTN1 synaptic adhesion branch unresolved	No primary assay isolated NRXN2 with CLSTN1 in the reviewed search. CLSTN1 transport and family-level annotations do not establish this exact extracellular pair or a relay. No downstream pathway or TF assigned.
M21A-PAIR-EVID-1883		https://pubmed.ncbi.nlm.nih.gov/?term=NRXN2+CLSTN2; PMID:12498782; PMCID:PMC4101519	human; mouse; rat	No exact NRXN2-CLSTN2 pair-specific receptor model identified	Bounded PubMed/PMC/publisher search for direct CLSTN2-neurexin-2 binding and synaptogenic assays	No qualifying exact direct NRXN2-CLSTN2 molecular edge; family similarity and CLSTN3 evidence were not treated as proof	ligand_receptor_binding_or_activation	NRXN2-CLSTN2 synaptic adhesion branch unresolved	low	NRXN2-CLSTN2 synaptic adhesion branch unresolved	The reviewed primary literature characterizes calsyntenin family members but does not isolate CLSTN2 binding to NRXN2 with defined promoter or splice state. No receptor-proximal relay, cellular output, or TF assigned.
M21A-PAIR-EVID-1884		PMCID:PMC3821696; PMID:25352602; PMCID:PMC7335786	human; mouse; rat; cow	COS-cell expression and ectodomain assays; brain synaptosome pull-down; primary hippocampal Schaffer-collateral cultures	NRXN2alpha binding to CLSTN3-Fc in cell-surface assays, calcium-sensitive interaction, pull-down/complex analysis, splice-site comparison and Clstn3 perturbation	Direct CLSTN3 binding to alpha-neurexin 2 and later beta-neurexin/LNS complexes supports transsynaptic adhesion and presynaptic differentiation; no intracellular kinase relay demonstrated	ligand_receptor_binding_or_activation;downstream_pathway_function	NRXN2alpha/beta LNS-cadherin transsynaptic adhesion; excitatory synaptic input organization	medium	NRXN2alpha/beta LNS-cadherin transsynaptic adhesion; excitatory synaptic input organization	The exact NRXN2 promoter and splice state are not encoded in the queue row, and prior studies reported discrepant CLSTN3 binding behavior. Functional outputs are synapse organization, not receptor-proximal signaling or TF activation.
M21A-PAIR-EVID-1885		PMID:36997523; https://pubmed.ncbi.nlm.nih.gov/?term=NRXN2+DAG1	human; mouse; rat	No exact NRXN2-DAG1 pair-specific assay identified	Bounded PubMed/PMC/publisher search; comparison with direct NRXN1alpha-dystroglycan complex and NRXN3 splice-code/dystroglycan studies	No qualifying exact NRXN2-DAG1 molecular edge; NRXN1alpha and NRXN3 evidence was not generalized to NRXN2	ligand_receptor_binding_or_activation	NRXN2-dystroglycan transsynaptic adhesion branch unresolved	low	NRXN2-dystroglycan transsynaptic adhesion branch unresolved	Dystroglycan binding is strongly dependent on glycosylation and neurexin isoform/splice state. The reviewed primary studies did not demonstrate the submitted exact NRXN2 pair. No downstream pathway or TF assigned.
M21A-PAIR-EVID-1886		PMCID:PMC2896269; PMID:20519524; PMID:19285470	human; mouse; rat	Recombinant neurexin/LRRTM proteins; heterologous cell-surface binding; primary neuronal co-culture	Neurexin-2 alpha and beta constructs lacking SS4 inserts bind LRRTM1 in the differential binding code; co-culture synapse-induction and neurexin/LRRTM mutagenesis	Direct NRXN2 alpha/beta SS4-negative-LRRTM1 adhesion supports excitatory synapse organization; no receptor-proximal intracellular relay was measured	ligand_receptor_binding_or_activation;downstream_pathway_function	NRXN2 LNS-Ca2+-LRRTM1 transsynaptic adhesion code; excitatory presynaptic differentiation	medium-high	NRXN2 LNS-Ca2+-LRRTM1 transsynaptic adhesion code; excitatory presynaptic differentiation	The exact row omits promoter and splice state; the evidence is restricted to defined alpha/beta constructs and SS4-negative variants. Synaptogenic output does not establish a kinase pathway or terminal TF.
M21A-PAIR-EVID-1887		PMCID:PMC2896269; PMID:20519524; PMCID:PMC6160412	human; mouse; rat	Recombinant neurexin-2/LRRTM2 ectodomains; heterologous cell binding; primary neurons	Differential alpha/beta neurexin binding, SS4 mutagenesis, Ca2+-dependent structural/binding work and LRRTM2 synapse-induction assays	Direct NRXN2 alpha/beta SS4-negative-LRRTM2 binding is supported and couples to transsynaptic excitatory synapse organization; no intracellular kinase relay established	ligand_receptor_binding_or_activation;downstream_pathway_function	NRXN2 LNS-Ca2+-LRRTM2 adhesion code; PSD-95/AMPAR-associated excitatory synapse organization	medium-high	NRXN2 LNS-Ca2+-LRRTM2 adhesion code; PSD-95/AMPAR-associated excitatory synapse organization	The strongest evidence uses defined recombinant isoforms and SS4-negative neurexin; the queue row is gene-level. No direct intracellular signaling intermediate or terminal TF occupancy was demonstrated.
M21A-PAIR-EVID-1888		PMID:26776509; PMID:31995730; DOI:10.1016/j.celrep.2015.12.081	human; mouse	HEK293 and primary dentate-gyrus neurons; LRRTM3/4 splice, knockdown/knockout and HS-mutant models	LRRTM3 alternative-splice and neurexin-variant dependence, synapse/AMPAR assays, HS-dependent binding and presynaptic differentiation	NRXN2 splice-variant engagement by LRRTM3 is supported in the LRRTM family/neurexin code; output is transsynaptic adhesion and synaptogenesis rather than intracellular receptor relay	ligand_receptor_binding_or_activation;downstream_pathway_function	NRXN2 LNS/heparan-sulfate-LRRTM3 adhesion; dentate-gyrus excitatory synapse organization	medium	NRXN2 LNS/heparan-sulfate-LRRTM3 adhesion; dentate-gyrus excitatory synapse organization	The exact NRXN2 promoter and SS state are not specified in the queue row, and LRRTM3 ligand use is splice-selective. HS-dependent synaptogenesis is not evidence for a kinase or TF edge.
M21A-PAIR-EVID-1889		PMID:31995730; https://pubmed.ncbi.nlm.nih.gov/?term=NRXN2+LRRTM4	human; mouse	No exact NRXN2-LRRTM4 isoform-resolved receptor model identified	Bounded PubMed/PMC/publisher search; direct LRRTM4 evidence centered on NRXN1gamma and neurexin HS modification	No qualifying exact NRXN2-LRRTM4 molecular edge with defined promoter/splice state; NRXN1gamma evidence was not generalized to NRXN2	ligand_receptor_binding_or_activation	NRXN2-HS-LRRTM4 synaptic adhesion branch unresolved	low	NRXN2-HS-LRRTM4 synaptic adhesion branch unresolved	LRRTM4 can engage neurexin HS and induce synaptogenesis, but the reviewed primary evidence does not isolate NRXN2 as the submitted partner. No downstream pathway or terminal TF assigned.
M21A-PAIR-EVID-1890		PMCID:PMC2896269; PMID:20519524; PMID:19285470	human; mouse; rat	Recombinant neurexin/LRRTM proteins; heterologous cell-surface binding; primary neuronal co-culture	Neurexin-3 alpha and beta variants lacking SS4 inserts bind LRRTM1 in the conserved differential code; co-culture synapse-induction assays	Direct NRXN3 alpha/beta SS4-negative-LRRTM1 adhesion supports excitatory synapse organization; no intracellular receptor-proximal relay measured	ligand_receptor_binding_or_activation;downstream_pathway_function	NRXN3 LNS-Ca2+-LRRTM1 transsynaptic adhesion code; excitatory presynaptic differentiation	medium-high	NRXN3 LNS-Ca2+-LRRTM1 transsynaptic adhesion code; excitatory presynaptic differentiation	Evidence is construct- and splice-state-specific; the queue row does not resolve NRXN3 promoter or SS4. Synapse formation is a cellular output, not evidence of a terminal TF or kinase pathway.
M21A-PAIR-EVID-1891		PMCID:PMC2896269; PMID:20519524; PMCID:PMC6160412	human; mouse; rat	Recombinant neurexin-3/LRRTM2 ectodomains; cell-surface binding; primary neuronal co-culture	Neurexin-3 alpha/beta SS4-negative binding to LRRTM2, calcium-dependent structural interface and synapse-induction/mutagenesis assays	Direct NRXN3-LRRTM2 transsynaptic adhesion is supported for defined neurexin isoforms and organizes excitatory synapses; no intracellular kinase relay established	ligand_receptor_binding_or_activation;downstream_pathway_function	NRXN3 LNS-Ca2+-LRRTM2 adhesion code; PSD-95/AMPAR-associated excitatory synapse organization	medium-high	NRXN3 LNS-Ca2+-LRRTM2 adhesion code; PSD-95/AMPAR-associated excitatory synapse organization	The exact promoter and splice state are unspecified in the queue row; evidence should not be extended to every NRXN3 isoform. No receptor-proximal relay or terminal TF occupancy was shown.
M21A-PAIR-EVID-1892		PMID:26776509; PMID:31995730; DOI:10.1016/j.celrep.2015.12.081	human; mouse	HEK293 and primary dentate-gyrus neurons; LRRTM3 splice, neurexin-variant, HS and knockout models	LRRTM3 requires specific presynaptic neurexin splice variants for synaptogenic activity; LRRTM3/4 HS engagement and dentate-gyrus synaptic outputs were tested	NRXN3 splice-variant engagement by LRRTM3 is supported as a transsynaptic adhesion/synaptogenesis edge; no intracellular receptor relay or TF endpoint was shown	ligand_receptor_binding_or_activation;downstream_pathway_function	NRXN3 LNS/heparan-sulfate-LRRTM3 adhesion; excitatory synapse and AMPAR surface organization	medium	NRXN3 LNS/heparan-sulfate-LRRTM3 adhesion; excitatory synapse and AMPAR surface organization	The evidence is splice-selective and some assays report ligand utilization/function rather than a purified NRXN3-LRRTM3 binary affinity. The gene-level row cannot specify promoter or SS state. No terminal TF assigned.
