context_id	study_id	injury_model	injury_level	injury_severity	sex	timepoint_value	timepoint_unit	tissue	injury_distance	injury_distance_unit	sample_scope	cell_type	experimental_condition	study_perturbation_status	protein_observation_count	protein_state_observation_count	protein_expression_observation_count	numeric_observation_count	missing_core_fields	missing_secondary_fields	core_context_completeness	secondary_context_completeness	refinement_priority
sci:protein:46ba2ce9fcd738a3	FLOW_SCI_181	T10 forceps-compression spinal cord injury; 5-second calibrated forceps clamp	T10	compression; exact force not reported in first-pass extraction	unknown	3	day	injury core			PDGFRβ-positive pericytes in the injury core	PDGFRβ-positive pericytes	SCI	PDGFRβ inhibitor SU16f and macrophage-polarization treatment arms; untreated SCI time course retained separately	1	0	1	0		sex;injury_distance;injury_distance_unit	9/9	2/5	medium
sci:protein:4717189e63d429a7	FLOW_SCI_244	spinal lesion in adult wild-type and Sema7A-deficient mice	thoracic; exact level requires full Methods extraction	traumatic spinal lesion; exact lesion geometry requires full Methods extraction	not reported in accessible search record	7	day	lumbar spinal cord layers below lesion			mouse lumbar spinal-cord sections	5-HT-positive serotonergic fibers	SCI in wild-type versus Sema7A-deficient mice	Sema7A-deficient versus wild-type mice	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:4720b3ca6833d89b	FLOW_SCI_529	moderate-severe T9 contusion SCI	T9	moderate-severe contusion	not reported in this pass	1	day	T9 epicenter and rostral/caudal sections			mixed_cell_population	Iba1-positive microglia	SCI versus sham	DAPT treatment and Bace1 knockout arms; untreated time course retained separately	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:472b138e28f86b58	FLOW_SCI_016	thoracic contusion spinal cord injury	thoracic; exact vertebral level unknown	unknown; experimental contusion severity not recoverable from the candidate record	unknown	0.5	hours	injury-site spinal cord tissue			whole_tissue	unassigned or bulk sample	injured versus sham	observational	1	0	1	1		sex;injury_distance;injury_distance_unit;sample_count	9/9	1/5	medium
sci:protein:4756af207958969c	FLOW_SCI_352	Moderate thoracic contusion SCI using the Infinite Horizons impactor	T9	50 kdyn force; 500-600 micrometre tissue displacement	adult female C57BL/6 mice, 18-20 g	14	day	contusion epicenter	0	mm	injury-epicenter spinal-cord sections	PECAM-1-positive microvessels	moderate contusion SCI and uninjured controls	untreated temporal injury study with uninjured/sham comparison	1	0	1	1		sample_count	9/9	4/5	medium
sci:protein:47b2ca404d80bed5	FLOW_SCI_054	T12 compression spinal cord injury using a 50-g platform load	T12	50-g compression for 5 minutes over a 2 x 5 mm platform	male Sprague-Dawley rats, 10 weeks, 250-300 g	4	day	injury-site spinal cord leukocyte fraction			T12 injury-site spinal-cord tissue and sorted granulocyte-negative CD45lowCD11b+ microglia	granulocyte-negative CD45lowCD11b+ microglia	SCI versus sham; control- and LRCH1-shRNA-infected microglia transfer arms	LRCH1 knockdown in primary microglia followed by adoptive spinal injection; endogenous time course observational	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:47d09a1b82121b9e	FLOW_SCI_123	bilateral forceps compression spinal cord injury	not reported in first-pass extraction	forceps fully clamped for 2 seconds	female	7	day	lesion center / injured cord			bulk lesion-centered spinal-cord homogenate	GFAP-positive astrocytes	SCI	PLX3397-mediated microglial depletion	2	2	0	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:4835695b422b7da7	FLOW_SCI_040	thoracic contusion spinal cord injury at T8	T8	not reported in the extracted record	not reported in the extracted record	4	days	injury-centered spinal cord tissue			spinal-cord tissue cells in the injured segment	GFAP-positive astrocytes	SCI versus sham	none	2	0	2	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:486ce79c36e14e97	FLOW_SCI_413	severe thoracic contusion spinal cord injury in Nestin reporter and Nestin-CreERT2 lineage-tracing mice	T12	severe contusion; exact force requires extraction		14	day	lesion-flanking central canal and cord			injury-adjacent spinal-cord cell population	Nestin-CreERT2/Rosa26-YFP ependymal descendants	SCI in Nestin-GFP and Nestin-CreERT2 lineage mice	Nestin-TK neural-stem-cell ablation and Nestin-CreERT2 lineage tracing; non-ablated injured controls	3	0	3	0		sex;injury_distance;injury_distance_unit	9/9	2/5	medium
sci:protein:49f45c6180e7f56d	FLOW_MSCS_ITDB_000010	moderate T9 contusive spinal cord injury using an Infinite Horizons Impactor	T9	60 kdyn moderate contusion		17	day	C1200 relative to lesion epicenter (1200 µm)	1200	µm	mixed_cell_population	unassigned or bulk sample	Moderate contusive SCI; Control; AAV-transduced region; distance C1200	Zeb2os perturbation	1	1	0	1		sex;sample_count	9/9	3/5	medium
sci:protein:4ae8bd43854b9460	FLOW_SCI_434	Thoracic contusion SCI using the NYU weight-drop impactor	T12	standardized NYU weight-drop contusion; exact impact parameters not reported in the cited methods	female C57BL/6 mice, 6-8 weeks, 18-22 g	24	hour	injury epicenter spinal cord sections	0	mm; epicenter	injury-epicenter spinal-cord sections	Gr-1-positive neutrophils	WT sham, vehicle, anti-factor B, factor B-deficient, and CD59a-deficient groups	factor B deficiency, CD59a deficiency, and anti-factor B antibody treatment; WT vehicle controls retained	1	0	1	0			9/9	5/5	complete
sci:protein:4b2bf2f9d06aa1a5	FLOW_MSCS_ITDB_000010	moderate T9 contusive spinal cord injury using an Infinite Horizons Impactor	T9	60 kdyn moderate contusion		17	day	R400 relative to lesion epicenter (-400 µm)	-400	µm	mixed_cell_population	unassigned or bulk sample	Moderate contusive SCI; Control; AAV-transduced region; distance R400	Zeb2os perturbation	1	0	1	1		sex;sample_count	9/9	3/5	medium
sci:protein:4c6a0b0a6604a604	FLOW_SCI_381	in vivo traumatic spinal cord contusion injury	T11; source figure context	moderate contusion; exact impact parameters pending extraction	not reported in current extraction	7	day	spinal cord lesion and caudal tissue			sorted_cell_population	CD11b-positive LysM-eGFP-negative microglia	injured; wild-type and CCR2 knockout mice	CCR2 deficiency and macrophage-infiltration context; untreated wild-type SCI retained	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:4cccdda41ce5c60f	FLOW_SCI_011	moderate-to-severe thoracic contusion; T8 laminectomy; MASCIS 10 g weight dropped 25 mm	T8	moderate_to_severe	unknown	7	day	1 cm spinal-cord segment centered on impact site			1-cm spinal-cord segment centered on the impact site	CD3+CD8+ T cells	SCI; FTY720 versus vehicle	FTY720, 1 mg/kg daily intraperitoneally	1	0	1	1		sex;injury_distance;injury_distance_unit;sample_count	9/9	1/5	medium
sci:protein:4d1d14e3382dc624	FLOW_SCI_021	graded thoracic contusion using a MASCIS spinal cord compactor	thoracic; exact vertebral level not stated in the accessible summary	graded mild, moderate, and severe; 12.5, 25.0, or 50.0 mm drop height	female	3	day	0.6-cm lesion-centered spinal-cord homogenate			0.6-cm lesion-centered spinal-cord homogenate	unassigned or bulk sample	Sham	injury severity comparison; sham laminectomy controls	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:4d53edc7561af565	FLOW_SCI_050	moderate T9/T10 contusion SCI, 50 kdyn	T9/T10 segment exposed through T7/T8 laminectomy	moderate contusion	female	1	day	3 mm epicenter segment and adjacent tissue			injured spinal cord tissue sections spanning epicenter and adjacent segments	spinal microvascular endothelial profiles in tissue	SCI	observational SCI time course	1	0	1	0		injury_distance;injury_distance_unit;sample_count	9/9	2/5	medium
sci:protein:4e3a935fd3ab0e6f	FLOW_SCI_371	in vivo moderate T9 contusive spinal cord injury	T9	moderate contusion	female; 6-8 weeks	72	hour	T9 injury epicenter	0	mm	mixed_cell_population	GFAP-positive astroglia	SCI	CHOP-null versus wild-type mice; untreated SCI UPR localization retained	1	0	1	0			9/9	5/5	complete
sci:protein:4f78614179f4a51c	FLOW_SCI_411	Infinite Horizons contusion spinal cord injury	T9-T10	thoracic contusion; exact force requires extraction		14	day	rostral spinal cord segment			ependymal zone surrounding the central canal in contused spinal cord	ependymal cells surrounding the central canal	contusion SCI	traumatic SCI compared with naive, sham/PBS, focal LPC demyelination, and EAE controls	1	0	1	1		sex;injury_distance;injury_distance_unit	9/9	2/5	medium
sci:protein:4fb4a8601fd7a65d	FLOW_MSCS_ITDB_000101	contusive traumatic spinal cord injury				24	hour	5-mm spinal cord segment spanning injury epicenter and penumbra			whole_tissue	unassigned or bulk sample	T9 50-kdyn contusion SCI or sham; WT female mice; BMAL1 western blot	Bmal1 genetic deletion	1	0	1	1	injury_level	injury_severity;sex;injury_distance;injury_distance_unit;sample_count	8/9	0/5	high
sci:protein:502d0c018cddc73d	FLOW_SCI_275	spinal cord injury with cortical AAV-shPTEN or control AAV-GFP	not specified in current extraction	not specified in current extraction	not reported in current extraction	1	day	spinal cord and/or cortical injection region; exact compartment to be confirmed			AAV-transduced adult mouse sensorimotor cortex neurons	AAV-transduced cortical neurons	SCI plus AAV-shPTEN or AAV-GFP control	AAV-shPTEN-GFP versus AAV-GFP control	1	1	0	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:50bd823fe6788737	FLOW_SCI_053	T9 falling-object contusion spinal cord injury	T9	falling-object contusion; 5 g weight dropped from 8 cm; reported injury energy 40 g x cm	young adult male Sprague-Dawley rats, 8 weeks, 200-250 g	3	day	thoracic lesion and blood mononuclear cells			injury-site spinal cord tissue	unassigned or bulk sample	rat sham, SCI, and SCI plus clodronate liposomes	clodronate-liposome depletion of circulating monocytes in rat arm; human samples observational	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:51460f05806b71bd	FLOW_SCI_024	T10 contusion using the Infinite Horizons impactor	T10	150 kdyn mild-to-moderate contusion	unknown	24	hours	5-mm T10 lesion epicenter soluble fraction	5	mm	5-mm lesion-epicenter soluble spinal-cord fraction	soluble fraction of lesion-epicenter spinal cord	SCI versus sham	observational injury versus sham comparison	7	0	7	3		sex	9/9	4/5	medium
sci:protein:51f6c3081812ebd4	FLOW_MSCS_ITDB_000057	traumatic spinal cord injury				1	day	injury-associated spinal cord tissue			mixed_cell_population	unassigned or bulk sample	Mouse SCI; CD177-positive neutrophil and NET-associated injury response	none	1	0	1	1	injury_level	injury_severity;sex;injury_distance;injury_distance_unit;sample_count	8/9	0/5	high
sci:protein:52c8955122389971	FLOW_SCI_323	cervical contusion spinal cord injury with laminectomy-only controls	cervical	cervical contusion; exact force not captured in this pass	male	10	day	superficial dorsal horn			cell-resolved ipsilateral superficial dorsal-horn sections	Iba1-positive macrophage/microglia cells	injured	untreated contusion versus laminectomy-only controls; neuropathic-pain phenotype study	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:537acbe8133be1fc	FLOW_SCI_043	custom-designed compressed spinal cord injury model; exact compression parameters and level require full-text extraction	not reported in the extracted record	severe paralysis/spasticity reported; exact graded severity not standardized in extracted record	not reported in the extracted record	7	days	compressed spinal cord segment/white matter			whole compressed spinal cord segment/white matter	CNPase-positive oligodendrocytes	CSCI versus normal and sham	none	3	0	3	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:5462be7b1a7b7385	FLOW_SCI_242	severe T10 crush injury	T10	severe crush; force not reported in accessible excerpt	not reported in accessible excerpt	10	week	T10 injury-centered spinal cord and lamina II dorsal horn			rat injury-centered spinal-cord tissue extract	whole injured spinal cord tissue	SCI vehicle versus sham and MAOB/KDS comparison arms	wild-type, MAOB knockout, astrocyte-specific MAOB manipulation; KDS2010 treatment primarily in rat arm	1	0	1	0		injury_distance;injury_distance_unit;sample_count	9/9	2/5	medium
sci:protein:546d02411f7c1b1d	FLOW_SCI_283	mild thoracic contusion SCI in CD1 wild-type and sigma-1 receptor knockout mice	thoracic; exact level pending extraction	mild contusion; exact impact parameters pending extraction	not reported in this pass	28	day	spinal cord tissue			spinal cord T8–T9 segment lysate	spinal cord tissue	wild-type and sigma-1 receptor knockout SCI versus naive/sham	sigma-1 receptor knockout and antagonist treatment	1	1	0	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:54b371168d96e57f	FLOW_SCI_080	Moderate thoracic contusion SCI using an electromagnetic spinal cord injury device	T8-T10 laminectomy interval	2,000 dynes moderate contusion	adult female mice, 3-4 months, 20-24 g	3	day	injured spinal cord extract			bulk injured spinal-cord extract	spinal cord protein extract	wild-type SCI versus sham; GFAP-IκBα-dn comparison	astrocyte-restricted dominant-negative IκBα transgene versus wild-type controls	1	1	0	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:55d5c87f6bab1d53	FLOW_SCI_300	thoracic T10 moderate contusion spinal cord injury using the Infinite Horizon impactor	T10	moderate; 60 kdyn contusion	male C57BL/6J and GFP-LC3 reporter mice; 8–10 weeks	1	day	injury-centered spinal cord; ventral horn			whole_tissue	ventral horn neurons	SCI versus sham	observational with rapamycin rescue arm; injury-versus-sham evidence retained separately	2	0	2	2		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:56f53ae01ae5e11f	FLOW_SCI_535	mouse traumatic SCI with lesion-centered histology	not extracted	not extracted	not reported	14	day	lesion border			injured spinal cord at 14 dpi	Iba1/Tmem119-positive microglia	wild-type SCI versus sham	Pd1 knockout and minocycline treatment; sham and injured controls retained	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:5769952034ee6e03	FLOW_SCI_053	T9 falling-object contusion spinal cord injury	T9	falling-object contusion; 5 g weight dropped from 8 cm; reported injury energy 40 g x cm	young adult male Sprague-Dawley rats, 8 weeks, 200-250 g	3	day	thoracic lesion and blood mononuclear cells			dissociated blood or lesion-centered spinal cord mononuclear cells	circulating monocytes	rat sham, SCI, and SCI plus clodronate liposomes	clodronate-liposome depletion of circulating monocytes in rat arm; human samples observational	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:5792ff6952f668ac	FLOW_MSCS_ITDB_000010	moderate T9 contusive spinal cord injury using an Infinite Horizons Impactor	T9	60 kdyn moderate contusion		17	day	C800 relative to lesion epicenter (800 µm)	800	µm	mixed_cell_population	unassigned or bulk sample	Moderate contusive SCI; Control; AAV-transduced region; distance C800	Zeb2os perturbation	1	1	0	1		sex;sample_count	9/9	3/5	medium
sci:protein:58cf5528e38fc71d	FLOW_SCI_185	moderate contusive spinal cord injury in wild-type and EphB3-null mice; PLP-GFP oligodendrocyte reporter context	thoracic; exact segment not captured in first-pass extraction	moderate contusion; exact impact parameter not captured in first-pass extraction	unknown	7	day	2 mm spinal cord segment flanking injury epicenter	1	mm	bulk spinal-cord tissue in a 2 mm segment flanking the injury epicenter	2 mm spinal cord segment flanking injury epicenter	WT SCI versus WT sham	EphB3 knockout and ephrinB3 rescue arms; wild-type sham/SCI receptor time course retained	1	0	1	0		sex	9/9	4/5	medium
