observation_id	study_id	timepoint_id	population_id	protein	gene_symbol	assay	measurement_kind	protein_form	protein_resolution	extraction_status	evidence_grade	evidence_status	post_injury_value	timepoint_unit	tissue_region	injury_distance	injury_distance_unit	condition	perturbation_status	injury_model	injury_severity	injury_level	sex	reported_label	sample_scope	source_location	source_repository_accession	gap_reason
FLOW_SCI_062__FLOW_SCI_062_O_CXCL10	FLOW_SCI_062	FLOW_SCI_062_UNSPECIFIED_TIMEPOINT	FLOW_SCI_062_UNASSIGNED_POPULATION	IP-10/CXCL10	Cxcl10	elisa	concentration time course	soluble	circulating	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	-1.0	unknown	unknown			not_reported	observational level comparison	moderate-severe clip-compression cervical and thoracic SCI	moderate-severe incomplete injury	cervical versus thoracic, level-matched comparison	unknown	unassigned or bulk sample	plasma	PMC6122077; Methods, Figures 1-2, supplementary tables		source_extraction_not_final
FLOW_SCI_062__FLOW_SCI_062_O_GCSF	FLOW_SCI_062	FLOW_SCI_062_UNSPECIFIED_TIMEPOINT	FLOW_SCI_062_UNASSIGNED_POPULATION	G-CSF	Csf3	elisa	concentration time course	soluble	circulating	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	-1.0	unknown	unknown			not_reported	observational level comparison	moderate-severe clip-compression cervical and thoracic SCI	moderate-severe incomplete injury	cervical versus thoracic, level-matched comparison	unknown	unassigned or bulk sample	plasma	PMC6122077; Methods, Figures 1-2, supplementary tables		source_extraction_not_final
FLOW_SCI_062__FLOW_SCI_062_O_IL18	FLOW_SCI_062	FLOW_SCI_062_UNSPECIFIED_TIMEPOINT	FLOW_SCI_062_UNASSIGNED_POPULATION	IL-18	Il18	elisa	concentration time course	soluble	circulating	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	-1.0	unknown	unknown			not_reported	observational level comparison	moderate-severe clip-compression cervical and thoracic SCI	moderate-severe incomplete injury	cervical versus thoracic, level-matched comparison	unknown	unassigned or bulk sample	plasma	PMC6122077; Methods, Figures 1-2, supplementary tables		source_extraction_not_final
FLOW_SCI_062__FLOW_SCI_062_O_VEGF	FLOW_SCI_062	FLOW_SCI_062_UNSPECIFIED_TIMEPOINT	FLOW_SCI_062_UNASSIGNED_POPULATION	VEGF	Vegfa	elisa	concentration time course	soluble	circulating	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	-1.0	unknown	unknown			not_reported	observational level comparison	moderate-severe clip-compression cervical and thoracic SCI	moderate-severe incomplete injury	cervical versus thoracic, level-matched comparison	unknown	unassigned or bulk sample	plasma	PMC6122077; Methods, Figures 1-2, supplementary tables		source_extraction_not_final
FLOW_SCI_064__FLOW_SCI_064_O_STNFR1	FLOW_SCI_064	FLOW_SCI_064__FLOW_SCI_064_T3H	FLOW_SCI_064_UNASSIGNED_POPULATION	soluble TNFR1	Tnfrsf1a	elisa	concentration	soluble ectodomain	bulk_tissue	primary_source_inaccessible	B_direct_but_incomplete	candidate	3.0	hours	CSF near injury and injured spinal cord tissue			SCI versus sham	observational receptor shedding study	acute C8-T1 clip-compression SCI	25-g Walsh-Tator aneurysm clip	C8-T1	unknown	unassigned or bulk sample	unknown	Journal of Neurotrauma 22(8):919-928; abstract and Methods/Results summary		source_extraction_not_final
FLOW_SCI_064__FLOW_SCI_064_O_STNFR2	FLOW_SCI_064	FLOW_SCI_064__FLOW_SCI_064_T6H	FLOW_SCI_064_UNASSIGNED_POPULATION	soluble TNFR2	Tnfrsf1b	elisa	concentration	soluble ectodomain	bulk_tissue	primary_source_inaccessible	B_direct_but_incomplete	candidate	6.0	hours	CSF near injury and injured spinal cord tissue			SCI versus sham	observational receptor shedding study	acute C8-T1 clip-compression SCI	25-g Walsh-Tator aneurysm clip	C8-T1	unknown	unassigned or bulk sample	unknown	Journal of Neurotrauma 22(8):919-928; abstract and Methods/Results summary		source_extraction_not_final
FLOW_SCI_064__FLOW_SCI_064_O_TNFR_TISSUE	FLOW_SCI_064	FLOW_SCI_064__FLOW_SCI_064_T6H	FLOW_SCI_064__FLOW_SCI_064_NEURONS	TNFR1 and TNFR2	Tnfrsf1a/Tnfrsf1b	immunohistochemistry	abundance_and_localization	membrane receptor	bulk_tissue	primary_source_inaccessible	B_direct_but_incomplete	candidate	6.0	hours	CSF near injury and injured spinal cord tissue			SCI versus sham	observational receptor shedding study	acute C8-T1 clip-compression SCI	25-g Walsh-Tator aneurysm clip	C8-T1	unknown	neurons	whole_tissue	Journal of Neurotrauma 22(8):919-928; abstract and Methods/Results summary		source_extraction_not_final
FLOW_SCI_064__FLOW_SCI_064_O_TNF_CSF	FLOW_SCI_064	FLOW_SCI_064__FLOW_SCI_064_T1H	FLOW_SCI_064_UNASSIGNED_POPULATION	TNF-alpha	Tnf	elisa	concentration	soluble	bulk_tissue	primary_source_inaccessible	B_direct_but_incomplete	candidate	1.0	hours	CSF near injury and injured spinal cord tissue			SCI versus sham	observational receptor shedding study	acute C8-T1 clip-compression SCI	25-g Walsh-Tator aneurysm clip	C8-T1	unknown	unassigned or bulk sample	unknown	Journal of Neurotrauma 22(8):919-928; abstract and Methods/Results summary		source_extraction_not_final
FLOW_SCI_065__FLOW_SCI_065_O_IL1	FLOW_SCI_065	FLOW_SCI_065_UNSPECIFIED_TIMEPOINT	FLOW_SCI_065_UNASSIGNED_POPULATION	IL-1-alpha and IL-1-beta	Il1a/Il1b	protein_array	array_signal_and_group_comparison	soluble	bulk_tissue	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	-1.0	unknown	unknown			not_reported	rolipram treatment versus vehicle; treatment-stratified observational protein panel retained	moderate contusion SCI	moderate contusion; exact impact parameter requires Methods extraction	thoracic; exact level requires Methods extraction	unknown	unassigned or bulk sample	whole_tissue	PMC3446989; Figure 10, Table 2, Methods protein array/ELISA sections		source_extraction_not_final
FLOW_SCI_065__FLOW_SCI_065_O_IL6	FLOW_SCI_065	FLOW_SCI_065__FLOW_SCI_065_T2H	FLOW_SCI_065_UNASSIGNED_POPULATION	IL-6	Il6	protein_array	array densitometry/fold-change	IL-6 protein analyte	bulk tissue protein array	figure_table_transcribed	B_direct_but_incomplete	candidate	2.0	hours	lesion epicenter or uninjured T8 segment			SCI vehicle or rolipram versus uninjured control	rolipram treatment versus vehicle; treatment-stratified observational protein panel retained	moderate contusion SCI	moderate contusion; exact impact parameter requires Methods extraction	thoracic; exact level requires Methods extraction	unknown	unassigned or bulk sample	spinal-cord cytoplasmic fraction encompassing the injury epicenter	PMC3446989; Figure 10, Table 2, Methods protein array/ELISA sections		outside_current_expression_selection_rule
FLOW_SCI_065__FLOW_SCI_065_O_TNF	FLOW_SCI_065	FLOW_SCI_065_UNSPECIFIED_TIMEPOINT	FLOW_SCI_065_UNASSIGNED_POPULATION	TNF-alpha	Tnf	protein_array	array_signal_and_group_comparison	soluble	bulk_tissue	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	-1.0	unknown	unknown			not_reported	rolipram treatment versus vehicle; treatment-stratified observational protein panel retained	moderate contusion SCI	moderate contusion; exact impact parameter requires Methods extraction	thoracic; exact level requires Methods extraction	unknown	unassigned or bulk sample	whole_tissue	PMC3446989; Figure 10, Table 2, Methods protein array/ELISA sections		source_extraction_not_final
FLOW_SCI_070__O1	FLOW_SCI_070	FLOW_SCI_070__T1	FLOW_SCI_070__P1	NG2/CSPG4	Cspg4	immunocytochemistry/immunofluorescence	localization	membrane_bound	cell-population-resolved tissue immunolabeling	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	1.0	day	peri_lesion			SCI	none	C3 dorsal-column transection/compression lesion	complete dorsal-column lesion; exact severity metric not reported	C3	female	reactive macrophages / IBA1-positive cells	lesion-adjacent spinal-cord sections	PMC6758310; Journal of Neuroscience 22(7):2792-2803		source_extraction_not_final
FLOW_SCI_070__O2	FLOW_SCI_070	FLOW_SCI_070__T2	FLOW_SCI_070__P1	NG2/CSPG4	Cspg4	immunocytochemistry/immunofluorescence	localization	membrane_bound	cell-population-resolved tissue immunolabeling	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	3.0	day	peri_lesion			SCI	none	C3 dorsal-column transection/compression lesion	complete dorsal-column lesion; exact severity metric not reported	C3	female	reactive macrophages / IBA1-positive cells	lesion-adjacent spinal-cord sections	PMC6758310; Journal of Neuroscience 22(7):2792-2803		source_extraction_not_final
FLOW_SCI_070__O3	FLOW_SCI_070	FLOW_SCI_070__T2	FLOW_SCI_070__P2	NG2/CSPG4	Cspg4	immunocytochemistry/immunofluorescence	localization	membrane_bound	cell-population-resolved tissue immunolabeling	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	3.0	day	peri_lesion			SCI	none	C3 dorsal-column transection/compression lesion	complete dorsal-column lesion; exact severity metric not reported	C3	female	oligodendrocyte progenitors	lesion-adjacent spinal-cord sections	PMC6758310; Journal of Neuroscience 22(7):2792-2803		source_extraction_not_final
FLOW_SCI_070__O4	FLOW_SCI_070	FLOW_SCI_070__T4	FLOW_SCI_070__P1	NG2/CSPG4	Cspg4	immunocytochemistry/immunofluorescence	localization	membrane_bound	cell-population-resolved tissue immunolabeling	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	7.0	day	peri_lesion			SCI	none	C3 dorsal-column transection/compression lesion	complete dorsal-column lesion; exact severity metric not reported	C3	female	reactive macrophages / IBA1-positive cells	lesion-adjacent spinal-cord sections	PMC6758310; Journal of Neuroscience 22(7):2792-2803		source_extraction_not_final
FLOW_SCI_072__O1	FLOW_SCI_072	FLOW_SCI_072__T1	FLOW_SCI_072__P1	GFAP	Gfap	immunofluorescence	proportional_staining_area	unknown	cell_resolved	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	3.0	day	peri_lesion			SCI	none	moderate thoracic contusion SCI	0.5 mm displacement moderate contusion	T9	unknown	GFAP-positive mature astrocytes	spinal-cord section; lesion border, spared gray matter, and spared white matter	PMC2867111; Figs. 5-7		source_extraction_not_final
FLOW_SCI_072__O2	FLOW_SCI_072	FLOW_SCI_072__T1	FLOW_SCI_072__P2	nestin	Nes	immunofluorescence	proportional_staining_area	unknown	cell_resolved	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	3.0	day	peri_lesion			SCI	none	moderate thoracic contusion SCI	0.5 mm displacement moderate contusion	T9	unknown	nestin-positive astrocyte-lineage/progenitor profiles	spinal-cord section; lesion border, spared gray matter, and spared white matter	PMC2867111; Figs. 5-7		source_extraction_not_final
FLOW_SCI_072__O3	FLOW_SCI_072	FLOW_SCI_072__T1	FLOW_SCI_072__P3	BLBP	Fabp7	immunofluorescence	proportional_staining_area	unknown	cell_resolved	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	3.0	day	peri_lesion			SCI	none	moderate thoracic contusion SCI	0.5 mm displacement moderate contusion	T9	unknown	BLBP-positive committed astrocyte-lineage profiles	spinal-cord section; lesion border, spared gray matter, and spared white matter	PMC2867111; Figs. 5-7		source_extraction_not_final
FLOW_SCI_072__O4	FLOW_SCI_072	FLOW_SCI_072__T2	FLOW_SCI_072__P1	GFAP	Gfap	immunofluorescence	proportional_staining_area	unknown	cell_resolved	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	7.0	day	peri_lesion			SCI	none	moderate thoracic contusion SCI	0.5 mm displacement moderate contusion	T9	unknown	GFAP-positive mature astrocytes	spinal-cord section; lesion border, spared gray matter, and spared white matter	PMC2867111; Figs. 5-7		source_extraction_not_final
FLOW_SCI_072__O5	FLOW_SCI_072	FLOW_SCI_072__T2	FLOW_SCI_072__P2	nestin	Nes	immunofluorescence	proportional_staining_area	unknown	cell_resolved	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	7.0	day	peri_lesion			SCI	none	moderate thoracic contusion SCI	0.5 mm displacement moderate contusion	T9	unknown	nestin-positive astrocyte-lineage/progenitor profiles	spinal-cord section; lesion border, spared gray matter, and spared white matter	PMC2867111; Figs. 5-7		source_extraction_not_final
FLOW_SCI_072__O6	FLOW_SCI_072	FLOW_SCI_072__T2	FLOW_SCI_072__P3	BLBP	Fabp7	immunofluorescence	proportional_staining_area	unknown	cell_resolved	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	7.0	day	peri_lesion			SCI	none	moderate thoracic contusion SCI	0.5 mm displacement moderate contusion	T9	unknown	BLBP-positive committed astrocyte-lineage profiles	spinal-cord section; lesion border, spared gray matter, and spared white matter	PMC2867111; Figs. 5-7		source_extraction_not_final
FLOW_SCI_073__O1	FLOW_SCI_073	FLOW_SCI_073__T2	FLOW_SCI_073__P3	HIF-1α	Hif1a	western_blot	band_intensity	soluble	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	1.0	day	lesion_epicenter			SCI	HIF-1α agonist/inhibitor perturbations and astrocyte hypoxia experiments	thoracic contusion SCI	contusion; exact force not captured in first pass	T8-T10	unknown	lesion-site spinal cord homogenate	whole_tissue	PMC10651974; Figs. 1-2		source_extraction_not_final
FLOW_SCI_073__O2	FLOW_SCI_073	FLOW_SCI_073__T3	FLOW_SCI_073__P3	MIF	Mif	western_blot	band_intensity	soluble	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	4.0	day	lesion_epicenter			SCI	HIF-1α agonist/inhibitor perturbations and astrocyte hypoxia experiments	thoracic contusion SCI	contusion; exact force not captured in first pass	T8-T10	unknown	lesion-site spinal cord homogenate	whole_tissue	PMC10651974; Figs. 1-2		source_extraction_not_final
FLOW_SCI_073__O3	FLOW_SCI_073	FLOW_SCI_073__T3	FLOW_SCI_073__P1	HIF-1α	Hif1a	immunofluorescence	presence_absence	unknown	cell_resolved	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	4.0	day	lesion_epicenter			SCI	HIF-1α agonist/inhibitor perturbations and astrocyte hypoxia experiments	thoracic contusion SCI	contusion; exact force not captured in first pass	T8-T10	unknown	GFAP-positive astrocytes	whole_tissue	PMC10651974; Figs. 1-2		source_extraction_not_final
FLOW_SCI_073__O4	FLOW_SCI_073	FLOW_SCI_073__T4	FLOW_SCI_073__P1	MIF	Mif	immunofluorescence	presence_absence	unknown	cell_resolved	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	7.0	day	lesion_epicenter			SCI	HIF-1α agonist/inhibitor perturbations and astrocyte hypoxia experiments	thoracic contusion SCI	contusion; exact force not captured in first pass	T8-T10	unknown	GFAP-positive astrocytes	whole_tissue	PMC10651974; Figs. 1-2		source_extraction_not_final
FLOW_SCI_073__O5	FLOW_SCI_073	FLOW_SCI_073__T3	FLOW_SCI_073__P2	HIF-1α	Hif1a	immunofluorescence	presence_absence	unknown	cell_resolved	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	4.0	day	lesion_epicenter			SCI	HIF-1α agonist/inhibitor perturbations and astrocyte hypoxia experiments	thoracic contusion SCI	contusion; exact force not captured in first pass	T8-T10	unknown	NeuN-positive neurons	whole_tissue	PMC10651974; Figs. 1-2		source_extraction_not_final
FLOW_SCI_075__O4	FLOW_SCI_075	FLOW_SCI_075__T2	FLOW_SCI_075__P3	PDGF-BB	Pdgfb	immunofluorescence	localization	unknown	spatial_tissue	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	5.0	day	peri_lesion			SCI	imatinib inhibition of PDGFRβ signaling	T10 severe spinal cord crush injury	severe crush; constant compression with forceps, exact duration not captured in first pass	T10	female	GFAP-positive astrocytes	whole_tissue	PMC9511779; Figs. 1-4 and Supplementary Fig. 1		source_extraction_not_final
FLOW_SCI_075__O5	FLOW_SCI_075	FLOW_SCI_075__T2	FLOW_SCI_075__P4	PDGF-BB	Pdgfb	immunofluorescence	localization	unknown	spatial_tissue	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	5.0	day	peri_lesion			SCI	imatinib inhibition of PDGFRβ signaling	T10 severe spinal cord crush injury	severe crush; constant compression with forceps, exact duration not captured in first pass	T10	female	CD68-positive microglia/macrophages	whole_tissue	PMC9511779; Figs. 1-4 and Supplementary Fig. 1		source_extraction_not_final
FLOW_SCI_081__OBS081_7D_IKB_TOTAL	FLOW_SCI_081	FLOW_SCI_081__TP081_7D	FLOW_SCI_081__POP081_BULK	IκBα	NFKBIA	western_blot	relative total IκBα protein abundance	total	bulk tissue immunoblot or tissue immunohistochemistry	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	7.0	day	10-mm spinal cord segment centered on the injury epicenter	0.0	mm	SCI plus agomir-miR-182 or agomir control versus sham	agomir-miR-182 treatment versus agomir-negative-control and sham groups	in-vivo mouse spinal cord injury model with intrathecal agomir-miR-182 or agomir control	exact severity and impact parameters pending Methods extraction	not reported in this pass	not reported in this pass	spinal cord tissue	injury-centered spinal-cord tissue	PMCID: PMC8367816; Results section 'Agomir-miR-182 blocked activation of the NF-κB pathway in vivo'; Figure 7 and Western blot/IHC methods		source_extraction_not_final
FLOW_SCI_081__OBS081_7D_P65_TOTAL	FLOW_SCI_081	FLOW_SCI_081__TP081_7D	FLOW_SCI_081__POP081_BULK	NF-κB p65	RELA	western_blot	relative total NF-κB p65 protein abundance	total	bulk tissue immunoblot or tissue immunohistochemistry	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	7.0	day	10-mm spinal cord segment centered on the injury epicenter	0.0	mm	SCI plus agomir-miR-182 or agomir control versus sham	agomir-miR-182 treatment versus agomir-negative-control and sham groups	in-vivo mouse spinal cord injury model with intrathecal agomir-miR-182 or agomir control	exact severity and impact parameters pending Methods extraction	not reported in this pass	not reported in this pass	spinal cord tissue	injury-centered spinal-cord tissue	PMCID: PMC8367816; Results section 'Agomir-miR-182 blocked activation of the NF-κB pathway in vivo'; Figure 7 and Western blot/IHC methods		source_extraction_not_final
